Transaction Date,Customer,TransLineID,TransID,Num,Dim1,Dim2,Dim3,Expression1,Expression2,Expression3
03/04/2022,Customer 3,1,314,3,C,e,X,104,5,0.47134
25/01/2022,Customer 3,2,314,3,B,d,Y,46,4,0.49024
02/02/2022,Customer 3,3,314,3,C,f,X,225,2,0.30945
06/05/2022,Customer 3,1,315,4,B,d,Y,220,2,0.43597
16/04/2022,Customer 3,2,315,4,C,f,Z,14,2,0.86362
07/02/2022,Customer 3,1,316,5,C,f,X,282,6,0.20548
11/04/2022,Customer 3,1,317,6,C,f,Y,15,4,0.79572
08/05/2022,Customer 3,2,317,6,B,d,Z,172,0,0.29637
15/05/2022,Customer 3,1,318,7,B,c,X,155,1,0.05711
29/12/2021,Customer 3,2,318,7,B,d,Z,165,2,0.39954
16/01/2022,Customer 3,1,319,8,C,f,X,10,4,0.67832
15/05/2022,Customer 3,1,320,9,A,a,X,41,0,0.08748
18/04/2022,Customer 3,2,320,9,A,b,Y,25,0,0.04713
07/05/2022,Customer 3,3,320,9,A,b,Z,143,1,0.28068
30/12/2021,Customer 3,1,321,10,C,e,Y,153,0,0.69077
28/12/2021,Customer 3,1,322,11,A,a,X,7,0,0.07655
15/03/2022,Customer 3,1,323,12,A,b,Y,79,1,0.11103
18/01/2022,Customer 3,1,324,13,B,d,Z,8,4,0.20166
17/01/2022,Customer 3,1,325,14,B,d,Y,40,1,0.37146
03/04/2022,Customer 3,1,326,15,B,d,X,464,2,0.16271
19/05/2022,Customer 3,1,327,16,A,b,Z,116,1,0.04782
19/04/2022,Customer 3,1,328,17,C,e,Y,299,2,0.21080
27/04/2022,Customer 3,2,328,17,B,c,Z,76,1,0.06365
28/02/2022,Customer 3,1,329,18,A,a,Y,93,1,0.14343
20/04/2022,Customer 3,1,330,19,A,a,Y,18,0,0.05566
05/05/2022,Customer 3,1,331,20,C,e,Y,396,3,0.27249
07/03/2022,Customer 3,1,332,21,A,a,X,5,0,0.00934
01/02/2022,Customer 3,1,333,22,B,c,Y,14,1,0.34298
19/01/2022,Customer 3,1,334,23,C,f,Z,219,2,0.61237
19/03/2022,Customer 3,2,334,23,B,d,X,12,0,0.48071
09/03/2022,Customer 3,3,334,23,C,e,Z,172,2,0.52856
13/04/2022,Customer 3,1,335,24,C,f,Y,6,2,0.01332
03/03/2022,Customer 3,1,336,25,C,f,X,8,3,0.74037
21/04/2022,Customer 3,2,336,25,A,a,X,44,0,0.15900
03/01/2022,Customer 3,3,336,25,B,c,Y,34,0,0.07110
19/05/2022,Customer 3,1,337,26,B,c,Y,79,0,0.30255
18/01/2022,Customer 3,2,337,26,B,d,Y,21,0,0.29945
24/05/2022,Customer 3,3,337,26,C,e,Y,327,6,0.14457
02/01/2022,Customer 3,4,337,26,A,b,X,55,0,0.15018
19/02/2022,Customer 3,5,337,26,A,a,Y,69,1,0.08577
14/02/2022,Customer 3,1,338,1,C,e,Y,85,1,0.41785
03/01/2022,Customer 3,2,338,1,A,a,X,2,1,0.08179
30/04/2022,Customer 3,1,339,2,C,f,Y,400,0,0.84716
03/03/2022,Customer 3,1,340,3,B,d,Z,436,2,0.25535
14/01/2022,Customer 3,1,341,4,A,a,Y,18,0,0.08763
19/03/2022,Customer 3,1,342,5,C,f,Y,14,0,0.07374
01/04/2022,Customer 3,1,343,6,C,f,X,300,1,0.87191
05/01/2022,Customer 3,1,344,7,A,b,X,43,0,0.07105
24/04/2022,Customer 3,1,345,8,B,c,Y,40,0,0.27393
01/05/2022,Customer 3,2,345,8,A,a,Z,25,0,0.04395
19/03/2022,Customer 3,1,346,9,A,a,X,3,0,0.01237
30/04/2022,Customer 3,1,347,10,B,c,Y,14,1,0.10042
24/04/2022,Customer 3,2,347,10,A,a,Y,1,0,0.07823
25/05/2022,Customer 3,3,347,10,B,c,X,15,0,0.09988
08/04/2022,Customer 3,1,348,11,B,d,Z,1,2,0.31596
15/02/2022,Customer 3,1,349,12,A,b,X,12,1,0.18993
13/01/2022,Customer 3,2,349,12,C,f,Z,5,0,0.57240
08/02/2022,Customer 3,1,350,13,C,e,Y,53,0,0.38468
17/04/2022,Customer 3,1,351,14,A,a,Z,6,0,0.05232
14/02/2022,Customer 3,1,352,15,B,d,X,152,1,0.54120
03/01/2022,Customer 3,1,353,16,B,d,Z,207,1,0.02656
20/01/2022,Customer 3,2,353,16,B,c,Y,14,1,0.10866
18/03/2022,Customer 3,1,354,17,C,e,Y,26,5,0.29864
24/05/2022,Customer 3,1,355,18,C,e,Y,12,1,0.52907
11/02/2022,Customer 3,1,356,19,B,c,X,113,2,0.37100
09/01/2022,Customer 3,1,357,20,C,f,Z,134,3,0.79437
31/01/2022,Customer 3,2,357,20,B,c,Z,10,0,0.05919
11/04/2022,Customer 3,1,358,21,A,b,Y,212,2,0.09967
21/04/2022,Customer 3,1,359,22,C,e,Y,297,2,0.26497
17/05/2022,Customer 3,2,359,22,A,a,X,34,0,0.01331
30/12/2021,Customer 3,3,359,22,B,d,X,239,0,0.27708
16/05/2022,Customer 3,4,359,22,B,c,Y,184,0,0.22151
30/04/2022,Customer 3,5,359,22,C,e,Y,211,2,0.10698
15/05/2022,Customer 3,1,360,23,C,e,Z,14,4,0.55477
06/03/2022,Customer 3,2,360,23,A,a,X,8,0,0.00672
08/03/2022,Customer 3,3,360,23,C,e,X,314,2,0.07223
07/04/2022,Customer 3,1,361,24,A,a,Y,4,0,0.03591
02/01/2022,Customer 3,2,361,24,C,f,X,380,1,0.73738
08/03/2022,Customer 3,3,361,24,B,d,Y,115,2,0.04165
22/05/2022,Customer 3,4,361,24,C,f,X,88,0,0.28806
17/05/2022,Customer 3,1,362,25,B,d,X,74,1,0.29941
27/02/2022,Customer 3,1,363,26,C,f,Y,635,0,0.79869
12/02/2022,Customer 3,1,364,1,C,f,X,473,1,0.37968
30/03/2022,Customer 3,2,364,1,C,f,Z,1,8,0.88843
17/04/2022,Customer 3,1,365,2,A,b,X,6,0,0.01259
21/01/2022,Customer 3,2,365,2,C,f,Z,305,4,0.24869
30/04/2022,Customer 3,1,366,3,B,c,Z,111,0,0.31950
18/03/2022,Customer 3,2,366,3,A,a,Y,7,1,0.05394
05/01/2022,Customer 3,1,367,4,A,a,X,2,1,0.05973
18/01/2022,Customer 3,2,367,4,B,c,Y,6,1,0.06214
15/01/2022,Customer 3,1,368,5,A,b,X,36,2,0.02888
25/05/2022,Customer 3,1,369,6,B,c,X,51,1,0.22254
17/05/2022,Customer 3,1,370,7,B,c,Y,244,1,0.03691
09/05/2022,Customer 3,1,371,8,B,c,Z,1,0,0.15635
02/05/2022,Customer 3,2,371,8,B,d,Y,203,1,0.04281
09/01/2022,Customer 3,3,371,8,B,c,Y,13,2,0.12797
04/02/2022,Customer 3,4,371,8,A,b,Y,27,1,0.09788
05/02/2022,Customer 3,1,372,9,A,b,Y,96,0,0.01100
07/03/2022,Customer 3,1,373,10,B,c,X,92,1,0.38726
23/01/2022,Customer 3,1,374,11,C,e,X,19,0,0.39656
28/02/2022,Customer 3,1,375,12,A,a,Y,79,1,0.08114
18/04/2022,Customer 3,2,375,12,A,a,Y,1,0,0.05685
30/01/2022,Customer 3,1,376,13,A,b,Z,17,0,0.14101
12/05/2022,Customer 3,2,376,13,C,e,Z,181,5,0.06539
11/03/2022,Customer 3,3,376,13,C,f,Z,794,4,0.72943
28/03/2022,Customer 3,1,377,14,B,d,Z,78,0,0.08946
09/02/2022,Customer 3,1,378,15,B,d,X,160,4,0.43430
05/05/2022,Customer 3,2,378,15,A,b,Z,29,0,0.02262
27/03/2022,Customer 3,1,379,16,C,e,X,1,0,0.14866
30/03/2022,Customer 3,1,380,17,A,a,Z,78,0,0.08923
17/01/2022,Customer 3,2,380,17,A,a,Z,28,0,0.00210
06/04/2022,Customer 3,3,380,17,B,d,Y,56,0,0.40176
19/05/2022,Customer 3,1,381,18,B,c,X,229,0,0.28356
07/02/2022,Customer 3,2,381,18,B,c,X,38,2,0.33908
22/01/2022,Customer 3,3,381,18,A,b,Y,77,0,0.03251
24/04/2022,Customer 3,1,382,19,A,b,Y,238,2,0.08346
02/05/2022,Customer 3,1,383,20,C,f,Z,18,3,0.47355
18/03/2022,Customer 3,2,383,20,C,e,Z,63,1,0.27304
09/04/2022,Customer 3,3,383,20,C,e,X,106,0,0.22653
18/03/2022,Customer 3,1,384,21,C,f,X,16,1,0.39725
14/03/2022,Customer 3,2,384,21,C,f,X,435,2,0.55817
30/12/2021,Customer 3,1,385,22,B,c,Y,188,0,0.21612
18/04/2022,Customer 3,2,385,22,A,a,X,21,1,0.01020
22/03/2022,Customer 3,3,385,22,A,a,Z,46,0,0.06162
25/04/2022,Customer 3,1,386,23,C,e,X,25,2,0.16108
02/03/2022,Customer 3,2,386,23,B,d,X,44,4,0.55222
24/05/2022,Customer 3,1,387,24,A,a,Z,25,0,0.01750
10/05/2022,Customer 3,2,387,24,B,c,Z,375,1,0.06336
02/03/2022,Customer 3,1,388,25,A,a,Z,5,0,0.01566
23/01/2022,Customer 3,1,389,26,A,a,Y,3,0,0.02645
08/04/2022,Customer 3,2,389,26,C,f,Y,27,5,0.07259
21/04/2022,Customer 3,3,389,26,C,f,Y,36,4,0.05377
18/02/2022,Customer 3,1,390,1,C,f,Y,204,3,0.60415
08/01/2022,Customer 3,2,390,1,C,e,X,200,0,0.11845
20/03/2022,Customer 3,3,390,1,B,c,Y,9,2,0.27251
19/05/2022,Customer 3,1,391,2,A,b,Z,118,1,0.00165
07/04/2022,Customer 3,2,391,2,C,e,X,140,0,0.33867
23/03/2022,Customer 3,1,392,3,A,a,Z,44,1,0.01457
17/02/2022,Customer 3,1,393,4,A,a,Z,9,0,0.11611
20/01/2022,Customer 3,1,394,5,A,a,X,1,0,0.00261
21/01/2022,Customer 3,2,394,5,C,e,X,302,1,0.35448
08/05/2022,Customer 3,1,395,6,C,f,X,236,3,0.52836
17/03/2022,Customer 3,2,395,6,B,d,Z,265,4,0.23901
26/02/2022,Customer 3,1,396,7,A,b,Z,143,1,0.11570
03/05/2022,Customer 3,2,396,7,A,b,X,59,0,0.09284
04/01/2022,Customer 3,1,397,8,B,d,Y,161,2,0.01335
11/04/2022,Customer 3,1,398,9,B,d,Y,23,0,0.22896
15/02/2022,Customer 3,1,399,10,B,d,X,377,1,0.16995
12/03/2022,Customer 3,1,400,11,C,e,X,238,3,0.30533
06/02/2022,Customer 3,2,400,11,B,c,X,11,2,0.24891
09/01/2022,Customer 3,1,401,12,B,c,Z,26,2,0.24415
30/12/2021,Customer 3,1,402,13,C,e,Z,559,1,0.25236
03/03/2022,Customer 3,2,402,13,A,b,Y,25,0,0.04973
25/05/2022,Customer 3,3,402,13,B,d,X,266,1,0.29046
09/02/2022,Customer 3,1,403,14,C,e,Z,205,4,0.43566
16/03/2022,Customer 3,1,404,15,B,c,Y,167,1,0.07148
07/04/2022,Customer 3,2,404,15,A,b,X,16,1,0.03587
04/01/2022,Customer 3,1,405,16,B,d,X,108,1,0.24193
04/03/2022,Customer 3,2,405,16,C,e,Z,681,2,0.57578
22/04/2022,Customer 3,1,406,17,A,a,X,19,1,0.05877
06/01/2022,Customer 3,1,407,18,B,d,X,50,3,0.39222
31/01/2022,Customer 3,2,407,18,B,c,Y,15,0,0.13098
30/04/2022,Customer 3,1,408,19,C,e,Z,468,6,0.09376
30/12/2021,Customer 3,1,409,20,C,e,Z,85,5,0.49620
16/05/2022,Customer 3,1,410,21,B,c,Z,118,0,0.17690
05/02/2022,Customer 3,2,410,21,C,e,Y,127,3,0.51294
26/03/2022,Customer 3,1,411,22,C,f,Y,45,0,0.27792
26/01/2022,Customer 3,2,411,22,B,c,Z,230,0,0.19384
18/01/2022,Customer 3,1,412,23,B,d,X,2,1,0.27468
01/05/2022,Customer 3,1,413,24,B,c,Y,145,1,0.13292
10/02/2022,Customer 3,2,413,24,B,c,X,139,1,0.07936
13/01/2022,Customer 3,3,413,24,A,b,X,22,0,0.00525
22/05/2022,Customer 3,1,414,25,B,d,X,39,4,0.46511
21/01/2022,Customer 3,1,415,26,A,b,Z,189,0,0.25342
17/02/2022,Customer 3,1,416,1,C,e,Y,67,1,0.11837
29/04/2022,Customer 3,2,416,1,C,f,Z,249,2,0.35010
12/01/2022,Customer 3,3,416,1,C,f,Y,148,1,0.64375
11/02/2022,Customer 3,4,416,1,C,e,Y,429,3,0.09419
21/05/2022,Customer 3,1,417,2,C,f,Y,3,1,0.66870
29/03/2022,Customer 3,2,417,2,B,c,X,36,0,0.04614
14/05/2022,Customer 3,3,417,2,A,a,Z,2,0,0.02265
01/04/2022,Customer 3,4,417,2,A,b,Z,144,2,0.21352
20/03/2022,Customer 3,1,418,3,C,f,Y,121,3,0.00673
28/01/2022,Customer 3,2,418,3,A,b,Y,111,0,0.08752
22/02/2022,Customer 3,3,418,3,A,a,Y,0,0,0.00015
17/04/2022,Customer 3,4,418,3,C,f,Y,815,0,0.76218
30/03/2022,Customer 3,1,419,4,B,d,X,123,1,0.39194
04/04/2022,Customer 3,1,420,5,A,a,X,20,0,0.04027
06/04/2022,Customer 3,2,420,5,A,b,X,86,1,0.06690
15/01/2022,Customer 3,3,420,5,B,c,Z,307,0,0.21203
11/02/2022,Customer 3,4,420,5,C,f,Y,453,0,0.21471
11/02/2022,Customer 3,5,420,5,B,d,X,371,0,0.39502
22/02/2022,Customer 3,1,421,6,B,c,Z,189,0,0.29479
08/03/2022,Customer 3,2,421,6,B,d,Y,34,1,0.13001
12/02/2022,Customer 3,1,422,7,B,d,Z,7,1,0.23028
29/01/2022,Customer 3,1,423,8,B,d,Y,17,1,0.47936
04/02/2022,Customer 3,2,423,8,C,f,Z,73,0,0.69529
18/01/2022,Customer 3,3,423,8,B,d,X,127,1,0.01535
24/05/2022,Customer 3,4,423,8,A,a,Y,10,0,0.03048
12/05/2022,Customer 3,5,423,8,C,e,Z,156,1,0.02105
13/02/2022,Customer 3,1,424,9,A,a,X,2,0,0.01415
01/04/2022,Customer 3,2,424,9,C,f,Z,70,4,0.64303
24/03/2022,Customer 3,3,424,9,A,a,X,10,0,0.00762
11/04/2022,Customer 3,4,424,9,A,b,Z,69,1,0.00672
06/02/2022,Customer 3,1,425,10,A,b,X,3,1,0.00482
08/03/2022,Customer 3,1,426,11,C,f,X,249,1,0.54065
17/02/2022,Customer 3,1,427,12,C,f,Z,88,2,0.22111
25/02/2022,Customer 3,2,427,12,A,b,X,128,2,0.31694
05/01/2022,Customer 3,3,427,12,C,e,Y,709,0,0.11259
19/04/2022,Customer 3,1,428,13,A,a,Y,23,0,0.08960
10/04/2022,Customer 3,1,429,14,B,d,Z,15,1,0.59552
30/03/2022,Customer 3,2,429,14,A,b,Z,1,1,0.13398
12/03/2022,Customer 3,1,430,15,A,a,Z,50,0,0.05285
10/02/2022,Customer 3,2,430,15,B,c,Z,78,2,0.20303
16/05/2022,Customer 3,1,431,16,B,c,Z,7,1,0.26542
17/03/2022,Customer 3,1,432,17,C,e,Z,199,0,0.28368
17/04/2022,Customer 3,2,432,17,B,d,Z,322,1,0.22021
18/05/2022,Customer 3,3,432,17,B,c,Z,73,3,0.31111
06/05/2022,Customer 3,4,432,17,A,b,X,110,1,0.06251
17/04/2022,Customer 3,1,433,18,A,a,Z,1,0,0.00741
05/01/2022,Customer 3,1,434,19,C,f,Y,421,3,0.08155
30/12/2021,Customer 3,2,434,19,B,d,X,272,2,0.10413
15/02/2022,Customer 3,3,434,19,A,a,X,0,0,0.00858
06/02/2022,Customer 3,4,434,19,B,d,X,79,0,0.41709
24/02/2022,Customer 3,1,435,20,C,f,Y,394,2,0.15401
18/04/2022,Customer 3,1,436,21,A,a,Y,8,1,0.00511
16/04/2022,Customer 3,1,437,22,A,b,Y,6,1,0.10082
01/01/2022,Customer 3,2,437,22,A,a,Y,9,0,0.02662
28/01/2022,Customer 3,3,437,22,A,b,X,18,2,0.07563
06/03/2022,Customer 3,1,438,23,B,c,X,1,1,0.25762
24/02/2022,Customer 3,2,438,23,A,a,Z,15,0,0.02220
20/01/2022,Customer 3,1,439,24,C,e,Z,663,1,0.15110
29/03/2022,Customer 3,2,439,24,C,e,Y,85,0,0.16363
27/02/2022,Customer 3,1,440,25,B,d,Y,106,1,0.28770
19/01/2022,Customer 3,2,440,25,A,b,X,73,0,0.04853
06/05/2022,Customer 3,1,441,26,B,d,Y,355,0,0.06218
12/02/2022,Customer 3,1,442,1,C,f,Y,288,1,0.59305
15/02/2022,Customer 3,2,442,1,B,c,Z,174,0,0.10702
30/03/2022,Customer 3,3,442,1,A,a,X,32,0,0.00684
04/05/2022,Customer 3,4,442,1,B,d,Y,77,0,0.04491
20/02/2022,Customer 3,1,443,2,A,b,Y,133,0,0.18578
27/04/2022,Customer 3,1,444,3,A,a,Y,5,0,0.10329
03/01/2022,Customer 3,2,444,3,C,f,Z,2,1,0.85414
20/01/2022,Customer 3,3,444,3,B,c,Z,384,2,0.00284
12/01/2022,Customer 3,4,444,3,C,e,X,103,2,0.64982
19/01/2022,Customer 3,1,445,4,C,e,X,89,4,0.06205
18/05/2022,Customer 3,1,446,5,B,c,Z,78,1,0.07194
03/01/2022,Customer 3,1,447,6,A,a,X,2,0,0.06592
14/03/2022,Customer 3,1,448,7,A,a,Y,16,1,0.01467
23/04/2022,Customer 3,1,449,8,A,a,Y,12,0,0.03436
26/05/2022,Customer 3,1,450,9,C,f,X,230,0,0.66266
24/02/2022,Customer 3,2,450,9,A,b,Y,1,1,0.16801
28/02/2022,Customer 3,3,450,9,A,b,X,190,1,0.11543
20/04/2022,Customer 3,1,451,10,B,d,Z,37,1,0.45300
31/12/2021,Customer 3,1,452,11,A,a,X,3,0,0.01870
04/05/2022,Customer 3,2,452,11,B,d,Y,156,0,0.00303
12/02/2022,Customer 3,3,452,11,A,b,X,2,0,0.08821
11/04/2022,Customer 3,4,452,11,A,a,Y,80,1,0.11159
18/02/2022,Customer 3,1,453,12,C,f,Y,30,0,0.38964
04/01/2022,Customer 3,1,454,13,A,b,Z,22,0,0.05118
28/02/2022,Customer 3,2,454,13,C,e,Y,266,0,0.11991
13/02/2022,Customer 3,3,454,13,B,d,X,163,5,0.43024
28/04/2022,Customer 3,4,454,13,B,d,Z,16,1,0.51723
21/02/2022,Customer 3,5,454,13,B,d,X,14,0,0.23065
09/05/2022,Customer 3,1,455,14,A,b,Y,8,0,0.03753
08/03/2022,Customer 3,1,456,15,B,c,Z,224,0,0.05521
25/04/2022,Customer 3,2,456,15,C,f,Y,123,9,0.45397
25/04/2022,Customer 3,1,457,16,B,c,X,172,1,0.27291
30/01/2022,Customer 3,1,458,17,B,c,Z,11,0,0.40311
13/03/2022,Customer 3,2,458,17,B,c,X,208,0,0.09420
08/02/2022,Customer 3,3,458,17,B,c,Z,21,1,0.25279
04/01/2022,Customer 3,4,458,17,A,a,X,7,0,0.02847
09/01/2022,Customer 3,5,458,17,B,c,X,181,0,0.24372
14/01/2022,Customer 3,6,458,17,B,d,X,85,2,0.37898
22/03/2022,Customer 3,1,459,18,C,f,Z,143,4,0.67506
25/01/2022,Customer 3,1,460,19,B,d,X,41,1,0.57720
16/05/2022,Customer 3,1,461,20,B,d,Y,107,0,0.37825
26/05/2022,Customer 3,2,461,20,B,c,Z,49,0,0.22818
23/05/2022,Customer 3,1,462,21,A,b,Y,80,0,0.13502
07/03/2022,Customer 3,1,463,22,C,e,X,427,1,0.38537
22/05/2022,Customer 3,1,464,23,B,d,X,29,1,0.43055
23/04/2022,Customer 3,2,464,23,A,a,Y,7,0,0.00232
28/03/2022,Customer 3,3,464,23,A,b,Z,41,0,0.28341
12/02/2022,Customer 3,4,464,23,A,b,Y,44,2,0.22624
04/01/2022,Customer 3,5,464,23,A,a,Z,31,1,0.11896
30/04/2022,Customer 3,1,465,24,B,c,X,19,2,0.24508
28/02/2022,Customer 3,2,465,24,B,c,Z,172,2,0.35901
08/04/2022,Customer 3,1,466,25,A,b,X,41,2,0.14979
18/01/2022,Customer 3,1,467,26,A,a,Y,17,1,0.06769
06/01/2022,Customer 3,1,468,1,C,e,Z,12,2,0.24395
08/01/2022,Customer 3,2,468,1,C,f,X,203,3,0.39776
31/12/2021,Customer 3,1,469,2,B,c,X,24,1,0.48040
15/05/2022,Customer 3,2,469,2,B,c,X,54,1,0.09052
24/02/2022,Customer 3,1,470,3,A,b,Z,0,2,0.19207
30/01/2022,Customer 3,2,470,3,A,b,X,11,1,0.32815
21/05/2022,Customer 3,1,471,4,C,e,X,326,3,0.32266
27/03/2022,Customer 3,1,472,5,A,b,Z,43,2,0.06236
12/02/2022,Customer 3,2,472,5,C,f,Z,253,8,0.51233
15/05/2022,Customer 3,1,473,6,C,f,Z,292,8,0.86107
18/04/2022,Customer 3,1,474,7,A,b,X,42,0,0.15351
24/03/2022,Customer 3,2,474,7,C,f,X,244,2,0.33686
05/03/2022,Customer 3,3,474,7,B,d,X,123,0,0.01606
13/03/2022,Customer 3,4,474,7,A,b,Z,163,0,0.12274
07/04/2022,Customer 3,5,474,7,C,e,Z,670,1,0.28808
29/04/2022,Customer 3,1,475,8,C,f,Y,249,5,0.27965
24/04/2022,Customer 3,2,475,8,A,b,X,40,1,0.05380
14/03/2022,Customer 3,1,476,9,A,b,Y,68,0,0.13429
14/03/2022,Customer 3,1,477,10,B,c,X,10,2,0.11421
04/05/2022,Customer 3,1,478,11,C,e,Z,32,2,0.24559
10/03/2022,Customer 3,2,478,11,B,c,Z,292,0,0.16935
04/05/2022,Customer 3,3,478,11,A,b,Y,83,0,0.09486
05/04/2022,Customer 3,1,479,12,A,b,Z,56,1,0.09260
17/03/2022,Customer 3,2,479,12,A,a,Z,4,0,0.01181
10/05/2022,Customer 3,3,479,12,A,b,X,60,0,0.22692
28/12/2021,Customer 3,1,480,13,B,c,Y,54,0,0.31793
01/03/2022,Customer 3,1,481,14,B,d,Y,498,1,0.55588
13/01/2022,Customer 3,2,481,14,B,c,Z,314,3,0.30892
14/04/2022,Customer 3,1,482,15,A,b,Z,75,0,0.01266
23/04/2022,Customer 3,2,482,15,C,f,X,407,1,0.51144
11/04/2022,Customer 3,3,482,15,B,c,X,319,0,0.14892
08/04/2022,Customer 3,4,482,15,B,c,Z,65,2,0.16896
26/05/2022,Customer 3,1,483,16,B,d,Y,49,3,0.03267
13/05/2022,Customer 3,1,484,17,C,f,Z,415,2,0.05765
16/04/2022,Customer 3,1,485,18,C,e,Y,73,4,0.35847
17/02/2022,Customer 3,2,485,18,A,b,Z,143,1,0.12423
07/05/2022,Customer 3,1,486,19,B,c,Y,86,1,0.33127
11/01/2022,Customer 3,1,487,20,C,f,Y,16,0,0.10447
29/12/2021,Customer 3,2,487,20,B,c,Z,87,2,0.02833
01/03/2022,Customer 3,1,488,21,A,a,Z,17,0,0.01446
23/02/2022,Customer 3,2,488,21,A,a,Y,1,1,0.06829
26/01/2022,Customer 3,3,488,21,A,b,Z,12,1,0.01668
17/05/2022,Customer 3,4,488,21,B,c,Y,3,0,0.24878
12/01/2022,Customer 3,5,488,21,C,e,Y,26,1,0.55314
14/01/2022,Customer 3,1,489,22,B,c,X,6,3,0.21242
01/04/2022,Customer 3,1,490,23,A,a,Y,49,0,0.06869
07/01/2022,Customer 3,2,490,23,C,e,Y,174,1,0.44691
15/03/2022,Customer 3,1,491,24,A,a,Y,61,0,0.01717
30/04/2022,Customer 3,2,491,24,A,b,Z,31,2,0.05905
02/01/2022,Customer 3,1,492,25,C,f,Z,633,1,0.12453
07/03/2022,Customer 3,2,492,25,B,c,X,7,3,0.19968
07/05/2022,Customer 3,3,492,25,A,b,Y,26,1,0.01070
10/02/2022,Customer 3,4,492,25,B,c,X,28,0,0.01592
08/04/2022,Customer 3,5,492,25,B,c,Z,53,0,0.12004
21/05/2022,Customer 3,6,492,25,C,e,Y,1,2,0.36024
23/04/2022,Customer 3,1,493,26,C,e,X,115,6,0.27424
30/01/2022,Customer 3,2,493,26,A,a,Z,2,0,0.04032
08/04/2022,Customer 3,1,494,1,B,d,Z,8,3,0.57239
19/02/2022,Customer 3,2,494,1,C,f,Y,585,4,0.36215
25/05/2022,Customer 3,1,495,2,B,c,Z,11,2,0.13279
20/03/2022,Customer 3,1,496,3,C,e,X,194,1,0.25916
27/04/2022,Customer 3,2,496,3,C,e,Z,200,2,0.17119
14/05/2022,Customer 3,3,496,3,B,d,Y,320,0,0.49269
30/01/2022,Customer 3,4,496,3,B,c,Z,23,0,0.08061
13/05/2022,Customer 3,5,496,3,A,b,Z,9,1,0.08595
10/05/2022,Customer 3,6,496,3,C,e,Z,26,0,0.36007
22/02/2022,Customer 3,7,496,3,A,a,X,32,0,0.03975
28/12/2021,Customer 3,8,496,3,A,b,Z,4,0,0.02035
19/03/2022,Customer 3,9,496,3,B,d,Z,124,2,0.44794
29/03/2022,Customer 3,10,496,3,B,c,Z,90,1,0.04580
04/04/2022,Customer 3,11,496,3,C,f,Y,150,2,0.72924
11/03/2022,Customer 3,12,496,3,B,d,Z,283,1,0.43199
06/02/2022,Customer 3,13,496,3,A,a,Z,2,0,0.04838
24/04/2022,Customer 3,14,496,3,C,f,X,264,1,0.01796
02/01/2022,Customer 3,15,496,3,C,f,Z,486,2,0.34521
07/02/2022,Customer 3,16,496,3,A,a,X,9,0,0.10369
19/05/2022,Customer 3,1,497,4,C,e,X,604,1,0.42217
02/01/2022,Customer 3,2,497,4,A,b,X,24,1,0.24526
11/04/2022,Customer 3,1,498,5,A,a,Y,131,0,0.10208
27/01/2022,Customer 3,1,499,6,C,e,Z,473,2,0.32942
29/03/2022,Customer 3,2,499,6,A,b,Z,23,0,0.02235
08/05/2022,Customer 3,3,499,6,C,e,X,8,1,0.12185
06/01/2022,Customer 3,4,499,6,A,b,Z,69,1,0.13874
07/04/2022,Customer 3,1,500,7,C,e,Z,44,0,0.41425
09/04/2022,Customer 3,1,501,8,A,a,Z,42,0,0.02311
28/02/2022,Customer 3,2,501,8,A,a,X,3,0,0.02212
10/05/2022,Customer 3,3,501,8,C,f,X,11,5,0.84445
14/05/2022,Customer 3,4,501,8,A,b,Z,20,0,0.23013
06/02/2022,Customer 3,5,501,8,B,c,X,388,0,0.42814
20/01/2022,Customer 3,6,501,8,A,b,Y,1,1,0.16015
04/02/2022,Customer 3,7,501,8,B,c,X,68,1,0.31070
04/04/2022,Customer 3,1,502,9,C,f,Z,47,2,0.73609
16/01/2022,Customer 3,1,503,10,A,a,X,5,0,0.01204
02/03/2022,Customer 3,1,504,11,A,b,Z,67,0,0.21910
13/05/2022,Customer 3,2,504,11,C,f,Y,446,5,0.68587
03/05/2022,Customer 3,3,504,11,C,e,Z,411,4,0.02451
24/05/2022,Customer 3,4,504,11,B,d,Z,13,1,0.13115
25/02/2022,Customer 3,1,505,12,C,e,X,76,2,0.68740
05/01/2022,Customer 3,2,505,12,A,a,Y,12,0,0.01478
16/04/2022,Customer 3,1,506,13,B,c,Z,3,0,0.31700
13/05/2022,Customer 3,2,506,13,C,e,Z,94,1,0.71100
13/02/2022,Customer 3,3,506,13,B,d,Z,224,3,0.52772
04/03/2022,Customer 3,1,507,14,A,a,X,4,0,0.04558
23/04/2022,Customer 3,2,507,14,B,d,Y,37,1,0.56980
21/02/2022,Customer 3,3,507,14,B,d,Z,25,0,0.37822
18/01/2022,Customer 3,4,507,14,A,b,Z,72,0,0.10250
23/02/2022,Customer 3,5,507,14,A,a,X,3,0,0.01352
09/01/2022,Customer 3,1,508,15,C,f,Z,121,5,0.55046
31/12/2021,Customer 3,2,508,15,A,b,Y,142,0,0.11412
03/05/2022,Customer 3,1,509,16,A,a,Z,1,0,0.00384
05/03/2022,Customer 3,2,509,16,B,d,Z,106,1,0.39177
08/04/2022,Customer 3,1,510,17,C,f,X,63,1,0.06675
07/03/2022,Customer 3,1,511,18,C,f,X,2,4,0.53216
