BasketItem,Basket Produce Line,Basket Product Group Desc,Basket Product Line Desc,Basket Product Sub Group Desc,Basket Product Type Desc,Basket Item Desc
CR-10089,1,Frozen Foods,Food,French Fries,Vegetables,Golden Fajita French Fries
CR-10089,1,Frozen Foods,Drink,French Fries,Vegetables,Golden Fajita French Fries
CR-10072,1,Deli,Food,Deli Meats,Meat,Red Spade Corned Beef
CR-10072,1,Deli,Drink,Deli Meats,Meat,Red Spade Corned Beef
CR-10660,1,Canned Products,Food,Canned Fruit,Fruit,Applause Canned Mixed Fruit
CR-10660,1,Canned Products,Drink,Canned Fruit,Fruit,Applause Canned Mixed Fruit
CR-10319,2,Beverages,Food,Juice,Pure Juice Beverages,Excellent Orange Juice
CR-10319,2,Beverages,Drink,Juice,Pure Juice Beverages,Excellent Orange Juice
CR-10094,1,Frozen Foods,Food,Waffles,Breakfast Foods,Golden Apple Cinnamon Waffles
CR-10094,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Golden Apple Cinnamon Waffles
CR-10030,1,Canned Foods,Food,Tuna,Canned Tuna,Blue Label Canned Tuna in Water
CR-10030,1,Canned Foods,Drink,Tuna,Canned Tuna,Blue Label Canned Tuna in Water
CR-10075,1,Deli,Food,Deli Salads,Side Dishes,Red Spade Potato Salad
CR-10075,1,Deli,Drink,Deli Salads,Side Dishes,Red Spade Potato Salad
CR-10528,1,Snack Foods,Food,Cookies,Snack Foods,Fast Low Fat Cookies
CR-10528,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Low Fat Cookies
CR-10552,1,Snack Foods,Food,Crackers,Snack Foods,Fast Sesame Crackers
CR-10552,1,Snack Foods,Drink,Crackers,Snack Foods,Fast Sesame Crackers
CR-10054,1,Dairy,Food,Cheese,Dairy,Club Mild Cheddar Cheese
CR-10054,1,Dairy,Drink,Cheese,Dairy,Club Mild Cheddar Cheese
CR-10179,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Green Pepper
CR-10179,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Green Pepper
CR-10488,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Prepared Salad
CR-10488,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Prepared Salad
CR-10625,2,Beverages,Food,Flavored Drinks,Drinks,Token Strawberry Drink
CR-10625,2,Beverages,Drink,Flavored Drinks,Drinks,Token Strawberry Drink
CR-10314,2,Beverages,Food,Flavored Drinks,Drinks,Excellent Strawberry Drink
CR-10314,2,Beverages,Drink,Flavored Drinks,Drinks,Excellent Strawberry Drink
CR-10895,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Pearl Chardonnay Wine
CR-10895,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Pearl Chardonnay Wine
CR-10827,1,Produce,Food,Nuts,Specialty,Ebony Mixed Nuts
CR-10827,1,Produce,Drink,Nuts,Specialty,Ebony Mixed Nuts
CR-10547,1,Snack Foods,Food,Dips,Snack Foods,Fast Fondue Mix
CR-10547,1,Snack Foods,Drink,Dips,Snack Foods,Fast Fondue Mix
CR-10191,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Fresh Lima Beans
CR-10191,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Fresh Lima Beans
CR-10214,1,Produce,Food,Nuts,Specialty,High Top Party Nuts
CR-10214,1,Produce,Drink,Nuts,Specialty,High Top Party Nuts
CR-11101,1,Deli,Food,Deli Salads,Side Dishes,American Low Fat Cole Slaw
CR-11101,1,Deli,Drink,Deli Salads,Side Dishes,American Low Fat Cole Slaw
CR-10499,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Mushrooms
CR-10499,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Mushrooms
CR-10268,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Good Chardonnay Wine
CR-10268,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Good Chardonnay Wine
CR-10984,1,Dairy,Food,Cheese,Dairy,Even Better Jack Cheese
CR-10984,1,Dairy,Drink,Cheese,Dairy,Even Better Jack Cheese
CR-10810,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Mushrooms
CR-10810,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Mushrooms
CR-10661,1,Canned Products,Food,Canned Fruit,Fruit,Applause Canned Peaches
CR-10661,1,Canned Products,Drink,Canned Fruit,Fruit,Applause Canned Peaches
CR-10585,1,Baked Goods,Food,Sliced Bread,Bread,Colony Pumpernickel Bread
CR-10585,1,Baked Goods,Drink,Sliced Bread,Bread,Colony Pumpernickel Bread
CR-10013,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Jeffers Corn Puffs
CR-10013,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Jeffers Corn Puffs
CR-10707,1,Frozen Foods,Food,Pancakes,Breakfast Foods,Imagine Frozen Pancakes
CR-10707,1,Frozen Foods,Drink,Pancakes,Breakfast Foods,Imagine Frozen Pancakes
CR-10726,1,Frozen Foods,Food,Ice Cream,Frozen Desserts,Imagine Ice Cream Sandwich
CR-10726,1,Frozen Foods,Drink,Ice Cream,Frozen Desserts,Imagine Ice Cream Sandwich
CR-10274,1,Baked Goods,Food,Sliced Bread,Bread,Great Pumpernickel Bread
CR-10274,1,Baked Goods,Drink,Sliced Bread,Bread,Great Pumpernickel Bread
CR-10857,1,Snack Foods,Food,Dips,Snack Foods,Nationeel Cheese Dip
CR-10857,1,Snack Foods,Drink,Dips,Snack Foods,Nationeel Cheese Dip
CR-10194,1,Produce,Food,Tofu,Packaged Vegetables,High Top Firm Tofu
CR-10194,1,Produce,Drink,Tofu,Packaged Vegetables,High Top Firm Tofu
CR-10859,1,Snack Foods,Food,Donuts,Snack Foods,Nationeel Mini Donuts
CR-10859,1,Snack Foods,Drink,Donuts,Snack Foods,Nationeel Mini Donuts
CR-10900,2,Alcoholic Beverages,Food,Beer,Beer and Wine,Pearl Light Beer
CR-10900,2,Alcoholic Beverages,Drink,Beer,Beer and Wine,Pearl Light Beer
CR-10294,1,Baking Goods,Food,Cooking Oil,Baking Goods,Super Canola Oil
CR-10294,1,Baking Goods,Drink,Cooking Oil,Baking Goods,Super Canola Oil
CR-10723,1,Frozen Foods,Food,French Fries,Vegetables,Imagine Home Style French Fries
CR-10723,1,Frozen Foods,Drink,French Fries,Vegetables,Imagine Home Style French Fries
CR-10378,1,Deli,Food,Hot Dogs,Meat,Moms Turkey Hot Dogs
CR-10378,1,Deli,Drink,Hot Dogs,Meat,Moms Turkey Hot Dogs
CR-10685,1,Deli,Food,Hot Dogs,Meat,Cutting Edge Chicken Hot Dogs
CR-10685,1,Deli,Drink,Hot Dogs,Meat,Cutting Edge Chicken Hot Dogs
CR-10562,1,Snack Foods,Food,Dried Fruit,Snack Foods,Fast Dried Apricots
CR-10562,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Fast Dried Apricots
CR-10908,1,Baked Goods,Food,Muffins,Bread,Fantastic Blueberry Muffins
CR-10908,1,Baked Goods,Drink,Muffins,Bread,Fantastic Blueberry Muffins
CR-10734,1,Frozen Foods,Food,Popsicles,Frozen Desserts,Imagine Lemon Popsicles
CR-10734,1,Frozen Foods,Drink,Popsicles,Frozen Desserts,Imagine Lemon Popsicles
CR-10598,1,Baking Goods,Food,Sugar,Baking Goods,Landslide White Sugar
CR-10598,1,Baking Goods,Drink,Sugar,Baking Goods,Landslide White Sugar
CR-10848,1,Snack Foods,Food,Cookies,Snack Foods,Nationeel Lemon Cookies
CR-10848,1,Snack Foods,Drink,Cookies,Snack Foods,Nationeel Lemon Cookies
CR-10536,1,Snack Foods,Food,Chips,Snack Foods,Fast Potato Chips
CR-10536,1,Snack Foods,Drink,Chips,Snack Foods,Fast Potato Chips
CR-10830,1,Produce,Food,Fresh Fruit,Fruit,Ebony Cantelope
CR-10830,1,Produce,Drink,Fresh Fruit,Fruit,Ebony Cantelope
CR-10215,1,Seafood,Food,Fresh Fish,Seafood,Tip Top Lox
CR-10215,1,Seafood,Drink,Fresh Fish,Seafood,Tip Top Lox
CR-10249,1,Snack Foods,Food,Dried Fruit,Snack Foods,Best Choice Raisins
CR-10249,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Best Choice Raisins
CR-10024,1,Canned Foods,Food,Soup,Canned Soup,Blue Label Regular Ramen Soup
CR-10024,1,Canned Foods,Drink,Soup,Canned Soup,Blue Label Regular Ramen Soup
CR-10419,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Big Time Frozen Peas
CR-10419,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Big Time Frozen Peas
CR-10844,1,Snack Foods,Food,Cookies,Snack Foods,Nationeel Chocolate Chip Cookies
CR-10844,1,Snack Foods,Drink,Cookies,Snack Foods,Nationeel Chocolate Chip Cookies
CR-10824,1,Produce,Food,Fresh Fruit,Fruit,Ebony Peaches
CR-10824,1,Produce,Drink,Fresh Fruit,Fruit,Ebony Peaches
CR-10809,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Tomatos
CR-10809,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Tomatos
CR-10854,1,Snack Foods,Food,Dips,Snack Foods,Nationeel Salsa Dip
CR-10854,1,Snack Foods,Drink,Dips,Snack Foods,Nationeel Salsa Dip
CR-10207,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Sweet Onion
CR-10207,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Sweet Onion
CR-10210,1,Produce,Food,Fresh Fruit,Fruit,High Top Fuji Apples
CR-10210,1,Produce,Drink,Fresh Fruit,Fruit,High Top Fuji Apples
CR-10605,1,Baking Goods,Food,Cooking Oil,Baking Goods,Landslide Canola Oil
CR-10605,1,Baking Goods,Drink,Cooking Oil,Baking Goods,Landslide Canola Oil
CR-10587,1,Baked Goods,Food,Sliced Bread,Bread,Colony Rye Bread
CR-10587,1,Baked Goods,Drink,Sliced Bread,Bread,Colony Rye Bread
CR-10542,1,Snack Foods,Food,Popcorn,Snack Foods,Fast Low Fat Popcorn
CR-10542,1,Snack Foods,Drink,Popcorn,Snack Foods,Fast Low Fat Popcorn
CR-10371,2,Dairy,Food,Milk,Dairy,Carlson Whole Milk
CR-10371,2,Dairy,Drink,Milk,Dairy,Carlson Whole Milk
CR-10559,1,Snack Foods,Food,Dried Fruit,Snack Foods,Fast Dried Dates
CR-10559,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Fast Dried Dates
CR-10310,1,Baking Goods,Food,Preserves,Jams and Jellies,Super Apple Preserves
CR-10310,1,Baking Goods,Drink,Preserves,Jams and Jellies,Super Apple Preserves
CR-10988,1,Dairy,Food,Cheese,Dairy,Even Better Havarti Cheese
CR-10988,1,Dairy,Drink,Cheese,Dairy,Even Better Havarti Cheese
CR-10874,1,Snack Foods,Food,Donuts,Snack Foods,Nationeel Frosted Donuts
CR-10874,1,Snack Foods,Drink,Donuts,Snack Foods,Nationeel Frosted Donuts
CR-10608,1,Baking Goods,Food,Jelly,Jams and Jellies,Landslide Strawberry Jelly
CR-10608,1,Baking Goods,Drink,Jelly,Jams and Jellies,Landslide Strawberry Jelly
CR-10262,1,Starchy Foods,Food,Pasta,Starchy Foods,Medalist Manicotti
CR-10262,1,Starchy Foods,Drink,Pasta,Starchy Foods,Medalist Manicotti
CR-10523,1,Produce,Food,Fresh Fruit,Fruit,Tell Tale Oranges
CR-10523,1,Produce,Drink,Fresh Fruit,Fruit,Tell Tale Oranges
CR-10601,2,Beverages,Food,Coffee,Hot Beverages,Landslide Regular Coffee
CR-10601,2,Beverages,Drink,Coffee,Hot Beverages,Landslide Regular Coffee
CR-10600,2,Beverages,Food,Coffee,Hot Beverages,Landslide Decaf Coffee
CR-10600,2,Beverages,Drink,Coffee,Hot Beverages,Landslide Decaf Coffee
CR-10401,1,Frozen Foods,Food,Waffles,Breakfast Foods,Big Time Waffles
CR-10401,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Big Time Waffles
CR-10337,1,Canned Foods,Food,Soup,Canned Soup,Better Turkey Noodle Soup
CR-10337,1,Canned Foods,Drink,Soup,Canned Soup,Better Turkey Noodle Soup
CR-10343,1,Canned Foods,Food,Shrimp,Canned Shrimp,Better Large Canned Shrimp
CR-10343,1,Canned Foods,Drink,Shrimp,Canned Shrimp,Better Large Canned Shrimp
CR-10894,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Pearl Light Wine
CR-10894,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Pearl Light Wine
CR-10839,1,Snack Foods,Food,Cookies,Snack Foods,Nationeel Low Fat Cookies
CR-10839,1,Snack Foods,Drink,Cookies,Snack Foods,Nationeel Low Fat Cookies
CR-10422,1,Frozen Foods,Food,Frozen Chicken,Meat,Big Time Frozen Chicken Wings
CR-10422,1,Frozen Foods,Drink,Frozen Chicken,Meat,Big Time Frozen Chicken Wings
CR-10687,1,Deli,Food,Bologna,Meat,Cutting Edge Beef Bologna
CR-10687,1,Deli,Drink,Bologna,Meat,Cutting Edge Beef Bologna
CR-10604,1,Baking Goods,Food,Sauces,Baking Goods,Landslide Tomato Sauce
CR-10604,1,Baking Goods,Drink,Sauces,Baking Goods,Landslide Tomato Sauce
CR-10299,1,Baking Goods,Food,Preserves,Jams and Jellies,Super Low Fat Apple Butter
CR-10299,1,Baking Goods,Drink,Preserves,Jams and Jellies,Super Low Fat Apple Butter
CR-10023,1,Canned Foods,Food,Soup,Canned Soup,Blue Label Noodle Soup
CR-10023,1,Canned Foods,Drink,Soup,Canned Soup,Blue Label Noodle Soup
CR-10342,1,Canned Foods,Food,Tuna,Canned Tuna,Better Canned Tuna in Oil
CR-10342,1,Canned Foods,Drink,Tuna,Canned Tuna,Better Canned Tuna in Oil
CR-10730,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Imagine Frozen Peas
CR-10730,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Imagine Frozen Peas
CR-10192,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Squash
CR-10192,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Squash
CR-10389,1,Eggs,Food,Eggs,Eggs,Urban Large Brown Eggs
CR-10389,1,Eggs,Drink,Eggs,Eggs,Urban Large Brown Eggs
CR-10803,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Lettuce
CR-10803,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Lettuce
CR-10994,2,Dairy,Food,Milk,Dairy,Even Better 2% Milk
CR-10994,2,Dairy,Drink,Milk,Dairy,Even Better 2% Milk
CR-10801,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Green Pepper
CR-10801,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Green Pepper
CR-10003,2,Beverages,Food,Flavored Drinks,Drinks,Washington Strawberry Drink
CR-10003,2,Beverages,Drink,Flavored Drinks,Drinks,Washington Strawberry Drink
CR-10417,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Big Time Frozen Broccoli
CR-10417,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Big Time Frozen Broccoli
CR-10674,1,Dairy,Food,Cheese,Dairy,Gorilla Cheese Spread
CR-10674,1,Dairy,Drink,Cheese,Dairy,Gorilla Cheese Spread
CR-10073,1,Deli,Food,Deli Meats,Meat,Red Spade Sliced Turkey
CR-10073,1,Deli,Drink,Deli Meats,Meat,Red Spade Sliced Turkey
CR-10544,1,Snack Foods,Food,Dips,Snack Foods,Fast Avocado Dip
CR-10544,1,Snack Foods,Drink,Dips,Snack Foods,Fast Avocado Dip
CR-10712,1,Frozen Foods,Food,Waffles,Breakfast Foods,Imagine Waffles
CR-10712,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Imagine Waffles
CR-10794,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Corn on the Cob
CR-10794,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Corn on the Cob
CR-10932,1,Baking Goods,Food,Jam,Jams and Jellies,BBB Best Apple Jam
CR-10932,1,Baking Goods,Drink,Jam,Jams and Jellies,BBB Best Apple Jam
CR-10975,1,Canned Foods,Food,Soup,Canned Soup,Just Right Rice Soup
CR-10975,1,Canned Foods,Drink,Soup,Canned Soup,Just Right Rice Soup
CR-10917,2,Beverages,Food,Coffee,Hot Beverages,BBB Best Regular Coffee
CR-10917,2,Beverages,Drink,Coffee,Hot Beverages,BBB Best Regular Coffee
CR-10088,1,Frozen Foods,Food,Waffles,Breakfast Foods,Golden Blueberry Waffles
CR-10088,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Golden Blueberry Waffles
CR-10693,1,Deli,Food,Fresh Chicken,Meat,Cutting Edge Roasted Chicken
CR-10693,1,Deli,Drink,Fresh Chicken,Meat,Cutting Edge Roasted Chicken
CR-10732,1,Frozen Foods,Food,Frozen Chicken,Meat,Imagine Frozen Chicken Thighs
CR-10732,1,Frozen Foods,Drink,Frozen Chicken,Meat,Imagine Frozen Chicken Thighs
CR-10941,2,Beverages,Food,Flavored Drinks,Drinks,Fabulous Strawberry Drink
CR-10941,2,Beverages,Drink,Flavored Drinks,Drinks,Fabulous Strawberry Drink
CR-10051,1,Dairy,Food,Cheese,Dairy,Club Head Cheese
CR-10051,1,Dairy,Drink,Cheese,Dairy,Club Head Cheese
PC-10885,1,Starchy Foods,Food,Pasta,Starchy Foods,Monarch Spaghetti
PC-10885,1,Starchy Foods,Drink,Pasta,Starchy Foods,Monarch Spaghetti
CR-10213,1,Produce,Food,Fresh Fruit,Fruit,High Top Tangerines
CR-10213,1,Produce,Drink,Fresh Fruit,Fruit,High Top Tangerines
CR-10691,1,Deli,Food,Deli Salads,Side Dishes,Cutting Edge Low Fat Cole Slaw
CR-10691,1,Deli,Drink,Deli Salads,Side Dishes,Cutting Edge Low Fat Cole Slaw
CR-10058,2,Dairy,Food,Milk,Dairy,Club Chocolate Milk
CR-10058,2,Dairy,Drink,Milk,Dairy,Club Chocolate Milk
CR-10954,1,Canned Foods,Food,Canned Vegetables,Vegetables,Just Right Canned Beets
CR-10954,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Just Right Canned Beets
CR-10572,1,Starchy Foods,Food,Pasta,Starchy Foods,Shady Lake Ravioli
CR-10572,1,Starchy Foods,Drink,Pasta,Starchy Foods,Shady Lake Ravioli
CR-10340,1,Canned Foods,Food,Soup,Canned Soup,Better Chicken Ramen Soup
CR-10340,1,Canned Foods,Drink,Soup,Canned Soup,Better Chicken Ramen Soup
CR-10247,1,Snack Foods,Food,Dried Fruit,Snack Foods,Best Choice Grape Fruit Roll
CR-10247,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Best Choice Grape Fruit Roll
CR-10236,1,Snack Foods,Food,Dips,Snack Foods,Best Choice Fondue Mix
CR-10236,1,Snack Foods,Drink,Dips,Snack Foods,Best Choice Fondue Mix
CR-10188,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Mushrooms
CR-10188,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Mushrooms
CR-10032,1,Canned Foods,Food,Shrimp,Canned Shrimp,Blue Label Large Canned Shrimp
CR-10032,1,Canned Foods,Drink,Shrimp,Canned Shrimp,Blue Label Large Canned Shrimp
CR-10053,1,Dairy,Food,Cheese,Dairy,Club Sharp Cheddar Cheese
CR-10053,1,Dairy,Drink,Cheese,Dairy,Club Sharp Cheddar Cheese
CR-10081,1,Eggs,Food,Eggs,Eggs,Blue Medal Egg Substitute
CR-10081,1,Eggs,Drink,Eggs,Eggs,Blue Medal Egg Substitute
CR-10865,1,Snack Foods,Food,Dried Fruit,Snack Foods,Nationeel Dried Apples
CR-10865,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Nationeel Dried Apples
CR-10677,1,Dairy,Food,Cottage Cheese,Dairy,Gorilla Large Curd Cottage Cheese
CR-10677,1,Dairy,Drink,Cottage Cheese,Dairy,Gorilla Large Curd Cottage Cheese
CR-10486,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale New Potatos
CR-10486,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale New Potatos
CR-10350,1,Canned Products,Food,Canned Fruit,Fruit,Swell Canned Peaches
CR-10350,1,Canned Products,Drink,Canned Fruit,Fruit,Swell Canned Peaches
CR-10842,1,Snack Foods,Food,Chips,Snack Foods,Nationeel Low Fat BBQ Chips
CR-10842,1,Snack Foods,Drink,Chips,Snack Foods,Nationeel Low Fat BBQ Chips
CR-10511,1,Produce,Food,Fresh Fruit,Fruit,Tell Tale Fancy Plums
CR-10511,1,Produce,Drink,Fresh Fruit,Fruit,Tell Tale Fancy Plums
CR-10881,1,Snacks,Food,Hard Candy,Candy,Thresher Mints
CR-10881,1,Snacks,Drink,Hard Candy,Candy,Thresher Mints
CR-11373,1,Deli,Food,Deli Salads,Side Dishes,American Potato Salad
CR-11373,1,Deli,Drink,Deli Salads,Side Dishes,American Potato Salad
CR-10835,1,Produce,Food,Fresh Fruit,Fruit,Ebony Tangerines
CR-10835,1,Produce,Drink,Fresh Fruit,Fruit,Ebony Tangerines
CR-10657,1,Canned Foods,Food,Oysters,Canned Oysters,Bravo Fancy Canned Oysters
CR-10657,1,Canned Foods,Drink,Oysters,Canned Oysters,Bravo Fancy Canned Oysters
CR-10485,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Sweet Peas
CR-10485,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Sweet Peas
CR-10989,1,Dairy,Food,Cheese,Dairy,Even Better Head Cheese
CR-10989,1,Dairy,Drink,Cheese,Dairy,Even Better Head Cheese
CR-11100,1,Deli,Food,Hot Dogs,Meat,American Foot-Long Hot Dogs
CR-11100,1,Deli,Drink,Hot Dogs,Meat,American Foot-Long Hot Dogs
PC-10343,1,Canned Foods,Food,Shrimp,Canned Shrimp,Better Large Canned Shrimp
PC-10343,1,Canned Foods,Drink,Shrimp,Canned Shrimp,Better Large Canned Shrimp
CR-10483,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Corn on the Cob
CR-10483,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Corn on the Cob
CR-10698,1,Deli,Food,Deli Meats,Meat,Cutting Edge Sliced Chicken
CR-10698,1,Deli,Drink,Deli Meats,Meat,Cutting Edge Sliced Chicken
CR-10711,1,Frozen Foods,Food,French Fries,Vegetables,Imagine Fajita French Fries
CR-10711,1,Frozen Foods,Drink,French Fries,Vegetables,Imagine Fajita French Fries
CR-10305,1,Baking Goods,Food,Jam,Jams and Jellies,Super Apple Jam
CR-10305,1,Baking Goods,Drink,Jam,Jams and Jellies,Super Apple Jam
CR-10811,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Baby Onion
CR-10811,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Baby Onion
PC-10342,1,Canned Foods,Food,Tuna,Canned Tuna,Better Canned Tuna in Oil
PC-10342,1,Canned Foods,Drink,Tuna,Canned Tuna,Better Canned Tuna in Oil
CR-10398,1,Frozen Foods,Food,Pizza,Pizza,Big Time Frozen Sausage Pizza
CR-10398,1,Frozen Foods,Drink,Pizza,Pizza,Big Time Frozen Sausage Pizza
CR-10852,1,Snack Foods,Food,Popcorn,Snack Foods,Nationeel No Salt Popcorn
CR-10852,1,Snack Foods,Drink,Popcorn,Snack Foods,Nationeel No Salt Popcorn
CR-10862,1,Snack Foods,Food,Chips,Snack Foods,Nationeel Low Fat Chips
CR-10862,1,Snack Foods,Drink,Chips,Snack Foods,Nationeel Low Fat Chips
CR-10300,1,Baking Goods,Food,Spices,Baking Goods,Super Salt
CR-10300,1,Baking Goods,Drink,Spices,Baking Goods,Super Salt
CR-10896,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Pearl Chablis Wine
CR-10896,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Pearl Chablis Wine
CR-10402,1,Frozen Foods,Food,Pizza,Pizza,Big Time Frozen Pepperoni Pizza
CR-10402,1,Frozen Foods,Drink,Pizza,Pizza,Big Time Frozen Pepperoni Pizza
CR-10695,1,Deli,Food,Deli Meats,Meat,Cutting Edge Sliced Turkey
CR-10695,1,Deli,Drink,Deli Meats,Meat,Cutting Edge Sliced Turkey
CR-10512,1,Produce,Food,Fresh Fruit,Fruit,Tell Tale Plums
CR-10512,1,Produce,Drink,Fresh Fruit,Fruit,Tell Tale Plums
CR-10795,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Asparagus
CR-10795,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Asparagus
CR-10373,1,Dairy,Food,Yogurt,Dairy,Carlson Blueberry Yogurt
CR-10373,1,Dairy,Drink,Yogurt,Dairy,Carlson Blueberry Yogurt
PC-10344,1,Canned Foods,Food,Anchovies,Canned Anchovies,Better Fancy Canned Anchovies
PC-10344,1,Canned Foods,Drink,Anchovies,Canned Anchovies,Better Fancy Canned Anchovies
CR-10722,1,Frozen Foods,Food,Popsicles,Frozen Desserts,Imagine Grape Popsicles
CR-10722,1,Frozen Foods,Drink,Popsicles,Frozen Desserts,Imagine Grape Popsicles
CR-10909,1,Baked Goods,Food,Sliced Bread,Bread,Fantastic Wheat Bread
CR-10909,1,Baked Goods,Drink,Sliced Bread,Bread,Fantastic Wheat Bread
CR-10838,1,Seafood,Food,Shellfish,Seafood,Curlew Scallops
CR-10838,1,Seafood,Drink,Shellfish,Seafood,Curlew Scallops
CR-10090,1,Frozen Foods,Food,Waffles,Breakfast Foods,Golden Waffles
CR-10090,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Golden Waffles
CR-10840,1,Snack Foods,Food,Chips,Snack Foods,Nationeel BBQ Potato Chips
CR-10840,1,Snack Foods,Drink,Chips,Snack Foods,Nationeel BBQ Potato Chips
CR-10231,1,Snack Foods,Food,Popcorn,Snack Foods,Best Choice Low Fat Popcorn
CR-10231,1,Snack Foods,Drink,Popcorn,Snack Foods,Best Choice Low Fat Popcorn
CR-10879,1,Snacks,Food,Gum,Candy,Thresher Bubble Gum
CR-10879,1,Snacks,Drink,Gum,Candy,Thresher Bubble Gum
CR-10560,1,Snack Foods,Food,Dried Fruit,Snack Foods,Fast Raisins
CR-10560,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Fast Raisins
CR-10239,1,Snack Foods,Food,Donuts,Snack Foods,Best Choice Chocolate Donuts
CR-10239,1,Snack Foods,Drink,Donuts,Snack Foods,Best Choice Chocolate Donuts
CR-10676,1,Dairy,Food,Cheese,Dairy,Gorilla Mild Cheddar Cheese
CR-10676,1,Dairy,Drink,Cheese,Dairy,Gorilla Mild Cheddar Cheese
CR-10699,1,Eggs,Food,Eggs,Eggs,Jumbo Small Brown Eggs
CR-10699,1,Eggs,Drink,Eggs,Eggs,Jumbo Small Brown Eggs
CR-10533,1,Snack Foods,Food,Cookies,Snack Foods,Fast Chocolate Chip Cookies
CR-10533,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Chocolate Chip Cookies
CR-10208,1,Produce,Food,Fresh Fruit,Fruit,High Top Cantelope
CR-10208,1,Produce,Drink,Fresh Fruit,Fruit,High Top Cantelope
CR-10027,1,Canned Foods,Food,Soup,Canned Soup,Blue Label Beef Soup
CR-10027,1,Canned Foods,Drink,Soup,Canned Soup,Blue Label Beef Soup
CR-10626,2,Beverages,Food,Soda,Carbonated Beverages,Token Cream Soda
CR-10626,2,Beverages,Drink,Soda,Carbonated Beverages,Token Cream Soda
CR-10636,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Radius Wheat Puffs
CR-10636,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Radius Wheat Puffs
CR-10706,1,Frozen Foods,Food,Frozen Chicken,Meat,Imagine Frozen Chicken Breast
CR-10706,1,Frozen Foods,Drink,Frozen Chicken,Meat,Imagine Frozen Chicken Breast
