Item Branch 3rd Item Number,Item Branch G/L Category,Short Name,Item Branch 2nd Item Number,Item-Branch Key,Item Branch Reorder Quantity,Horsepower,Item Branch Category Code 6,Item Branch Category Code 7,Item Branch Primary Supplier
915320,MKTG,10079,915320,CR-10079,0,50,5020,      ,32602
5523,SRCW,10062,5523,CR-10062,0,10,1015,      ,100078
5523,SRCW,10062,5523,CR-10062,0,10,1015,      ,100078
13340,SRCW,10210,13340,CR-10210,0,10,1015,      ,20534
13340,SRCW,10210,13340,CR-10210,0,10,1015,      ,20534
26690,SRCW,10678,26690,CR-10678,0,10,1015,      ,22780
26690,SRCW,10678,26690,CR-10678,0,10,1015,      ,22780
27320,SRCW,10707,27320,CR-10707,0,10,1015,      ,22780
27320,SRCW,10707,27320,CR-10707,0,10,1015,      ,22780
35178,SRCW,10376,35178,CR-10376,0,30,1015,      ,1
35178,SRCW,10376,35178,CR-10376,0,30,1015,      ,1
39147,AXLE,10863,39147,CR-10863,0,30,1010,      ,100111
39147,AXLE,10863,39147,CR-10863,0,30,1010,      ,100111
39849,ACCE,10001,39849,CR-10001,0,10,1035,      ,37187
39849,ACCE,10001,39849,CR-10001,0,10,1035,      ,37187
220061,ACCE,10902,220061,CR-10902,0,50,1035,      ,20726
220061,ACCE,10902,220061,CR-10902,0,50,1035,      ,20726
915322,MKTG,10080,915322,CR-10080,0,50,5020,      ,100356
915322,MKTG,10080,915322,CR-10080,0,50,5020,      ,100356
5553,SRCW,10063,5553,CR-10063,0,10,1015,      ,20534
5553,SRCW,10063,5553,CR-10063,0,10,1015,      ,20534
9952,CHUB,10173,9952,CR-10173,0,10,1095,      ,20383
9952,CHUB,10173,9952,CR-10173,0,10,1095,      ,20383
26713,SRCW,10679,26713,CR-10679,0,50,1015,      ,1
26713,SRCW,10679,26713,CR-10679,0,50,1015,      ,1
27322,SRCW,10708,27322,CR-10708,0,10,1015,      ,22780
27322,SRCW,10708,27322,CR-10708,0,10,1015,      ,22780
30557,TMTG,10024,30557,CR-10024,0,50,1030,      ,21405
30557,TMTG,10024,30557,CR-10024,0,50,1030,      ,21405
31332,SMWN,10059,31332,CR-10059,0,10,1045,      ,30235
31332,SMWN,10059,31332,CR-10059,0,10,1045,      ,30235
36928,SMWN,10483,36928,CR-10483,0,10,1045,      ,100105
36928,SMWN,10483,36928,CR-10483,0,10,1045,      ,100105
39154,TFAB,10864,39154,CR-10864,0,10,1025,      ,100089
39154,TFAB,10864,39154,CR-10864,0,10,1025,      ,100089
39484,SRCW,10940,39484,CR-10940,0,30,1015,      ,1
39484,SRCW,10940,39484,CR-10940,0,30,1015,      ,1
39850,ACCE,10002,39850,CR-10002,0,50,1035,      ,1
39850,ACCE,10002,39850,CR-10002,0,50,1035,      ,1
61232,SMWN,10272,61232,CR-10272,0,30,1045,      ,1
61232,SMWN,10272,61232,CR-10272,0,30,1045,      ,1
62017,AFAB,10410,62017,CR-10410,0,50,1050,      ,38000
62017,AFAB,10410,62017,CR-10410,0,50,1050,      ,38000
62955,SMWN,10571,62955,CR-10571,0,30,1045,      ,1
62955,SMWN,10571,62955,CR-10571,0,30,1045,      ,1
220062,ACCE,10903,220062,CR-10903,0,50,1035,      ,20726
220062,ACCE,10903,220062,CR-10903,0,50,1035,      ,20726
915326,MKTG,10081,915326,CR-10081,0,50,5020,      ,32602
915326,MKTG,10081,915326,CR-10081,0,50,5020,      ,32602
23243,SRCW,10508,23243,CR-10508,0,30,1015,      ,1
23243,SRCW,10508,23243,CR-10508,0,30,1015,      ,1
26730,SRCW,10680,26730,CR-10680,0,50,1015,      ,1
26730,SRCW,10680,26730,CR-10680,0,50,1015,      ,1
27323,SRCW,10709,27323,CR-10709,0,30,1015,      ,1
27323,SRCW,10709,27323,CR-10709,0,30,1015,      ,1
35185,SMWN,10377,35185,CR-10377,0,10,1045,      ,20534
35185,SMWN,10377,35185,CR-10377,0,10,1045,      ,20534
62018,AFAB,10411,62018,CR-10411,0,50,1050,      ,38000
62018,AFAB,10411,62018,CR-10411,0,50,1050,      ,38000
220063,ACCE,10908,220063,CR-10908,0,50,1035,      ,20726
220063,ACCE,10908,220063,CR-10908,0,50,1035,      ,20726
915328,MKTG,10082,915328,CR-10082,0,50,5020,      ,32602
915328,MKTG,10082,915328,CR-10082,0,50,5020,      ,32602
23244,SRCW,10509,23244,CR-10509,0,30,1015,      ,1
23244,SRCW,10509,23244,CR-10509,0,30,1015,      ,1
26733,ACCE,10681,26733,CR-10681,0,50,1035,      ,1
26733,ACCE,10681,26733,CR-10681,0,50,1035,      ,1
27325,SRCW,10710,27325,CR-10710,0,10,1015,      ,23367
27325,SRCW,10710,27325,CR-10710,0,10,1015,      ,23367
30561,TFAB,10025,30561,CR-10025,0,30,1025,      ,20169
30561,TFAB,10025,30561,CR-10025,0,30,1025,      ,20169
39856,SRCW,10003,39856,CR-10003,0,50,1015,      ,1
39856,SRCW,10003,39856,CR-10003,0,50,1015,      ,1
61583,TFAB,10330,61583,CR-10330,0,30,1025,      ,1
61583,TFAB,10330,61583,CR-10330,0,30,1025,      ,1
62329,AFAB,10475,62329,CR-10475,0,50,1050,      ,1
62329,AFAB,10475,62329,CR-10475,0,50,1050,      ,1
220100,ACCE,10909,220100,CR-10909,0,50,1035,      ,100057
220100,ACCE,10909,220100,CR-10909,0,50,1035,      ,100057
915329,MKTG,10083,915329,CR-10083,0,50,5020,      ,32602
915329,MKTG,10083,915329,CR-10083,0,50,5020,      ,32602
5741,SRCW,10064,5741,CR-10064,0,30,1015,      ,20169
5741,SRCW,10064,5741,CR-10064,0,30,1015,      ,20169
23264,SRCW,10510,23264,CR-10510,0,30,1015,      ,1
23264,SRCW,10510,23264,CR-10510,0,30,1015,      ,1
26734,ACCE,10682,26734,CR-10682,0,50,1035,      ,1
26734,ACCE,10682,26734,CR-10682,0,50,1035,      ,1
27326,SRCW,10711,27326,CR-10711,0,30,1015,      ,1
27326,SRCW,10711,27326,CR-10711,0,30,1015,      ,1
29393,TFAB,10897,29393,CR-10897,0,30,1025,      ,20196
29393,TFAB,10897,29393,CR-10897,0,30,1025,      ,20196
60814,AFAB,10212,60814,CR-10212,0,50,1050,      ,1
60814,AFAB,10212,60814,CR-10212,0,50,1050,      ,1
62672,AXLE,10511,62672,CR-10511,0,30,1010,      ,1
62672,AXLE,10511,62672,CR-10511,0,30,1010,      ,1
62959,TFAB,10572,62959,CR-10572,0,30,1025,      ,1
62959,TFAB,10572,62959,CR-10572,0,30,1025,      ,1
220301,ACCE,10910,220301,CR-10910,0,50,1035,      ,1
220301,ACCE,10910,220301,CR-10910,0,50,1035,      ,1
915334,MKTG,10084,915334,CR-10084,0,10,5020,      ,36260
915334,MKTG,10084,915334,CR-10084,0,10,5020,      ,36260
5742,SRCW,10065,5742,CR-10065,0,50,1015,      ,1
5742,SRCW,10065,5742,CR-10065,0,50,1015,      ,1
14916,SRCW,10268,14916,CR-10268,0,30,1015,      ,1
14916,SRCW,10268,14916,CR-10268,0,30,1015,      ,1
26735,ACCE,10683,26735,CR-10683,0,50,1035,      ,1
26735,ACCE,10683,26735,CR-10683,0,50,1035,      ,1
29394,TMTG,10898,29394,CR-10898,0,50,1030,      ,100111
29394,TMTG,10898,29394,CR-10898,0,50,1030,      ,100111
38352,AXLE,10718,38352,CR-10718,0,30,1010,      ,1
38352,AXLE,10718,38352,CR-10718,0,30,1010,      ,1
39159,SRCW,10865,39159,CR-10865,0,50,1015,      ,1
39159,SRCW,10865,39159,CR-10865,0,50,1015,      ,1
62331,AFAB,10476,62331,CR-10476,0,50,1050,      ,1
62331,AFAB,10476,62331,CR-10476,0,50,1050,      ,1
62960,TMTG,10573,62960,CR-10573,0,50,1030,      ,1
62960,TMTG,10573,62960,CR-10573,0,50,1030,      ,1
63672,TMTG,10683,63672,CR-10683,0,50,1030,      ,1
63672,TMTG,10683,63672,CR-10683,0,50,1030,      ,1
220310,ACCE,10911,220310,CR-10911,0,50,1035,      ,1
220310,ACCE,10911,220310,CR-10911,0,50,1035,      ,1
5744,SRCW,10066,5744,CR-10066,0,30,1015,      ,1
5744,SRCW,10066,5744,CR-10066,0,30,1015,      ,1
18336,SRCW,10362,18336,CR-10362,0,30,1015,      ,1
18336,SRCW,10362,18336,CR-10362,0,30,1015,      ,1
25929,SRCW,10606,25929,CR-10606,0,30,1015,      ,1
25929,SRCW,10606,25929,CR-10606,0,30,1015,      ,1
26736,ACCE,10684,26736,CR-10684,0,50,1035,      ,1
26736,ACCE,10684,26736,CR-10684,0,50,1035,      ,1
27330,SRCW,10712,27330,CR-10712,0,10,1015,      ,1
27330,SRCW,10712,27330,CR-10712,0,10,1015,      ,1
29395,TMTG,10899,29395,CR-10899,0,50,1030,      ,1
29395,TMTG,10899,29395,CR-10899,0,50,1030,      ,1
30030,TMTG,10960,30030,CR-10960,0,50,1030,      ,100111
30030,TMTG,10960,30030,CR-10960,0,50,1030,      ,100111
35197,ATVW,10378,35197,CR-10378,0,50,1040,      ,0
35197,ATVW,10378,35197,CR-10378,0,50,1040,      ,0
36940,AXLE,10484,36940,CR-10484,0,50,1010,      ,1
36940,AXLE,10484,36940,CR-10484,0,50,1010,      ,1
37873,ACCE,10641,37873,CR-10641,0,50,1035,      ,1
37873,ACCE,10641,37873,CR-10641,0,50,1035,      ,1
60816,AFAB,10213,60816,CR-10213,0,50,1050,      ,1
60816,AFAB,10213,60816,CR-10213,0,50,1050,      ,1
65119,AFAB,10847,65119,CR-10847,0,50,1050,      ,0
65119,AFAB,10847,65119,CR-10847,0,50,1050,      ,0
220311,ACCE,10912,220311,CR-10912,0,50,1035,      ,1
220311,ACCE,10912,220311,CR-10912,0,50,1035,      ,1
64420,ACCE,10018,64420,CR-10018,0,50,1035,      ,0
64420,ACCE,10018,64420,CR-10018,0,50,1035,      ,0
5745,SRCW,10067,5745,CR-10067,0,30,1015,      ,1
5745,SRCW,10067,5745,CR-10067,0,30,1015,      ,1
25933,SRCW,10607,25933,CR-10607,0,10,1015,      ,100075
25933,SRCW,10607,25933,CR-10607,0,10,1015,      ,100075
26737,ACCE,10685,26737,CR-10685,0,50,1035,      ,1
26737,ACCE,10685,26737,CR-10685,0,50,1035,      ,1
29396,TMTG,10900,29396,CR-10900,0,50,1030,      ,1
29396,TMTG,10900,29396,CR-10900,0,50,1030,      ,1
31338,ATVW,10060,31338,CR-10060,0,50,1040,      ,1
31338,ATVW,10060,31338,CR-10060,0,50,1040,      ,1
36941,SRCW,10485,36941,CR-10485,0,50,1015,      ,1
36941,SRCW,10485,36941,CR-10485,0,50,1015,      ,1
37453,SMWN,10568,37453,CR-10568,0,10,1045,      ,20534
37453,SMWN,10568,37453,CR-10568,0,10,1045,      ,20534
39493,TFAB,10941,39493,CR-10941,0,30,1025,      ,1
39493,TFAB,10941,39493,CR-10941,0,30,1025,      ,1
39860,ACCE,10004,39860,CR-10004,0,50,1035,      ,1
39860,ACCE,10004,39860,CR-10004,0,50,1035,      ,1
63674,SRCW,10684,63674,CR-10684,0,50,1015,      ,0
63674,SRCW,10684,63674,CR-10684,0,50,1015,      ,0
65120,AFAB,10848,65120,CR-10848,0,50,1050,      ,0
65120,AFAB,10848,65120,CR-10848,0,50,1050,      ,0
220312,ACCE,10913,220312,CR-10913,0,50,1035,      ,1
220312,ACCE,10913,220312,CR-10913,0,50,1035,      ,1
14934,SRCW,10271,14934,CR-10271,0,30,1015,      ,1
14934,SRCW,10271,14934,CR-10271,0,30,1015,      ,1
23321,ACCE,10511,23321,CR-10511,0,50,1035,      ,1
23321,ACCE,10511,23321,CR-10511,0,50,1035,      ,1
26738,ACCE,10686,26738,CR-10686,0,50,1035,      ,1
26738,ACCE,10686,26738,CR-10686,0,50,1035,      ,1
29397,TMTG,10901,29397,CR-10901,0,50,1030,      ,1
29397,TMTG,10901,29397,CR-10901,0,50,1030,      ,1
35201,TFAB,10379,35201,CR-10379,0,30,1025,      ,1
35201,TFAB,10379,35201,CR-10379,0,30,1025,      ,1
36942,SRCW,10486,36942,CR-10486,0,50,1015,      ,1
36942,SRCW,10486,36942,CR-10486,0,50,1015,      ,1
38358,AXLE,10719,38358,CR-10719,0,50,1010,      ,20196
38358,AXLE,10719,38358,CR-10719,0,50,1010,      ,20196
39861,ACCE,10005,39861,CR-10005,0,10,1035,      ,37187
39861,ACCE,10005,39861,CR-10005,0,10,1035,      ,37187
63675,SRCW,10685,63675,CR-10685,0,50,1015,      ,0
63675,SRCW,10685,63675,CR-10685,0,50,1015,      ,0
220330,ACCE,10914,220330,CR-10914,0,50,1035,      ,36183
220330,ACCE,10914,220330,CR-10914,0,50,1035,      ,36183
915340,MKTG,10085,915340,CR-10085,0,50,5020,      ,32602
915340,MKTG,10085,915340,CR-10085,0,50,5020,      ,32602
29398,TFAB,10902,29398,CR-10902,0,30,1025,      ,24433
29398,TFAB,10902,29398,CR-10902,0,30,1025,      ,24433
31343,SMWN,10061,31343,CR-10061,0,30,1045,      ,0
31343,SMWN,10061,31343,CR-10061,0,30,1045,      ,0
35202,TFAB,10380,35202,CR-10380,0,30,1025,      ,1
35202,TFAB,10380,35202,CR-10380,0,30,1025,      ,1
60830,TMTG,10214,60830,CR-10214,0,50,1030,      ,1
60830,TMTG,10214,60830,CR-10214,0,50,1030,      ,1
62027,TMTG,10412,62027,CR-10412,0,50,1030,      ,100111
62027,TMTG,10412,62027,CR-10412,0,50,1030,      ,100111
62677,TFAB,10512,62677,CR-10512,0,30,1025,      ,1
62677,TFAB,10512,62677,CR-10512,0,30,1025,      ,1
63676,SRCW,10686,63676,CR-10686,0,50,1015,      ,1
63676,SRCW,10686,63676,CR-10686,0,50,1015,      ,1
220331,ACCE,10915,220331,CR-10915,0,50,1035,      ,1
220331,ACCE,10915,220331,CR-10915,0,50,1035,      ,1
31389,ACCE,10982,31389,CR-10982,0,50,1035,      ,0
31389,ACCE,10982,31389,CR-10982,0,50,1035,      ,0
64948,ACCE,10019,64948,CR-10019,0,50,1035,      ,0
64948,ACCE,10019,64948,CR-10019,0,50,1035,      ,0
915341,MKTG,10086,915341,CR-10086,0,50,5020,      ,32602
915341,MKTG,10086,915341,CR-10086,0,50,5020,      ,32602
14951,CHUB,10272,14951,CR-10272,0,10,1095,      ,20383
14951,CHUB,10272,14951,CR-10272,0,10,1095,      ,20383
26743,SRCW,10687,26743,CR-10687,5000000,10,1015,      ,22780
26743,SRCW,10687,26743,CR-10687,5000000,10,1015,      ,22780
29399,TFAB,10903,29399,CR-10903,0,30,1025,      ,24433
29399,TFAB,10903,29399,CR-10903,0,30,1025,      ,24433
36945,SRCW,10487,36945,CR-10487,0,50,1015,      ,1
36945,SRCW,10487,36945,CR-10487,0,50,1015,      ,1
37456,TFAB,10569,37456,CR-10569,0,30,1025,      ,1
37456,TFAB,10569,37456,CR-10569,0,30,1025,      ,1
63677,SRCW,10687,63677,CR-10687,0,50,1015,      ,1
63677,SRCW,10687,63677,CR-10687,0,50,1015,      ,1
220332,ACCE,10916,220332,CR-10916,0,50,1035,      ,1
220332,ACCE,10916,220332,CR-10916,0,50,1035,      ,1
36357,ACCE,10983,36357,CR-10983,0,50,1035,      ,0
36357,ACCE,10983,36357,CR-10983,0,50,1035,      ,0
915342,MKTG,10087,915342,CR-10087,0,50,5020,      ,32602
915342,MKTG,10087,915342,CR-10087,0,50,5020,      ,32602
5863,CHUB,10068,5863,CR-10068,0,10,1095,      ,20316
5863,CHUB,10068,5863,CR-10068,0,10,1095,      ,20316
14955,TFAB,10273,14955,CR-10273,0,10,1025,      ,20534
14955,TFAB,10273,14955,CR-10273,0,10,1025,      ,20534
18430,TMTG,10363,18430,CR-10363,0,50,1030,      ,1
18430,TMTG,10363,18430,CR-10363,0,50,1030,      ,1
26744,SRCW,10688,26744,CR-10688,0,10,1015,      ,20534
26744,SRCW,10688,26744,CR-10688,0,10,1015,      ,20534
27337,SRCW,10713,27337,CR-10713,0,50,1015,      ,1
27337,SRCW,10713,27337,CR-10713,0,50,1015,      ,1
28805,ACCE,10836,28805,CR-10836,0,30,1035,      ,100129
28805,ACCE,10836,28805,CR-10836,0,30,1035,      ,100129
29400,TMTG,10908,29400,CR-10908,0,50,1030,      ,1
29400,TMTG,10908,29400,CR-10908,0,50,1030,      ,1
36947,SRCW,10488,36947,CR-10488,0,50,1015,      ,1
36947,SRCW,10488,36947,CR-10488,0,50,1015,      ,1
37880,ACCE,10642,37880,CR-10642,0,50,1035,      ,1
37880,ACCE,10642,37880,CR-10642,0,50,1035,      ,1
39864,ACCE,10006,39864,CR-10006,0,10,1035,      ,37187
39864,ACCE,10006,39864,CR-10006,0,10,1035,      ,37187
220401,ACCE,10917,220401,CR-10917,0,50,1035,      ,1
220401,ACCE,10917,220401,CR-10917,0,50,1035,      ,1
915343,MKTG,10088,915343,CR-10088,0,50,5020,      ,32602
915343,MKTG,10088,915343,CR-10088,0,50,5020,      ,32602
14964,SRCW,10274,14964,CR-10274,0,10,1015,      ,20316
14964,SRCW,10274,14964,CR-10274,0,10,1015,      ,20316
28806,ACCE,10837,28806,CR-10837,0,30,1035,      ,100129
28806,ACCE,10837,28806,CR-10837,0,30,1035,      ,100129
37881,ACCE,10643,37881,CR-10643,0,50,1035,      ,1
37881,ACCE,10643,37881,CR-10643,0,50,1035,      ,1
60095,TFAB,10100,60095,CR-10100,0,30,1025,      ,24433
60095,TFAB,10100,60095,CR-10100,0,30,1025,      ,24433
62031,AXLE,10413,62031,CR-10413,0,50,1010,      ,1
62031,AXLE,10413,62031,CR-10413,0,50,1010,      ,1
63288,AFAB,10638,63288,CR-10638,0,50,1050,      ,1
63288,AFAB,10638,63288,CR-10638,0,50,1050,      ,1
63680,SRCW,10688,63680,CR-10688,0,50,1015,      ,0
63680,SRCW,10688,63680,CR-10688,0,50,1015,      ,0
220410,ACCE,10918,220410,CR-10918,0,50,1035,      ,36183
220410,ACCE,10918,220410,CR-10918,0,50,1035,      ,36183
15000,SRCW,10276,15000,CR-10276,0,10,1015,      ,22632
15000,SRCW,10276,15000,CR-10276,0,10,1015,      ,22632
18544,SRCW,10364,18544,CR-10364,0,50,1015,      ,0
18544,SRCW,10364,18544,CR-10364,0,50,1015,      ,0
36949,SRCW,10489,36949,CR-10489,0,50,1015,      ,1
36949,SRCW,10489,36949,CR-10489,0,50,1015,      ,1
62683,AFAB,10513,62683,CR-10513,0,50,1050,      ,1
62683,AFAB,10513,62683,CR-10513,0,50,1050,      ,1
220411,ACCE,10919,220411,CR-10919,0,50,1035,      ,1
220411,ACCE,10919,220411,CR-10919,0,50,1035,      ,1
915347,MKTG,10089,915347,CR-10089,0,10,5020,      ,1
915347,MKTG,10089,915347,CR-10089,0,10,5020,      ,1
5935,SRCW,10069,5935,CR-10069,0,50,1015,      ,1
5935,SRCW,10069,5935,CR-10069,0,50,1015,      ,1
18545,SRCW,10365,18545,CR-10365,0,10,1015,      ,30235
18545,SRCW,10365,18545,CR-10365,0,10,1015,      ,30235
26749,SRCW,10689,26749,CR-10689,0,50,1015,      ,1
26749,SRCW,10689,26749,CR-10689,0,50,1015,      ,1
27341,SRCW,10714,27341,CR-10714,0,50,1015,      ,1
27341,SRCW,10714,27341,CR-10714,0,50,1015,      ,1
30040,TMTG,10961,30040,CR-10961,0,50,1030,      ,100111
30040,TMTG,10961,30040,CR-10961,0,50,1030,      ,100111
38367,AXLE,10720,38367,CR-10720,0,50,1010,      ,1
38367,AXLE,10720,38367,CR-10720,0,50,1010,      ,1
60097,TMTG,10101,60097,CR-10101,0,50,1030,      ,1
60097,TMTG,10101,60097,CR-10101,0,50,1030,      ,1
60442,TMTG,10164,60442,CR-10164,0,50,1030,      ,1
60442,TMTG,10164,60442,CR-10164,0,50,1030,      ,1
63290,AFAB,10639,63290,CR-10639,0,50,1050,      ,1
63290,AFAB,10639,63290,CR-10639,0,50,1050,      ,1
220412,ACCE,10920,220412,CR-10920,0,50,1035,      ,1
220412,ACCE,10920,220412,CR-10920,0,50,1035,      ,1
915348,MKTG,10090,915348,CR-10090,0,10,5020,      ,1
915348,MKTG,10090,915348,CR-10090,0,10,5020,      ,1
18546,SRCW,10366,18546,CR-10366,0,50,1015,      ,0
18546,SRCW,10366,18546,CR-10366,0,50,1015,      ,0
26750,SRCW,10690,26750,CR-10690,0,10,1015,      ,100108
26750,SRCW,10690,26750,CR-10690,0,10,1015,      ,100108
27342,SRCW,10715,27342,CR-10715,0,50,1015,      ,1
27342,SRCW,10715,27342,CR-10715,0,50,1015,      ,1
28876,AFAB,10838,28876,CR-10838,0,50,1050,      ,30339
28876,AFAB,10838,28876,CR-10838,0,50,1050,      ,30339
34696,THUB,10296,34696,CR-10296,0,50,1005,      ,1
34696,THUB,10296,34696,CR-10296,0,50,1005,      ,1
39513,AFAB,10942,39513,CR-10942,0,50,1050,      ,1
39513,AFAB,10942,39513,CR-10942,0,50,1050,      ,1
60098,TMTG,10102,60098,CR-10102,0,50,1030,      ,1
60098,TMTG,10102,60098,CR-10102,0,50,1030,      ,1
62685,AFAB,10514,62685,CR-10514,0,50,1050,      ,1
62685,AFAB,10514,62685,CR-10514,0,50,1050,      ,1
65150,TMTG,10849,65150,CR-10849,0,50,1030,      ,0
65150,TMTG,10849,65150,CR-10849,0,50,1030,      ,0
220501,ACCE,10921,220501,CR-10921,0,50,1035,      ,1
220501,ACCE,10921,220501,CR-10921,0,50,1035,      ,1
18548,SRCW,10367,18548,CR-10367,0,50,1015,      ,1
18548,SRCW,10367,18548,CR-10367,0,50,1015,      ,1
23426,SRCW,10512,23426,CR-10512,0,30,1015,      ,1
23426,SRCW,10512,23426,CR-10512,0,30,1015,      ,1
27343,SRCW,10716,27343,CR-10716,0,50,1015,      ,1
27343,SRCW,10716,27343,CR-10716,0,50,1015,      ,1
28878,AFAB,10839,28878,CR-10839,0,50,1050,      ,1
28878,AFAB,10839,28878,CR-10839,0,50,1050,      ,1
29408,TFAB,10909,29408,CR-10909,0,30,1025,      ,1
29408,TFAB,10909,29408,CR-10909,0,30,1025,      ,1
30042,TMTG,10962,30042,CR-10962,0,50,1030,      ,100111
30042,TMTG,10962,30042,CR-10962,0,50,1030,      ,100111
34697,TMTG,10297,34697,CR-10297,0,50,1030,      ,1
34697,TMTG,10297,34697,CR-10297,0,50,1030,      ,1
37886,AXLE,10644,37886,CR-10644,0,10,1010,      ,33097
37886,AXLE,10644,37886,CR-10644,0,10,1010,      ,33097
60099,AFAB,10103,60099,CR-10103,0,50,1050,      ,1
60099,AFAB,10103,60099,CR-10103,0,50,1050,      ,1
60850,TMTG,10215,60850,CR-10215,0,50,1030,      ,1
60850,TMTG,10215,60850,CR-10215,0,50,1030,      ,1
62686,AFAB,10515,62686,CR-10515,0,50,1050,      ,1
62686,AFAB,10515,62686,CR-10515,0,50,1050,      ,1
220510,ACCE,10922,220510,CR-10922,0,50,1035,      ,102130
220510,ACCE,10922,220510,CR-10922,0,50,1035,      ,102130
5992,SRCW,10070,5992,CR-10070,0,10,1015,      ,30235
5992,SRCW,10070,5992,CR-10070,0,10,1015,      ,30235
13446,CHUB,10211,13446,CR-10211,0,10,1095,      ,33097
13446,CHUB,10211,13446,CR-10211,0,10,1095,      ,33097
28880,AFAB,10840,28880,CR-10840,0,50,1050,      ,1
28880,AFAB,10840,28880,CR-10840,0,50,1050,      ,1
34698,ACCE,10298,34698,CR-10298,0,50,1035,      ,1
34698,ACCE,10298,34698,CR-10298,0,50,1035,      ,1
37467,SRCW,10570,37467,CR-10570,0,50,1015,      ,1
37467,SRCW,10570,37467,CR-10570,0,50,1015,      ,1
37888,AXLE,10645,37888,CR-10645,0,10,1010,      ,30392
37888,AXLE,10645,37888,CR-10645,0,10,1010,      ,30392
38370,CHUB,10721,38370,CR-10721,0,30,1095,      ,1
38370,CHUB,10721,38370,CR-10721,0,30,1095,      ,1
63293,AFAB,10640,63293,CR-10640,0,50,1050,      ,1
63293,AFAB,10640,63293,CR-10640,0,50,1050,      ,1
65152,TMTG,10850,65152,CR-10850,0,50,1030,      ,0
65152,TMTG,10850,65152,CR-10850,0,50,1030,      ,0
220511,ACCE,10923,220511,CR-10923,0,50,1035,      ,1
220511,ACCE,10923,220511,CR-10923,0,50,1035,      ,1
915407,MKTG,10984,915407,CR-10984,0,50,5020,      ,101622
915407,MKTG,10984,915407,CR-10984,0,50,5020,      ,101622
915351,MKTG,10091,915351,CR-10091,0,50,5020,      ,37469
915351,MKTG,10091,915351,CR-10091,0,50,5020,      ,37469
13447,SRCW,10212,13447,CR-10212,0,50,1015,      ,1
13447,SRCW,10212,13447,CR-10212,0,50,1015,      ,1
26762,SRCW,10691,26762,CR-10691,0,10,1015,      ,20169
26762,SRCW,10691,26762,CR-10691,0,10,1015,      ,20169
28881,ATVW,10841,28881,CR-10841,0,50,1040,      ,1
28881,ATVW,10841,28881,CR-10841,0,50,1040,      ,1
34699,ACCE,10299,34699,CR-10299,0,50,1035,      ,1
34699,ACCE,10299,34699,CR-10299,0,50,1035,      ,1
37468,SRCW,10571,37468,CR-10571,0,50,1015,      ,1
37468,SRCW,10571,37468,CR-10571,0,50,1015,      ,1
37890,AXLE,10646,37890,CR-10646,0,10,1010,      ,30392
37890,AXLE,10646,37890,CR-10646,0,10,1010,      ,30392
60101,AFAB,10104,60101,CR-10104,0,50,1050,      ,1
60101,AFAB,10104,60101,CR-10104,0,50,1050,      ,1
62038,AFAB,10415,62038,CR-10415,0,50,1050,      ,1
62038,AFAB,10415,62038,CR-10415,0,50,1050,      ,1
63001,ACCE,10574,63001,CR-10574,0,50,1035,      ,1
63001,ACCE,10574,63001,CR-10574,0,50,1035,      ,1
63294,AFAB,10641,63294,CR-10641,0,50,1050,      ,1
63294,AFAB,10641,63294,CR-10641,0,50,1050,      ,1
63688,TFAB,10689,63688,CR-10689,0,30,1025,      ,20196
63688,TFAB,10689,63688,CR-10689,0,30,1025,      ,20196
220512,ACCE,10924,220512,CR-10924,0,50,1035,      ,1
220512,ACCE,10924,220512,CR-10924,0,50,1035,      ,1
61685,TIER,10342,61685,PC-10342,0,50,1060,      ,0
61685,TIER,10342,61685,PC-10342,0,50,1060,      ,0
13448,TFAB,10213,13448,CR-10213,0,30,1025,      ,100111
13448,TFAB,10213,13448,CR-10213,0,30,1025,      ,100111
15119,SRCW,10277,15119,CR-10277,0,10,1015,      ,1
15119,SRCW,10277,15119,CR-10277,0,10,1015,      ,1
18594,SRCW,10368,18594,CR-10368,0,10,1015,      ,100091
18594,SRCW,10368,18594,CR-10368,0,10,1015,      ,100091
23443,SRCW,10513,23443,CR-10513,0,30,1015,      ,1
23443,SRCW,10513,23443,CR-10513,0,30,1015,      ,1
28882,ATVW,10842,28882,CR-10842,0,50,1040,      ,1
28882,ATVW,10842,28882,CR-10842,0,50,1040,      ,1
34700,ACCE,10300,34700,CR-10300,0,50,1035,      ,1
34700,ACCE,10300,34700,CR-10300,0,50,1035,      ,1
35241,SRCW,10381,35241,CR-10381,0,50,1015,      ,1
35241,SRCW,10381,35241,CR-10381,0,50,1015,      ,1
37891,AXLE,10647,37891,CR-10647,0,10,1010,      ,30392
37891,AXLE,10647,37891,CR-10647,0,10,1010,      ,30392
38759,TFAB,10793,38759,CR-10793,0,30,1025,      ,1
38759,TFAB,10793,38759,CR-10793,0,30,1025,      ,1
61604,AFAB,10331,61604,CR-10331,0,50,1050,      ,1
61604,AFAB,10331,61604,CR-10331,0,50,1050,      ,1
62039,TFAB,10416,62039,CR-10416,0,30,1025,      ,1
62039,TFAB,10416,62039,CR-10416,0,30,1025,      ,1
63002,TMTG,10575,63002,CR-10575,0,50,1030,      ,1
63002,TMTG,10575,63002,CR-10575,0,50,1030,      ,1
63690,SRCW,10690,63690,CR-10690,0,50,1015,      ,0
63690,SRCW,10690,63690,CR-10690,0,50,1015,      ,0
