DummyField,BudgetInput2,BudgetYear,BudgetPeriod,Type,Budget Amount,Actual Amount,BudKey,BudgetInput
1,5241,2022,9,Actual,0,2481.48,10019682,0
1,5242,2022,9,Actual,0,3198.19,10015030,0
1,5244,2022,9,Actual,0,3003.45,10007121,0
1,5245,2022,9,Actual,0,14046.33,10027583,0
1,5249,2022,9,Actual,0,16692.9,10024246,0
1,5252,2022,9,Actual,0,2386.55,10008602,0
1,5253,2022,9,Actual,0,301.73,10024541,0
1,5256,2022,9,Actual,0,53815.81,10025062,0
1,5259,2022,9,Actual,0,1662.23,10025252,0
1,5261,2022,9,Actual,0,58.24,10018871,0
1,5262,2022,9,Actual,0,2375.03,10002746,0
1,5265,2022,9,Actual,0,157941.43,10021222,0
1,5267,2022,9,Actual,0,156.68,10000474,0
1,5272,2022,9,Actual,0,335.5,10022456,0
1,5273,2022,9,Actual,0,37.28,10024550,0
1,5274,2022,9,Actual,0,447.33,10018580,0
1,5277,2022,9,Actual,0,2898.68,10023760,0
1,5278,2022,9,Actual,0,210.75,10024499,0
1,5284,2022,9,Actual,0,12064.3,10019900,0
1,5285,2022,9,Actual,0,90.75,10015793,0
1,5289,2022,9,Actual,0,531.48,10024009,0
1,5290,2022,9,Actual,0,-322.18,10012422,0
1,5293,2022,9,Actual,0,601.33,10013232,0
1,5295,2022,9,Actual,0,2667.22,10018665,0
1,5296,2022,9,Actual,0,31.97,10016045,0
1,5297,2022,9,Actual,0,2030.17,10017314,0
1,5299,2022,9,Actual,0,70.49,10025264,0
1,5301,2022,9,Actual,0,2943.39,10000458,0
1,5302,2022,9,Actual,0,32.87,10008134,0
1,5303,2022,9,Actual,0,171.5,10007566,0
1,5304,2022,9,Actual,0,884.5,10009662,0
1,5305,2022,9,Actual,0,96.7,10025758,0
1,5309,2022,9,Actual,0,42488.42,10023759,0
1,5310,2022,9,Actual,0,767.94,10021184,0
1,5311,2022,9,Actual,0,228.23,10020962,0
1,5315,2022,10,Budget,-929.87,0,10020171,-929.87
1,5316,2022,10,Budget,-128.43,0,10012226,-128.43
1,5317,2022,10,Budget,5.86,0,10021412,5.86
1,5319,2022,10,Budget,21.23,0,10021986,21.23
1,5320,2022,10,Budget,30.58,0,10007355,30.58
1,5321,2022,10,Budget,31.29,0,10025771,31.29
1,5323,2022,10,Budget,43.93,0,10017314,43.93
1,5324,2022,10,Budget,61.4,0,10018890,61.4
1,5325,2022,10,Budget,62.38,0,10026078,62.38
1,5327,2022,10,Budget,67.2,0,10020927,67.2
1,5328,2022,10,Budget,71.02,0,10024541,71.02
1,5329,2022,10,Budget,74.06,0,10025243,74.06
1,5330,2022,10,Budget,93.71,0,10023003,93.71
1,5331,2022,10,Budget,99.31,0,10014495,99.31
1,5333,2022,10,Budget,101.32,0,10025252,101.32
1,5334,2022,10,Budget,102.19,0,10020390,102.19
1,5336,2022,10,Budget,110.08,0,10013252,110.08
1,5338,2022,10,Budget,123.58,0,10000473,123.58
1,5341,2022,10,Budget,139.89,0,10025264,139.89
1,5342,2022,10,Budget,146.33,0,10022750,146.33
1,5344,2022,10,Budget,146.9,0,10013472,146.9
1,5345,2022,10,Budget,147.61,0,10025583,147.61
1,5346,2022,10,Budget,148.6,0,10021184,148.6
1,5347,2022,10,Budget,153.89,0,10027053,153.89
1,5348,2022,10,Budget,167.4,0,10018867,167.4
1,5349,2022,10,Budget,169.91,0,10015030,169.91
1,5350,2022,10,Budget,180.49,0,10025791,180.49
1,5352,2022,10,Budget,197.04,0,10023759,197.04
1,5355,2022,10,Budget,221.37,0,10017072,221.37
1,5359,2022,10,Budget,246.04,0,10006846,246.04
1,5361,2022,10,Budget,258.84,0,10022490,258.84
1,5363,2022,10,Budget,293.31,0,10020962,293.31
1,5368,2022,10,Budget,318.53,0,10023516,318.53
1,5369,2022,10,Budget,361.74,0,10016564,361.74
1,5373,2022,10,Budget,426.54,0,10008602,426.54
1,5374,2022,10,Budget,449.95,0,10007566,449.95
1,5377,2022,10,Budget,460.18,0,10002709,460.18
1,5380,2022,10,Budget,476.21,0,10023760,476.21
1,5383,2022,10,Budget,521.38,0,10027575,521.38
1,5384,2022,10,Budget,532.42,0,10000458,532.42
1,5385,2022,10,Budget,540.54,0,10020445,540.54
1,5389,2022,10,Budget,707.67,0,10009672,707.67
1,5390,2022,10,Budget,730.89,0,10019617,730.89
1,5391,2022,10,Budget,733.63,0,10000460,733.63
1,5392,2022,10,Budget,737.14,0,10018628,737.14
1,5393,2022,10,Budget,760.64,0,10018665,760.64
1,5395,2022,10,Budget,788.74,0,10026581,788.74
1,5398,2022,10,Budget,821.66,0,10009642,821.66
1,5399,2022,10,Budget,826.76,0,10019678,826.76
1,5402,2022,10,Budget,897.44,0,10019909,897.44
1,5403,2022,10,Budget,924.1,0,10026055,924.1
1,5404,2022,10,Budget,938.21,0,10021139,938.21
1,5405,2022,10,Budget,941.08,0,10011923,941.08
1,5407,2022,10,Budget,982.67,0,10021470,982.67
1,5408,2022,10,Budget,1011.29,0,10000474,1011.29
1,5409,2022,10,Budget,1014.83,0,10021911,1014.83
1,5410,2022,10,Budget,1069.02,0,10024255,1069.02
1,5411,2022,10,Budget,1127,0,10018623,1127
1,5413,2022,10,Budget,1213.55,0,10015793,1213.55
1,5414,2022,10,Budget,1225.91,0,10009907,1225.91
1,5415,2022,10,Budget,1246.64,0,10025251,1246.64
1,5417,2022,10,Budget,1264.98,0,10021223,1264.98
1,5418,2022,10,Budget,1265.72,0,10024743,1265.72
1,5423,2022,10,Budget,1567.84,0,10008381,1567.84
1,5424,2022,10,Budget,1624.3,0,10025758,1624.3
1,5425,2022,10,Budget,1657.98,0,10019388,1657.98
1,5426,2022,10,Budget,1663.26,0,10010974,1663.26
1,5432,2022,10,Budget,1832.65,0,10024499,1832.65
1,5436,2022,10,Budget,2209.37,0,10009662,2209.37
1,5437,2022,10,Budget,2212.34,0,10025284,2212.34
1,5442,2022,10,Budget,2512.17,0,10025248,2512.17
1,5444,2022,10,Budget,2644.07,0,10015275,2644.07
1,5446,2022,10,Budget,2691.42,0,10025302,2691.42
1,5448,2022,10,Budget,2886.56,0,10020388,2886.56
1,5450,2022,10,Budget,3104.86,0,10010970,3104.86
1,5451,2022,10,Budget,3197.27,0,10025778,3197.27
1,5452,2022,10,Budget,3253.71,0,10013765,3253.71
1,5453,2022,10,Budget,3272.73,0,10011981,3272.73
1,5454,2022,10,Budget,3478.8,0,10024248,3478.8
1,5456,2022,10,Budget,3818.03,0,10009657,3818.03
1,5458,2022,10,Budget,3871.32,0,10016784,3871.32
1,5459,2022,10,Budget,4075.27,0,10024725,4075.27
1,5460,2022,10,Budget,4295.03,0,10020192,4295.03
1,5462,2022,10,Budget,4781.3,0,10023538,4781.3
1,5464,2022,10,Budget,4955.39,0,10020909,4955.39
1,5467,2022,10,Budget,5357.27,0,10006093,5357.27
1,5470,2022,10,Budget,5544.05,0,10000466,5544.05
1,5474,2022,10,Budget,5638.54,0,10026843,5638.54
1,5475,2022,10,Budget,5812.23,0,10025038,5812.23
1,5476,2022,10,Budget,5837.34,0,10018871,5837.34
1,5477,2022,10,Budget,5867.94,0,10026522,5867.94
1,5478,2022,10,Budget,5906.08,0,10009660,5906.08
1,5480,2022,10,Budget,6212.56,0,10008134,6212.56
1,5481,2022,10,Budget,6289.95,0,10011198,6289.95
1,5482,2022,10,Budget,6380.55,0,10025247,6380.55
1,5483,2022,10,Budget,6409.12,0,10009156,6409.12
1,5486,2022,10,Budget,6719.91,0,10025287,6719.91
1,5488,2022,10,Budget,6757.15,0,10012422,6757.15
1,5491,2022,10,Budget,7062,0,10013188,7062
1,5493,2022,10,Budget,7598.9,0,10007120,7598.9
1,5494,2022,10,Budget,7630.56,0,10018885,7630.56
1,5495,2022,10,Budget,7922.26,0,10016549,7922.26
1,5498,2022,10,Budget,8217.41,0,10021936,8217.41
1,5499,2022,10,Budget,8642.44,0,10019664,8642.44
1,5500,2022,10,Budget,8736.08,0,10002765,8736.08
1,5501,2022,10,Budget,9214.8,0,10019150,9214.8
1,5502,2022,10,Budget,9319.71,0,10025296,9319.71
1,5508,2022,10,Budget,10919.7,0,10025495,10919.7
1,5512,2022,10,Budget,11196.46,0,10014810,11196.46
1,5514,2022,10,Budget,11992.58,0,10027356,11992.58
1,5515,2022,10,Budget,12545.77,0,10027572,12545.77
1,5516,2022,10,Budget,12593.43,0,10025285,12593.43
1,5518,2022,10,Budget,13231.79,0,10008593,13231.79
1,5521,2022,10,Budget,13652.12,0,10021459,13652.12
1,5522,2022,10,Budget,13892.16,0,10024010,13892.16
1,5523,2022,10,Budget,14200.51,0,10017585,14200.51
1,5524,2022,10,Budget,14377.31,0,10027381,14377.31
1,5526,2022,10,Budget,14619.3,0,10020915,14619.3
1,5528,2022,10,Budget,15293.77,0,10027583,15293.77
1,5529,2022,10,Budget,15844.23,0,10008638,15844.23
1,5530,2022,10,Budget,15913.85,0,10023241,15913.85
1,5532,2022,10,Budget,16655.43,0,10020639,16655.43
1,5533,2022,10,Budget,17361.64,0,10009654,17361.64
1,5534,2022,10,Budget,18231.64,0,10017576,18231.64
1,5536,2022,10,Budget,18850.4,0,10023275,18850.4
1,5538,2022,10,Budget,18944.86,0,10025037,18944.86
1,5540,2022,10,Budget,19157.8,0,10009643,19157.8
1,5542,2022,10,Budget,20528.24,0,10025269,20528.24
1,5544,2022,10,Budget,20788.45,0,10025515,20788.45
1,5545,2022,10,Budget,22457.07,0,10023715,22457.07
1,5546,2022,10,Budget,23281.11,0,10025238,23281.11
1,5547,2022,10,Budget,23810.12,0,10014779,23810.12
1,5548,2022,10,Budget,24089.87,0,10007123,24089.87
1,5550,2022,10,Budget,24397.47,0,10021203,24397.47
1,5551,2022,10,Budget,24503.77,0,10005006,24503.77
1,5552,2022,10,Budget,25085.39,0,10009679,25085.39
1,5554,2022,10,Budget,26532.46,0,10023489,26532.46
1,5555,2022,10,Budget,26775.37,0,10019942,26775.37
1,5556,2022,10,Budget,28161.5,0,10020663,28161.5
1,5559,2022,10,Budget,30580.24,0,10000472,30580.24
1,5561,2022,10,Budget,32784.42,0,10017553,32784.42
1,5563,2022,10,Budget,34171.98,0,10017036,34171.98
1,5564,2022,10,Budget,35868.27,0,10024270,35868.27
1,5565,2022,10,Budget,38125.49,0,10025291,38125.49
1,5568,2022,10,Budget,42139.6,0,10026291,42139.6
1,5569,2022,10,Budget,42440.93,0,10019900,42440.93
1,5570,2022,10,Budget,43667.39,0,10025919,43667.39
1,5573,2022,10,Budget,47227.63,0,10017638,47227.63
1,5574,2022,10,Budget,47702.12,0,10024246,47702.12
1,5575,2022,10,Budget,48096.37,0,10025062,48096.37
1,5579,2022,10,Budget,69115.46,0,10024022,69115.46
1,5580,2022,10,Budget,76325.01,0,10026299,76325.01
1,5583,2022,10,Budget,77594.2,0,10019109,77594.2
1,5584,2022,10,Budget,86387.87,0,10010935,86387.87
1,5588,2022,10,Budget,213173.9,0,10025552,213173.9
1,5590,2022,10,Budget,233190.2,0,10024999,233190.2
1,5591,2022,10,Budget,245745.81,0,10021222,245745.81
1,5592,2022,10,Budget,274757.19,0,10023471,274757.19
1,5594,2022,10,Budget,518025.63,0,10025039,518025.63
1,5596,2022,10,Actual,0,0,10020684,0
1,5598,2022,10,Actual,0,0,10010974,0
1,5599,2022,10,Actual,0,0,10000474,0
1,5600,2022,10,Actual,0,0,10024999,0
1,5602,2022,10,Actual,0,0,10006805,0
1,5608,2022,10,Actual,0,8014.06,10009356,0
1,5609,2022,10,Actual,0,171303.02,10010935,0
1,5612,2022,10,Actual,0,530.7,10021184,0
1,5613,2022,10,Actual,0,10.1,10025038,0
1,5617,2022,10,Actual,0,1189.85,10019880,0
1,5618,2022,10,Actual,0,3877.82,10020962,0
1,5620,2022,10,Actual,0,51.65,10007121,0
1,5621,2022,10,Actual,0,2951.87,10002746,0
1,5625,2022,10,Actual,0,26.86,10025791,0
1,5627,2022,10,Actual,0,258.96,10022490,0
1,5629,2022,10,Actual,0,756.49,10024499,0
1,5630,2022,10,Actual,0,114.11,10018628,0
1,5631,2022,10,Actual,0,108.94,10024541,0
1,5632,2022,10,Actual,0,1466.21,10022456,0
1,5633,2022,10,Actual,0,5635.46,10009642,0
1,5635,2022,10,Actual,0,28026.95,10008381,0
1,5636,2022,10,Actual,0,243.69,10013232,0
1,5637,2022,10,Actual,0,1544.02,10019400,0
1,5639,2022,10,Actual,0,71.27,10009662,0
1,5640,2022,10,Actual,0,-99.2,10025252,0
1,5642,2022,10,Actual,0,3841.64,10026843,0
1,5643,2022,10,Actual,0,434.25,10019682,0
1,5644,2022,10,Actual,0,8.5,10027356,0
1,5646,2022,10,Actual,0,5702.27,10025305,0
1,5648,2022,10,Actual,0,2450.43,10025021,0
1,5651,2022,10,Actual,0,5160.55,10013252,0
1,5653,2022,10,Actual,0,540.1,10024550,0
1,5654,2022,10,Actual,0,833.34,10018580,0
1,5655,2022,10,Actual,0,186.39,10019105,0
1,5658,2022,10,Actual,0,390.99,10020446,0
1,5660,2022,10,Actual,0,10378.79,10021459,0
1,5661,2022,10,Actual,0,15095.06,10025300,0
1,5663,2022,10,Actual,0,6607.03,10011198,0
1,5664,2022,10,Actual,0,6.15,10026055,0
1,5665,2022,10,Actual,0,2109.26,10023516,0
1,5666,2022,10,Actual,0,37413.17,10009654,0
1,5667,2022,10,Actual,0,63.62,10026606,0
1,5668,2022,10,Actual,0,7264.8,10020909,0
1,5669,2022,10,Actual,0,681.65,10002506,0
1,5671,2022,10,Actual,0,1002.63,10024248,0
1,5672,2022,10,Actual,0,1010.56,10021986,0
1,5675,2022,10,Actual,0,895.1,10025296,0
1,5677,2022,10,Actual,0,323.64,10025284,0
1,5678,2022,10,Actual,0,143.92,10026078,0
1,5680,2022,10,Actual,0,173486.95,10002244,0
1,5684,2022,10,Actual,0,5348.28,10015824,0
1,5685,2022,10,Actual,0,855.24,10018871,0
1,5687,2022,10,Actual,0,1484.33,10025251,0
1,5689,2022,10,Actual,0,4747.03,10015275,0
1,5692,2022,10,Actual,0,10931.3,10009907,0
1,5693,2022,10,Actual,0,2020.29,10018890,0
1,5694,2022,10,Actual,0,43513.12,10023489,0
1,5695,2022,10,Actual,0,35120.44,10018885,0
1,5696,2022,10,Actual,0,10041.89,10027583,0
1,5697,2022,10,Actual,0,13014.52,10027572,0
1,5699,2022,10,Actual,0,5032.72,10014810,0
1,5700,2022,10,Actual,0,6739.76,10013188,0
1,5703,2022,10,Actual,0,324.65,10000460,0
1,5707,2022,10,Actual,0,1250.71,10010970,0
1,5709,2022,10,Actual,0,58747,10025238,0
1,5714,2022,10,Actual,0,53032.24,10000472,0
1,5715,2022,10,Actual,0,16024.31,10026522,0
1,5716,2022,10,Actual,0,39431.8,10005006,0
1,5717,2022,10,Actual,0,90085.44,10020663,0
1,5719,2022,10,Actual,0,8448.04,10009643,0
1,5723,2022,10,Actual,0,39995.66,10021203,0
1,5724,2022,10,Actual,0,28955.73,10025269,0
1,5727,2022,10,Actual,0,150584.68,10026299,0
1,5728,2022,10,Actual,0,30164.49,10019150,0
1,5729,2022,10,Actual,0,13784.79,10017576,0
1,5731,2022,10,Actual,0,23953.79,10002240,0
1,5732,2022,10,Actual,0,27361.52,10024022,0
1,5734,2022,10,Actual,0,12415.51,10008134,0
1,5736,2022,10,Actual,0,23010.75,10020927,0
1,5737,2022,10,Actual,0,9583.16,10020639,0
1,5738,2022,10,Actual,0,10915.65,10002765,0
1,5739,2022,10,Actual,0,264918.17,10023471,0
1,5740,2022,10,Actual,0,31709.24,10026291,0
1,5741,2022,10,Actual,0,18929.18,10020915,0
1,5742,2022,10,Actual,0,11134.9,10020192,0
1,5746,2022,10,Actual,0,1437.88,10027348,0
1,5747,2022,10,Actual,0,1114.86,10014495,0
1,5749,2022,10,Actual,0,16105.3,10019678,0
1,5750,2022,10,Actual,0,1722.9,10021179,0
1,5753,2022,10,Actual,0,4934.65,10000466,0
1,5754,2022,10,Actual,0,10435.44,10025287,0
1,5755,2022,10,Actual,0,26676.18,10008593,0
1,5756,2022,10,Actual,0,171395.71,10019942,0
1,5758,2022,10,Actual,0,27924.57,10025778,0
1,5759,2022,10,Actual,0,1986.46,10019617,0
1,5762,2022,10,Actual,0,2075026.99,10025039,0
1,5763,2022,10,Actual,0,3364.19,10019388,0
1,5764,2022,10,Actual,0,211.44,10025264,0
1,5765,2022,10,Actual,0,70281.18,10017638,0
1,5767,2022,10,Actual,0,22542.22,10027381,0
1,5768,2022,10,Actual,0,284.81,10025758,0
1,5770,2022,10,Actual,0,7833.49,10009657,0
1,5772,2022,10,Actual,0,903.22,10007566,0
1,5775,2022,10,Actual,0,26697.36,10024010,0
1,5776,2022,10,Actual,0,11329.97,10007123,0
1,5779,2022,10,Actual,0,262218.04,10021222,0
1,5782,2022,10,Actual,0,42778.52,10025515,0
1,5783,2022,10,Actual,0,219.6,10025771,0
1,5784,2022,10,Actual,0,2176,10020388,0
1,5785,2022,10,Actual,0,1268.15,10022750,0
1,5786,2022,10,Actual,0,1130.12,10017072,0
1,5790,2022,10,Actual,0,11012.74,10016784,0
1,5792,2022,10,Actual,0,15225.22,10025037,0
1,5793,2022,10,Actual,0,11020.82,10023241,0
1,5794,2022,10,Actual,0,231.07,10011923,0
1,5795,2022,10,Actual,0,1808.9,10000458,0
1,5798,2022,10,Actual,0,30087.03,10023759,0
1,5799,2022,10,Actual,0,5493.25,10025302,0
1,5803,2022,10,Actual,0,712.9,10017314,0
1,5805,2022,10,Actual,0,366.02,10025495,0
1,5810,2022,10,Actual,0,29969.5,10024246,0
1,5812,2022,10,Actual,0,920.47,10012422,0
1,5813,2022,10,Actual,0,24608.99,10025291,0
1,5817,2022,10,Actual,0,19353.17,10021936,0
1,5820,2022,10,Actual,0,10337.77,10016549,0
1,5823,2022,10,Actual,0,4934.3,10009156,0
1,5825,2022,10,Actual,0,413.52,10009660,0
1,5826,2022,10,Actual,0,8.11,10026536,0
1,5831,2022,10,Actual,0,909.43,10006093,0
1,5833,2022,10,Actual,0,100.85,10020390,0
1,5835,2022,10,Actual,0,22078.28,10018665,0
1,5836,2022,10,Actual,0,96183.49,10024270,0
1,5837,2022,10,Actual,0,8648.99,10025248,0
1,5838,2022,10,Actual,0,102411.1,10023275,0
1,5839,2022,10,Actual,0,12725.86,10014779,0
1,5844,2022,10,Actual,0,44364.7,10017036,0
1,5845,2022,10,Actual,0,521.39,10027575,0
1,5849,2022,10,Actual,0,30026.14,10025062,0
1,5853,2022,10,Actual,0,-252.43,10015030,0
1,5854,2022,10,Actual,0,759.99,10026581,0
1,5855,2022,10,Actual,0,752.42,10025249,0
1,5856,2022,10,Actual,0,8007.6,10020445,0
1,5857,2022,10,Actual,0,39055.18,10024725,0
1,5859,2022,10,Actual,0,1597.9,10023538,0
1,5860,2022,10,Actual,0,8966.72,10008893,0
1,5862,2022,10,Actual,0,469,10021911,0
1,5866,2022,10,Actual,0,2.73,10023003,0
1,5867,2022,11,Budget,-572.68,0,10000462,-572.68
1,5868,2022,11,Budget,11.78,0,10025305,11.78
1,5869,2022,11,Budget,26.72,0,10025769,26.72
1,5871,2022,11,Budget,29.84,0,10006846,29.84
1,5875,2022,11,Budget,45.05,0,10007355,45.05
1,5877,2022,11,Budget,52.85,0,10025250,52.85
1,5878,2022,11,Budget,55.58,0,10007122,55.58
1,5880,2022,11,Budget,84.68,0,10000455,84.68
1,5881,2022,11,Budget,88.08,0,10019682,88.08
1,5885,2022,11,Budget,117.64,0,10023516,117.64
1,5886,2022,11,Budget,121.87,0,10025583,121.87
1,5888,2022,11,Budget,132.36,0,10020390,132.36
1,5894,2022,11,Budget,178.55,0,10025038,178.55
1,5895,2022,11,Budget,193.8,0,10025771,193.8
1,5898,2022,11,Budget,201.41,0,10010698,201.41
1,5899,2022,11,Budget,204.15,0,10012422,204.15
1,5902,2022,11,Budget,234.33,0,10023003,234.33
1,5903,2022,11,Budget,239.54,0,10016564,239.54
1,5906,2022,11,Budget,267.07,0,10014810,267.07
1,5907,2022,11,Budget,298.72,0,10009660,298.72
1,5911,2022,11,Budget,344.58,0,10013252,344.58
1,5913,2022,11,Budget,355.04,0,10000473,355.04
1,5918,2022,11,Budget,433.76,0,10024743,433.76
1,5919,2022,11,Budget,442.33,0,10009156,442.33
1,5924,2022,11,Budget,512.17,0,10016549,512.17
1,5925,2022,11,Budget,512.47,0,10025791,512.47
1,5927,2022,11,Budget,542.71,0,10021184,542.71
1,5928,2022,11,Budget,547.13,0,10025021,547.13
1,5929,2022,11,Budget,552,0,10009654,552
1,5930,2022,11,Budget,559.59,0,10009907,559.59
1,5934,2022,11,Budget,655.23,0,10017072,655.23
1,5935,2022,11,Budget,669.35,0,10013232,669.35
1,5937,2022,11,Budget,687.51,0,10012226,687.51
1,5938,2022,11,Budget,691.14,0,10025549,691.14
1,5940,2022,11,Budget,721.3,0,10026078,721.3
1,5941,2022,11,Budget,772.79,0,10018867,772.79
1,5942,2022,11,Budget,828.74,0,10015030,828.74
1,5943,2022,11,Budget,848.76,0,10015793,848.76
1,5945,2022,11,Budget,855.29,0,10007566,855.29
1,5946,2022,11,Budget,902.34,0,10017314,902.34
1,5947,2022,11,Budget,916.03,0,10020388,916.03
1,5948,2022,11,Budget,953.2,0,10010974,953.2
1,5949,2022,11,Budget,965.67,0,10008134,965.67
1,5951,2022,11,Budget,999.82,0,10022490,999.82
1,5952,2022,11,Budget,1052.58,0,10016303,1052.58
1,5954,2022,11,Budget,1162.87,0,10018890,1162.87
1,5956,2022,11,Budget,1218.47,0,10017553,1218.47
1,5957,2022,11,Budget,1228.07,0,10010969,1228.07
1,5959,2022,11,Budget,1324.14,0,10020684,1324.14
1,5960,2022,11,Budget,1358.32,0,10026843,1358.32
1,5962,2022,11,Budget,1387.92,0,10021175,1387.92
1,5964,2022,11,Budget,1423.71,0,10024499,1423.71
1,5965,2022,11,Budget,1515.39,0,10025251,1515.39
1,5966,2022,11,Budget,1566.82,0,10023513,1566.82
1,5971,2022,11,Budget,1732.39,0,10019909,1732.39
1,5972,2022,11,Budget,1761.37,0,10026055,1761.37
1,5975,2022,11,Budget,1823.61,0,10022168,1823.61
1,5976,2022,11,Budget,1936.16,0,10023760,1936.16
1,5979,2022,11,Budget,1972.1,0,10025249,1972.1
1,5980,2022,11,Budget,1979.8,0,10024255,1979.8
1,5981,2022,11,Budget,2044.31,0,10026606,2044.31
1,5982,2022,11,Budget,2071.4,0,10014495,2071.4
1,5983,2022,11,Budget,2077.8,0,10010970,2077.8
1,5987,2022,11,Budget,2225.59,0,10017828,2225.59
1,5988,2022,11,Budget,2327.64,0,10021179,2327.64
1,5989,2022,11,Budget,2331.02,0,10002506,2331.02
1,5992,2022,11,Budget,2475.76,0,10013472,2475.76
1,5995,2022,11,Budget,2602.47,0,10021470,2602.47
1,5997,2022,11,Budget,2641.71,0,10007564,2641.71
1,5998,2022,11,Budget,2895.12,0,10000474,2895.12
1,6001,2022,11,Budget,2964.76,0,10025252,2964.76
1,6005,2022,11,Budget,3196.53,0,10025287,3196.53
1,6006,2022,11,Budget,3313,0,10015824,3313
1,6008,2022,11,Budget,3456.61,0,10026522,3456.61
1,6010,2022,11,Budget,3574.33,0,10025814,3574.33
1,6011,2022,11,Budget,3713.84,0,10013188,3713.84
1,6013,2022,11,Budget,4094.53,0,10009642,4094.53
1,6014,2022,11,Budget,4187.33,0,10002709,4187.33
1,6016,2022,11,Budget,4321.76,0,10025296,4321.76
1,6020,2022,11,Budget,4617.99,0,10025285,4617.99
1,6023,2022,11,Budget,5095.86,0,10019388,5095.86
1,6024,2022,11,Budget,5169.11,0,10009657,5169.11
1,6026,2022,11,Budget,5435.86,0,10009662,5435.86
1,6028,2022,11,Budget,5738.3,0,10011923,5738.3
1,6029,2022,11,Budget,5768.31,0,10011198,5768.31
1,6030,2022,11,Budget,5886.53,0,10006093,5886.53
1,6032,2022,11,Budget,6194.55,0,10007123,6194.55
1,6034,2022,11,Budget,6425.25,0,10025248,6425.25
1,6035,2022,11,Budget,6450.93,0,10002765,6450.93
1,6037,2022,11,Budget,6565.21,0,10020915,6565.21
1,6039,2022,11,Budget,6810.12,0,10000460,6810.12
1,6041,2022,11,Budget,6921.94,0,10020909,6921.94
1,6043,2022,11,Budget,7199.17,0,10020192,7199.17
1,6044,2022,11,Budget,7385.3,0,10022750,7385.3
1,6045,2022,11,Budget,7508.2,0,10025269,7508.2
1,6046,2022,11,Budget,7554.19,0,10025552,7554.19
1,6048,2022,11,Budget,7809.85,0,10000458,7809.85
1,6050,2022,11,Budget,8194.69,0,10020962,8194.69
1,6052,2022,11,Budget,8756.41,0,10024248,8756.41
1,6054,2022,11,Budget,8815.29,0,10019678,8815.29
1,6056,2022,11,Budget,8972.03,0,10027583,8972.03
1,6057,2022,11,Budget,9151.38,0,10025515,9151.38
1,6058,2022,11,Budget,9334.49,0,10017576,9334.49
1,6059,2022,11,Budget,9907.19,0,10017585,9907.19
1,6060,2022,11,Budget,10201.5,0,10002240,10201.5
1,6061,2022,11,Budget,10306.26,0,10021418,10306.26
1,6062,2022,11,Budget,10361.88,0,10019617,10361.88
1,6063,2022,11,Budget,10615.85,0,10026581,10615.85
1,6064,2022,11,Budget,10933.55,0,10013765,10933.55
1,6066,2022,11,Budget,11016.4,0,10023241,11016.4
1,6067,2022,11,Budget,11238.5,0,10020927,11238.5
1,6068,2022,11,Budget,11345.21,0,10009643,11345.21
1,6069,2022,11,Budget,11737.23,0,10018885,11737.23
1,6071,2022,11,Budget,12427.13,0,10018871,12427.13
1,6072,2022,11,Budget,12438.93,0,10020445,12438.93
1,6073,2022,11,Budget,12972.41,0,10016784,12972.41
1,6074,2022,11,Budget,13048.72,0,10000466,13048.72
1,6076,2022,11,Budget,13183.72,0,10019900,13183.72
1,6077,2022,11,Budget,13517.4,0,10021911,13517.4
1,6078,2022,11,Budget,13826.31,0,10025037,13826.31
1,6079,2022,11,Budget,13863.74,0,10025758,13863.74
1,6080,2022,11,Budget,14190.19,0,10014779,14190.19
1,6081,2022,11,Budget,14244.43,0,10025284,14244.43
1,6082,2022,11,Budget,14913.21,0,10025778,14913.21
1,6085,2022,11,Budget,15405.03,0,10008593,15405.03
1,6086,2022,11,Budget,15557.18,0,10025300,15557.18
1,6089,2022,11,Budget,16411.95,0,10018665,16411.95
1,6091,2022,11,Budget,18157.77,0,10024725,18157.77
1,6094,2022,11,Budget,19204.34,0,10021668,19204.34
1,6095,2022,11,Budget,19719.96,0,10025302,19719.96
1,6097,2022,11,Budget,20716.68,0,10015275,20716.68
1,6098,2022,11,Budget,21393.62,0,10021936,21393.62
1,6099,2022,11,Budget,24317.74,0,10020639,24317.74
1,6101,2022,11,Budget,24819.41,0,10021459,24819.41
1,6103,2022,11,Budget,25703.47,0,10009679,25703.47
1,6104,2022,11,Budget,25703.57,0,10024010,25703.57
1,6105,2022,11,Budget,26212.47,0,10024246,26212.47
1,6108,2022,11,Budget,27642.07,0,10027356,27642.07
1,6109,2022,11,Budget,29046.79,0,10025062,29046.79
1,6111,2022,11,Budget,30109.33,0,10027572,30109.33
1,6113,2022,11,Budget,30965.66,0,10019150,30965.66
1,6114,2022,11,Budget,34225.82,0,10026299,34225.82
1,6116,2022,11,Budget,37716.46,0,10019942,37716.46
1,6118,2022,11,Budget,42736.33,0,10000472,42736.33
1,6119,2022,11,Budget,44811.64,0,10019664,44811.64
1,6120,2022,11,Budget,44861.76,0,10013509,44861.76
1,6121,2022,11,Budget,46063.69,0,10026291,46063.69
1,6122,2022,11,Budget,48834.5,0,10023489,48834.5
1,6125,2022,11,Budget,51931.36,0,10021222,51931.36
1,6128,2022,11,Budget,60188.39,0,10005006,60188.39
1,6130,2022,11,Budget,62786.45,0,10021203,62786.45
