BasketItem,Order Number
CR-10485,209133
CR-11100,209133
CR-10485,209133
CR-10007,209538
CR-10994,209538
CR-10089,209918
CR-10489,209918
CR-10524,210292
CR-10396,210292
CR-10859,210687
CR-10882,210887
CR-10920,210887
CR-10249,211090
CR-10973,211090
CR-10492,211277
CR-10609,211483
CR-10349,211483
CR-10197,211675
CR-10889,211675
CR-10818,211675
CR-10190,211675
CR-10329,211675
CR-10008,211675
CR-10065,211675
CR-10066,211675
CR-10251,211675
CR-10731,211675
CR-10068,211675
CR-10411,211868
CR-10004,211868
CR-10485,212079
CR-10303,212079
CR-10797,212079
CR-10294,212079
CR-10411,212463
CR-10232,212665
CR-10821,212665
CR-10490,213073
CR-10350,213073
CR-10665,213909
CR-10406,213909
CR-10408,213909
CR-10822,214143
CR-10533,214143
CR-10975,214344
CR-10971,214344
CR-10999,214575
CR-10035,214575
CR-10010,215038
CR-10024,215038
CR-10109,215038
CR-10023,215038
CR-10069,200117
CR-10556,200300
CR-10683,200440
CR-10731,200535
CR-10799,200535
CR-10067,200535
CR-10565,200535
CR-10654,200535
CR-10938,200535
CR-10066,200535
CR-10068,200535
CR-10347,200535
CR-10069,200535
PC-10382,201418
CR-10709,201640
CR-10509,201640
CR-10490,201834
CR-10011,201834
CR-10688,201834
CR-10050,201834
CR-10213,201834
CR-10310,201834
CR-10319,201834
CR-10307,201834
CR-10893,201834
CR-10010,201834
CR-10089,201834
CR-10007,201834
CR-10043,201834
CR-10859,202040
CR-10971,202040
CR-10179,202040
CR-10970,202040
CR-10557,202040
CR-10832,202427
CR-10197,202427
CR-10824,202427
CR-10190,202620
CR-10383,202620
CR-10692,202620
CR-10926,202620
CR-10197,202620
CR-10090,202620
CR-10855,202620
CR-10797,202620
CR-10883,203616
CR-10639,203616
CR-10354,203816
CR-10909,203816
CR-10221,204607
CR-10222,204607
CR-10860,204607
CR-10919,204607
CR-10283,204804
CR-10032,204804
CR-10032,204804
CR-10506,205000
CR-10272,205000
CR-10808,205000
CR-10669,205000
CR-10823,205000
CR-10329,205000
CR-10070,205000
CR-10797,205205
CR-10826,205400
CR-10403,205598
CR-10355,205598
CR-10355,205598
CR-10385,205796
CR-10710,205796
CR-10955,205994
CR-10409,205994
CR-10671,206188
CR-10578,206188
CR-10558,206582
CR-10334,206582
CR-10558,206582
PC-10269,206794
CR-10197,207188
CR-10630,207188
CR-10654,207188
CR-10554,207188
CR-10731,207188
CR-10890,207188
CR-10644,207188
CR-10417,207188
CR-10814,207188
CR-10098,207573
CR-10861,207573
CR-10641,207779
CR-10832,207779
CR-10945,207779
CR-10827,207967
CR-10797,207967
CR-10356,208158
CR-10375,208158
CR-10323,208351
CR-10650,208351
CR-10711,208540
CR-10813,208540
CR-10083,208743
CR-10989,208743
CR-10999,208931
CR-10227,208931
CR-10920,209134
CR-10920,209134
CR-10670,209539
CR-10821,209539
CR-10828,209730
CR-10020,209919
CR-10182,209919
PC-10885,210108
CR-10374,210688
CR-10598,210688
CR-10712,210888
CR-10026,210888
CR-10227,210888
CR-10092,211091
CR-10937,211091
CR-10228,211278
CR-10011,211278
CR-10894,211484
CR-10572,211484
CR-10265,211484
CR-10696,211484
CR-10250,211676
CR-10002,211676
CR-10649,211676
CR-10654,211676
CR-10414,211676
CR-10644,211676
CR-10565,211676
CR-10642,211676
CR-10799,211676
CR-10068,211676
CR-10383,211676
CR-10066,211676
CR-10377,211676
CR-10731,211676
CR-10627,211676
CR-10196,211676
CR-10287,211676
CR-10411,211869
CR-10358,212268
CR-10358,212268
CR-10599,212464
CR-10238,212464
CR-10797,212666
CR-10517,212666
CR-10672,212666
CR-10303,212666
CR-10529,212666
CR-10847,212666
CR-10631,212666
CR-10110,212666
CR-10004,212666
CR-10409,212666
CR-10554,212666
CR-10404,212666
CR-10203,212666
CR-10176,212863
CR-10585,212863
CR-10671,213074
CR-10935,213074
CR-10011,213910
CR-10697,213910
CR-10214,215039
CR-10360,215039
CR-10360,215039
CR-10033,215293
CR-10701,215293
CR-10059,215293
CR-10183,200301
CR-10546,200536
CR-10382,200664
CR-10862,200997
CR-10862,200997
CR-10957,200997
CR-10295,201212
CR-10673,201212
CR-10383,201419
CR-10885,201419
CR-10674,201419
CR-10361,201419
CR-10975,201419
CR-10600,201419
CR-10674,201419
CR-10946,201419
CR-10016,201835
CR-10507,201835
CR-10886,202041
CR-10674,202041
CR-10893,202041
CR-10237,202041
CR-10900,202232
CR-10362,202232
CR-10601,202428
CR-10186,202428
CR-10937,202621
CR-10965,202621
CR-10034,202621
CR-10715,202818
CR-10108,202818
CR-10857,203019
CR-10849,203019
CR-10184,203019
CR-10242,203221
CR-10937,203221
CR-10675,203221
CR-10241,203221
CR-10383,203221
CR-10382,203221
CR-10632,203221
CR-10204,203221
CR-10938,203221
CR-10384,203221
CR-10229,203420
CR-10829,203420
CR-10652,204211
CR-10718,204211
CR-10385,204805
CR-10698,205001
CR-10515,205401
CR-10859,205599
CR-10364,205599
CR-10364,205599
CR-10716,206388
CR-10590,206583
CR-10206,206583
CR-10926,206583
CR-10080,206583
CR-10589,206583
CR-10511,206796
CR-10399,206796
CR-10399,206796
CR-10630,207383
CR-10509,207383
CR-10925,207574
CR-10880,207574
CR-10898,207574
CR-11001,207574
CR-10676,207574
CR-10934,207574
CR-10252,207574
CR-10871,207574
CR-10986,207574
CR-10869,207574
CR-10403,207574
CR-10067,207574
CR-10973,207574
CR-10799,207574
CR-10365,207574
CR-10924,207574
CR-10171,207574
CR-10613,207574
CR-10973,207574
CR-10870,207574
CR-10009,207574
CR-10731,207574
CR-10303,207574
CR-10065,207574
CR-10377,207574
CR-10347,207574
CR-10059,207574
CR-10974,207574
CR-10627,207574
CR-10872,207574
CR-10266,207574
CR-10036,207574
CR-10713,207574
CR-10968,207574
CR-10933,207574
CR-11008,207574
CR-10529,207574
CR-10690,207574
CR-10267,207574
CR-10893,207574
CR-10504,207968
CR-10207,207968
CR-10207,207968
CR-10518,208932
CR-10366,209135
CR-10502,209135
CR-10714,209348
CR-10680,209348
CR-10412,209348
CR-10347,209348
CR-10890,209540
CR-10184,209540
CR-10898,209540
CR-10098,209540
CR-10799,209540
CR-10734,209540
CR-10291,209540
CR-10692,209540
CR-10093,209540
CR-10347,209540
CR-10900,209540
CR-10880,209540
CR-10052,209540
CR-10911,209540
CR-10037,209540
CR-10412,209540
CR-10190,209540
CR-10797,209540
CR-10065,209540
CR-10527,210109
CR-10082,210109
CR-10005,210294
CR-10043,210294
CR-10004,210294
CR-10050,210294
CR-10006,210294
CR-10176,210294
CR-10033,210294
CR-10025,210294
CR-10088,210294
CR-10593,210484
CR-10943,210689
CR-10813,210689
CR-10208,210689
CR-10715,211279
CR-10715,211279
CR-10063,211485
CR-10068,211677
CR-10731,211677
CR-10067,211677
CR-10347,211677
CR-10411,211870
CR-10996,211870
CR-10038,212081
CR-10487,212081
CR-10504,212269
CR-10094,212269
CR-10543,212269
CR-10094,212269
CR-10866,212864
CR-10971,212864
CR-10083,213075
CR-10004,213075
CR-10511,213278
CR-10511,213278
CR-10558,213278
PC-10890,213490
PC-10414,213490
CR-10672,213703
CR-10023,213703
CR-10823,213703
CR-10505,213703
CR-10334,213703
CR-10336,213703
CR-10236,213911
CR-10584,213911
CR-10368,214145
CR-10720,214145
CR-10794,215040
CR-10911,215040
CR-10892,215298
CR-10867,215298
CR-10004,200096
CR-10690,200537
CR-10598,200998
CR-10084,200998
CR-10197,201213
CR-10813,201213
CR-10209,201213
PC-10343,201420
PC-10058,201643
CR-10902,201836
CR-10400,201836
CR-10996,202042
CR-10511,202233
CR-10369,202622
CR-10890,202622
CR-10024,202622
CR-10347,202622
CR-10403,202622
CR-10190,202622
CR-10951,202622
CR-10583,202622
CR-10505,202622
CR-10186,202622
CR-10408,202622
CR-10653,202622
CR-10554,202622
CR-10405,202622
CR-10397,202622
CR-10578,202622
CR-10100,202622
CR-10731,202622
CR-10856,202622
CR-10690,202622
CR-10623,202622
CR-10065,202622
CR-10334,202622
CR-10384,202622
CR-10847,202622
CR-10279,202622
CR-10502,202622
CR-10409,202622
CR-10240,202622
CR-10389,202819
CR-10387,202819
CR-10716,202819
CR-10641,202819
CR-10035,203020
CR-10095,203222
CR-10731,203222
CR-10728,203222
CR-10185,203421
CR-10505,203421
CR-10611,204609
CR-10025,204806
CR-10291,204806
CR-10266,204806
CR-10347,204806
CR-10830,204806
CR-10412,204806
CR-10799,205002
CR-10898,205002
CR-10282,205002
CR-10282,205002
CR-10717,205207
CR-11373,205207
CR-10717,205207
CR-10876,205403
CR-10635,205600
CR-10635,205600
CR-10982,205600
CR-10091,205600
CR-10504,205996
CR-10671,205996
CR-10506,205996
CR-10670,205996
CR-10505,205996
CR-10210,205996
CR-10371,206389
CR-10213,206389
CR-10012,206797
CR-10012,206797
CR-10417,206797
CR-10699,206995
CR-10102,206995
CR-10964,206995
CR-10087,207575
CR-10648,207575
CR-10943,207781
CR-10257,207781
CR-10309,207969
CR-10973,207969
CR-10110,207969
CR-10190,207969
CR-10320,207969
CR-10856,207969
CR-10384,207969
CR-10973,207969
CR-10860,207969
CR-10999,207969
CR-10390,207969
CR-10891,207969
CR-10187,207969
CR-10576,207969
CR-10828,207969
CR-10603,207969
CR-10336,207969
CR-10808,207969
CR-10890,207969
CR-10066,207969
CR-10504,207969
CR-10855,207969
CR-10569,207969
CR-10903,207969
CR-10832,207969
CR-10968,207969
CR-10986,207969
CR-10554,207969
CR-10731,207969
CR-10899,207969
CR-10372,207969
CR-11001,207969
CR-10347,207969
CR-10974,207969
CR-10611,207969
CR-11008,207969
CR-10383,207969
CR-10617,207969
CR-10363,207969
CR-10197,207969
CR-10841,207969
CR-10383,207969
CR-10389,207969
CR-10586,207969
CR-10814,207969
CR-10569,207969
CR-10489,207969
CR-10871,207969
CR-10511,207969
CR-10186,207969
CR-10683,207969
CR-10386,207969
CR-10821,207969
CR-10194,207969
CR-10633,207969
CR-10026,207969
CR-10191,207969
CR-10009,207969
CR-10694,207969
CR-10207,208160
CR-10378,208160
CR-10392,208160
CR-10607,208542
CR-10868,208542
CR-10506,208933
CR-10103,208933
CR-10950,208933
CR-10885,208933
CR-10373,208933
CR-10623,208933
CR-10107,208933
CR-10638,208933
CR-10604,208933
CR-10942,208933
CR-10541,208933
CR-10415,208933
CR-10920,208933
CR-10599,208933
CR-10925,208933
CR-10931,208933
CR-10307,208933
CR-10334,208933
CR-10690,208933
CR-10405,208933
CR-10211,208933
CR-10841,208933
CR-10584,208933
CR-10240,208933
CR-10403,208933
CR-10847,208933
CR-10654,208933
CR-10106,208933
CR-10512,208933
CR-10625,208933
CR-10717,208933
CR-10331,208933
CR-10827,208933
CR-10956,208933
CR-10013,209136
CR-10411,209349
CR-10097,209349
PC-10886,209732
CR-10869,210110
CR-10705,210110
CR-10014,210690
CR-10643,210690
CR-10238,211093
CR-10238,211093
CR-10347,211093
CR-10385,211486
CR-10731,211678
CR-10799,211678
CR-10212,211678
CR-10068,211678
CR-10554,211678
CR-10067,211678
CR-10507,211678
CR-10898,211678
CR-10412,211678
CR-10529,211678
CR-10385,211678
CR-10683,211678
CR-10098,212082
CR-10098,212082
CR-10678,212865
CR-10678,212865
CR-10649,213076
CR-10892,213076
CR-10648,213076
CR-10530,213279
CR-10870,213279
CR-10870,213279
CR-10032,213279
CR-10211,213491
CR-10322,213491
CR-10110,213705
CR-10099,213705
CR-10317,213705
CR-10101,213705
CR-10679,213705
CR-10009,213705
CR-10236,200030
CR-10403,200191
CR-10507,201000
CR-10680,201000
CR-10988,201214
CR-10988,201214
CR-10898,201644
CR-10091,201644
CR-10515,202234
CR-10889,202234
CR-10888,202234
CR-10813,202430
CR-10902,202430
CR-10681,202430
CR-10808,202430
CR-10893,202430
CR-10375,202623
CR-10874,202820
CR-10543,202820
CR-10908,202820
CR-10240,203223
CR-10818,203223
CR-10187,203223
CR-10101,203223
CR-10414,203819
CR-10065,203819
CR-10644,203819
CR-10187,203819
CR-10967,203819
CR-10576,203819
CR-10607,203819
CR-10998,203819
CR-10505,203819
CR-10832,203819
CR-10290,203819
CR-10818,203819
CR-10347,203819
CR-10251,203819
CR-10389,203819
CR-10731,203819
CR-10067,203819
CR-10880,203819
CR-10495,203819
CR-10680,203819
CR-10385,203819
CR-10387,203819
CR-10847,203819
CR-10575,203819
CR-10529,203819
CR-10090,203819
CR-10654,203819
CR-10197,203819
CR-10329,203819
CR-10386,203819
CR-10986,203819
CR-10068,203819
CR-10383,203819
CR-10814,203819
CR-10415,203819
CR-10860,203819
CR-10515,203819
CR-10412,203819
CR-10385,203819
CR-10325,203819
CR-10799,203819
CR-10855,203819
CR-10649,203819
CR-10642,203819
CR-10890,203819
CR-10016,204213
CR-10016,204213
CR-10562,204610
CR-11247,204610
CR-10085,204610
CR-11112,204610
CR-10800,204610
CR-10274,204610
CR-10080,204610
CR-10392,204808
CR-10984,204808
CR-10690,204808
CR-10334,204808
CR-10554,204808
CR-10827,204808
CR-10884,204808
CR-10950,204808
CR-10405,204808
CR-10211,204808
CR-10522,204808
CR-10623,204808
CR-10279,204808
CR-10840,204808
CR-10307,204808
CR-10671,205208
CR-10607,206799
CR-10564,207385
CR-10564,207385
CR-10818,207385
CR-10528,207576
CR-10991,207576
CR-10689,207576
CR-10985,207576
CR-10285,208161
CR-10880,208161
CR-10285,208161
CR-10414,208543
CR-10565,208746
CR-10408,208746
CR-10986,208934
CR-10414,208934
CR-10895,209137
CR-10895,209137
CR-10981,209137
CR-10347,209350
CR-10731,209350
CR-10286,209350
PC-10064,209542
CR-11000,209733
CR-10274,209733
PC-10270,217751
CR-10530,210691
CR-10683,210691
CR-10529,210691
CR-10862,210891
CR-10107,210891
CR-10527,211094
CR-10065,211094
CR-10649,211679
CR-10814,211679
CR-10830,211679
CR-10068,211679
CR-10069,211679
CR-10052,211679
CR-10385,211679
CR-10529,211679
CR-10690,211679
CR-10654,211679
CR-10515,211679
CR-10402,211679
CR-10796,211679
CR-10644,211679
CR-10896,212083
CR-10896,212083
CR-10827,212083
CR-10288,213077
CR-10292,213077
CR-10103,213280
CR-11001,213280
CR-10709,213280
CR-10714,213280
CR-10337,213280
CR-10607,213280
CR-10717,213280
CR-10540,213280
CR-10105,213280
CR-10109,213492
CR-10109,213492
CR-10685,213913
CR-10946,214148
CR-10247,214349
CR-10011,214349
CR-11008,214579
CR-10502,214579
CR-10994,200118
CR-10686,200118
CR-10090,200118
CR-10864,200192
CR-10864,200192
CR-10065,200539
CR-10325,200539
CR-10205,200539
CR-10986,200665
CR-10582,201215
CR-10988,201215
CR-10111,201422
CR-10927,201422
PC-10057,201645
CR-10570,202624
CR-10835,202624
CR-10078,202821
CR-10038,202821
CR-10897,202821
CR-10037,202821
CR-10066,202821
CR-10808,203224
CR-10869,203224
CR-10066,203224
CR-10701,203224
CR-10544,203224
CR-10105,203224
CR-10958,203224
CR-10613,203224
CR-10035,203224
CR-10644,203224
CR-10094,203224
CR-10303,203224
CR-10408,203224
CR-10690,203224
CR-10038,203224
CR-10385,203423
CR-10383,203423
CR-10802,203423
CR-10485,203820
CR-10388,203820
CR-10518,203820
CR-10089,203820
CR-10545,203820
CR-10988,203820
CR-10018,203820
CR-10321,203820
CR-11100,203820
CR-10803,203820
CR-10485,203820
CR-10068,203820
CR-10082,203820
CR-10489,203820
CR-10987,203820
CR-11241,203820
CR-10291,203820
CR-10592,204214
CR-10898,204214
CR-10414,204214
CR-10869,204214
CR-10731,204214
CR-10248,204214
CR-10215,204214
CR-10094,204214
CR-10329,204214
CR-10303,204214
CR-10251,204214
CR-10898,204214
CR-10933,204214
CR-10067,204214
CR-10347,204214
CR-10609,204214
CR-10836,204214
CR-10254,204214
CR-10599,204214
CR-10918,204214
CR-10009,204214
CR-10101,204214
CR-10591,204214
CR-10059,204214
CR-10922,204214
CR-10505,204214
CR-10565,204214
CR-10872,204214
CR-10043,204417
CR-10292,204417
CR-10530,204611
CR-10569,204611
CR-10384,204810
CR-10804,204810
CR-10067,204810
CR-10385,204810
CR-10799,204810
CR-10873,205209
CR-10062,205998
CR-10805,205998
CR-10874,206192
CR-10403,206192
CR-10830,206391
CR-10528,207192
CR-10189,207192
CR-10994,207192
CR-10890,207577
CR-10721,207577
CR-10816,207783
CR-10617,207783
CR-10689,207971
CR-10787,207971
CR-10261,207971
CR-10405,207971
CR-10989,207971
CR-10519,207971
CR-11021,207971
CR-10415,207971
CR-10875,207971
CR-10315,207971
CR-10522,207971
CR-10554,207971
CR-10414,207971
CR-10599,207971
CR-10707,207971
CR-10841,207971
CR-10605,207971
CR-10731,207971
CR-10408,207971
CR-10423,207971
CR-10594,207971
CR-10517,207971
CR-10600,207971
CR-10307,207971
CR-10827,207971
CR-10901,208162
CR-10589,208162
CR-10592,208162
CR-10609,208162
CR-10009,208355
CR-10008,208355
CR-10889,208355
CR-11112,208355
CR-10722,208355
CR-10006,208355
CR-10799,208747
CR-10066,208747
CR-10680,208747
CR-10869,208747
CR-10911,208747
CR-10534,208747
CR-10636,208747
CR-10190,208747
CR-10506,208747
CR-10898,208747
CR-10106,208747
CR-10303,208747
CR-10347,208747
CR-10385,208747
CR-10266,208747
CR-10613,208747
CR-10630,208747
CR-10059,208747
CR-10035,208747
CR-10529,208747
CR-10731,208747
CR-10926,208747
CR-10405,208747
CR-10505,208747
CR-10933,208747
CR-10924,208747
CR-10007,208747
CR-10654,208747
CR-10930,208747
CR-10307,208747
CR-11021,208747
CR-10594,208935
CR-10390,209138
CR-10876,209138
CR-10990,209351
CR-10933,209543
CR-10946,209923
CR-10945,209923
PC-10347,210111
CR-10249,210692
CR-10975,210692
CR-10196,210892
CR-10654,210892
CR-10291,210892
CR-10953,210892
CR-10877,210892
CR-10176,210892
CR-10644,210892
CR-10814,210892
CR-10641,210892
CR-10731,210892
CR-10832,210892
CR-10890,210892
CR-10680,211095
CR-10683,211095
CR-10690,211095
CR-10530,211488
CR-10690,211488
CR-10724,211488
CR-10724,211488
CR-10522,211488
CR-11100,211873
CR-10578,212084
CR-10609,212468
CR-10327,212468
CR-10707,212468
CR-10522,212670
CR-10194,212670
CR-10830,212670
CR-10291,212670
CR-10832,212670
CR-10186,212670
CR-10856,212670
CR-10571,213281
CR-10818,213281
CR-10571,213281
CR-10908,214149
CR-10835,214149
CR-10960,214580
CR-10960,214580
CR-10818,214580
CR-10412,214812
CR-10250,214812
CR-10524,215042
CR-10408,215302
CR-10408,215302
CR-10399,215302
CR-10097,215302
CR-10909,215302
CR-10315,215302
CR-10567,200193
CR-10799,200302
CR-10294,200302
CR-10611,200666
CR-10412,200666
CR-10683,201003
CR-10057,201003
CR-10813,201216
CR-10251,201216
CR-10684,201424
CR-10681,201424
PC-10263,201646
PC-10381,201646
CR-10328,201839
CR-10089,201839
CR-10528,202045
CR-10317,202045
CR-10046,202045
CR-10058,202045
CR-10044,202045
CR-10317,202045
CR-10381,202045
CR-10528,202045
CR-10191,202236
CR-10384,202236
CR-10671,202432
CR-10252,202432
CR-10347,203023
CR-10036,203023
CR-10110,203023
CR-10796,203023
CR-10264,203023
CR-10197,203023
CR-10683,203023
CR-10412,203023
CR-10037,203023
CR-10680,203023
CR-10684,203023
CR-10065,203023
CR-10374,203023
CR-10093,203023
CR-10681,203023
CR-10806,203023
CR-10569,216127
CR-10813,216127
CR-10982,216127
CR-10830,216214
CR-10660,216214
CR-10823,216214
CR-10860,216418
CR-10830,216418
CR-10818,216418
CR-10692,216418
CR-10855,216611
CR-10515,217065
CR-10212,217585
CR-10194,217585
CR-10065,217585
PC-10348,217755
CR-10565,217932
CR-10252,218954
CR-10191,218954
CR-10945,218954
CR-10965,218954
CR-10295,218954
CR-10644,218954
CR-10209,218954
CR-10196,218954
CR-10502,218954
CR-10657,218954
CR-10685,218954
CR-10868,218954
CR-10192,218954
CR-10322,219121
CR-10190,220090
CR-10834,220090
CR-10398,220260
CR-10847,220260
CR-10505,203424
CR-10672,203424
CR-10575,203424
CR-10414,203424
CR-10841,203424
CR-10973,203424
CR-10828,203424
CR-10291,203424
CR-10184,203424
CR-10384,203424
CR-10633,203424
CR-10417,203424
CR-10911,203424
CR-10069,203424
CR-10692,203424
CR-10575,203424
CR-10967,203424
CR-10968,203424
CR-10607,203424
CR-10567,203424
CR-10383,203424
CR-10329,203424
CR-10830,203424
CR-10880,203424
CR-10266,203424
CR-10818,203424
CR-10654,203424
CR-10253,203424
CR-10492,203424
CR-10186,203424
CR-10533,203621
CR-10573,203621
CR-10807,203821
CR-10671,203821
CR-10635,204024
CR-10636,204024
CR-10847,204024
CR-10621,204024
CR-10975,204024
CR-10638,204024
CR-10515,204024
CR-10637,204024
CR-10584,204024
CR-10639,204024
CR-10629,204024
CR-10632,204024
CR-10634,204024
CR-10630,204024
CR-10332,204024
CR-10077,204024
CR-10476,204024
CR-10625,204024
CR-10974,204024
CR-10949,204024
CR-10403,204024
CR-10007,204215
CR-10693,204215
CR-10693,204215
CR-10334,204418
CR-10694,205210
CR-10694,205210
CR-10212,205406
CR-10476,205999
CR-10405,205999
CR-10868,206193
CR-10874,206193
CR-10695,206193
CR-10317,206392
CR-10962,206392
PC-10537,206803
CR-10827,206998
CR-10584,206998
CR-10847,206998
CR-10645,206998
CR-10210,207193
CR-10808,207193
CR-10809,207387
CR-10191,207387
CR-10192,207387
CR-10809,207387
CR-10612,207578
CR-10332,207578
CR-10234,207578
CR-10716,207578
CR-10574,207784
CR-10810,207972
CR-10546,208163
CR-10544,208163
CR-10850,208545
CR-10267,208748
CR-10291,208748
CR-10267,208748
CR-10646,208936
CR-10102,208936
CR-10964,208936
CR-10267,209139
CR-10649,209139
CR-10811,209139
CR-10387,209352
CR-10333,209352
CR-10026,209352
CR-10911,209544
CR-10303,209544
CR-10381,209544
CR-10731,209735
CR-10347,209735
CR-10647,209925
CR-10647,209925
CR-10999,210893
CR-10518,210893
CR-11112,210893
CR-10528,210893
CR-10063,211096
CR-10205,211283
CR-10642,211489
CR-10967,211489
CR-10067,211489
CR-10505,211489
CR-10408,211489
CR-10818,211489
CR-10889,211489
CR-10529,211681
CR-10065,211681
CR-10853,211681
CR-10856,211681
CR-10812,211681
CR-10363,211681
CR-10644,211681
CR-10186,211681
CR-10565,211681
CR-10197,211681
CR-10648,211681
CR-10187,211681
CR-10385,211681
CR-10515,211681
CR-10569,211681
CR-10818,211681
CR-10575,211681
CR-10562,211681
CR-10593,211681
CR-10613,211681
CR-10654,211681
CR-10633,211681
CR-10871,211681
CR-10336,212085
CR-10329,212085
CR-10397,212273
CR-10398,212273
CR-10614,212273
CR-10409,212469
CR-10409,212469
CR-10833,218442
CR-10315,212869
CR-10337,213079
CR-10709,213282
CR-10105,213282
CR-10064,213282
CR-10045,213282
CR-10337,213282
CR-10540,213282
CR-10714,213282
CR-10338,213282
CR-10923,213494
CR-10630,213494
CR-10252,213708
CR-10268,214150
CR-10694,214150
CR-10615,214581
CR-10615,214581
CR-10065,214581
CR-10628,215043
CR-10410,215043
CR-10410,215043
CR-10197,200194
CR-10721,200303
CR-10066,200541
CR-10731,200541
CR-10880,200541
CR-10838,200541
CR-10067,200541
CR-10912,200667
CR-10672,200667
CR-10517,200730
CR-10517,200730
CR-10411,201004
CR-10266,201004
CR-10988,201217
CR-10925,201217
CR-10797,201647
CR-10643,201840
CR-10220,201840
CR-10964,202046
CR-10219,202626
CR-11241,202626
CR-10568,202823
CR-10412,203024
CR-10347,203024
CR-10068,203024
CR-10731,203024
CR-10069,203024
CR-10067,203024
CR-10164,203225
CR-10389,203225
CR-10340,203425
CR-10609,203425
CR-10876,203622
CR-10864,203622
CR-10936,203822
CR-10523,204216
CR-10913,204216
CR-10341,204419
CR-10252,204419
CR-10999,204419
CR-11247,204419
CR-10213,204419
CR-10110,204419
CR-10883,204419
CR-10680,204419
CR-10821,204419
CR-10319,204419
CR-10329,204419
CR-10190,204419
CR-10412,204419
CR-10065,204419
CR-10221,204419
CR-10823,204419
CR-10068,204419
CR-10880,204419
CR-10926,204419
CR-10799,204419
CR-10094,204419
CR-10797,204419
CR-10654,204419
CR-11000,204419
CR-10616,205005
CR-10909,205005
CR-10511,205005
CR-10729,205005
CR-10909,205407
CR-10099,205604
CR-10104,205604
CR-10342,205604
CR-10222,205803
CR-10494,205803
CR-10856,206000
CR-10190,206000
CR-10730,206000
CR-10186,206000
CR-10928,206194
CR-10504,206194
CR-10860,206393
CR-10617,206587
CR-10898,206587
CR-10325,206587
CR-10548,206587
CR-10190,206587
CR-10504,206587
CR-10211,206587
CR-10187,206587
CR-10343,206587
CR-10554,206587
CR-10644,206587
CR-10384,206587
CR-10689,206587
CR-10731,206587
CR-10385,206587
CR-10411,206587
CR-10847,206587
CR-10529,206587
CR-10377,206587
CR-10799,206587
CR-10410,206587
CR-10065,206587
CR-10413,206999
CR-10413,206999
CR-10929,207388
CR-10504,207388
CR-10929,207388
CR-10543,207388
CR-10672,208164
CR-10047,208164
CR-10495,208357
CR-10592,208357
CR-10065,208749
CR-10205,209140
CR-10195,209140
CR-10195,209140
CR-10931,209545
CR-10321,209545
CR-10222,209736
CR-10011,209736
CR-10889,209926
CR-10270,209926
CR-10644,210894
CR-10066,210894
CR-10692,211097
CR-10701,211097
CR-10184,211284
CR-10049,211284
CR-10551,211490
CR-10551,211490
CR-10645,211490
CR-10920,211682
CR-10050,211682
CR-10496,211876
CR-10699,211876
CR-10051,212086
CR-10007,212086
CR-11373,212470
CR-10052,212470
CR-10196,212671
CR-10911,212671
CR-10602,213080
CR-10552,213283
CR-10552,213283
CR-10254,213283
CR-10730,213495
CR-10933,213495
CR-10800,213709
CR-10055,213916
CR-10283,213916
CR-10346,213916
CR-10849,214151
CR-10196,214151
CR-10649,214151
CR-10934,214151
CR-10607,214151
CR-10078,214814
CR-10418,215044
CR-10103,215044
CR-10418,215044
CR-10504,200195
CR-10553,200304
CR-10657,200304
CR-10391,201426
CR-10620,201426
CR-10565,201426
CR-10680,201841
CR-10392,202238
CR-10422,202825
CR-10193,202825
CR-10274,202825
CR-10194,202825
CR-10274,202825
CR-10385,203226
CR-10423,203426
CR-10609,203426
CR-10672,203823
CR-10016,204217
CR-10498,204217
CR-10621,204420
CR-10671,204420
CR-10417,204614
CR-10506,204813
CR-10106,205006
CR-10190,205212
CR-10385,205212
CR-10630,205212
CR-10362,205408
CR-10622,205408
CR-10839,205408
CR-11008,205408
CR-11241,205408
CR-11008,205408
CR-11971,205408
CR-10068,205408
CR-10089,205605
CR-10930,206001
CR-10928,206001
CR-10929,206001
CR-10935,206195
CR-10855,206195
CR-10196,206195
CR-10881,206588
CR-10067,206588
CR-10841,206806
CR-10895,206806
CR-10847,206806
CR-10172,206806
CR-10937,206806
CR-10068,207000
CR-10315,207000
CR-10938,207196
CR-10938,207196
CR-10343,207389
CR-10275,207389
CR-10275,207389
CR-10928,207580
CR-10928,207580
CR-10069,207580
CR-10173,208165
CR-10323,208358
CR-10276,208358
CR-10297,220256
CR-10223,221366
PC-10005,208750
CR-10070,209141
CR-10070,209141
CR-10293,209546
CR-10692,210300
CR-10197,210300
CR-10011,210300
CR-10911,210300
CR-10345,211285
CR-10197,211491
CR-10505,211491
CR-10175,211683
CR-10085,211683
CR-10080,211683
CR-10097,212087
CR-10732,212471
CR-10347,212471
CR-10599,213081
CR-10220,213917
CR-10704,215045
CR-10500,215045
CR-10500,215045
CR-10260,217242
CR-10219,217242
CR-10218,217242
CR-10501,201427
CR-10668,201427
CR-10871,201427
CR-10201,201427
CR-10241,201649
CR-10846,201649
CR-10898,202048
CR-10067,202048
CR-10946,202239
CR-10010,202239
CR-10514,202826
CR-10202,202826
CR-10593,203026
CR-10503,203026
CR-10731,203227
CR-10567,203427
CR-10649,203427
CR-10276,203427
CR-10633,203427
CR-10848,203427
CR-10575,203427
