NoOfItem,MaxNoOfItem,Item-Branch Key,Order Number,DateKey
1,1,CR-10186,318694,38381
1,1,CR-10363,321426,38432
2,6,CR-10671,318517,38408
6,6,CR-10554,318517,38393
3,6,CR-10334,318517,38393
1,6,CR-10411,318517,38393
5,6,CR-10307,318517,38393
4,6,CR-10847,318517,38393
1,1,CR-10416,320652,38422
1,1,CR-10715,315918,38369
1,25,CR-10007,316964,38374
24,25,CR-10007,316964,38362
15,25,CR-10241,316964,38362
11,25,CR-10091,316964,38362
6,25,CR-10890,316964,38374
22,25,CR-10808,316964,38362
18,25,CR-10702,316964,38362
25,25,CR-10374,316964,38362
12,25,CR-10713,316964,38362
7,25,CR-10106,316964,38362
9,25,CR-10002,316964,38362
23,25,CR-10823,316964,38362
8,25,CR-10003,316964,38374
21,25,CR-10942,316964,38362
10,25,CR-10408,316964,38362
13,25,CR-10329,316964,38362
20,25,CR-10732,316964,38362
5,25,CR-10048,316964,38362
2,25,CR-10675,316964,38362
14,25,CR-10675,316964,38362
19,25,CR-10822,316964,38362
17,25,CR-10944,316964,38362
3,25,CR-10803,316964,38362
4,25,CR-10001,316964,38374
16,25,CR-10733,316964,38374
1,1,CR-10651,321536,38432
1,1,CR-10007,319833,38401
1,1,CR-10699,320164,38418
2,3,CR-10059,318001,38368
1,3,CR-10276,318001,38368
3,3,CR-10712,318001,38368
1,2,CR-10709,319666,38397
2,2,CR-10710,319666,38397
1,1,CR-10594,319996,38403
1,1,CR-10524,320494,38414
1,1,CR-10960,317143,38365
1,2,CR-10083,319181,38389
2,2,CR-10989,319181,38389
1,1,CR-10713,318175,38373
2,2,CR-10976,320329,38411
1,2,CR-10818,320329,38411
3,3,CR-10641,318349,38376
1,3,CR-10832,318349,38386
2,3,CR-10945,318349,38376
1,1,CR-10920,320981,38422
1,1,CR-10489,320165,38410
3,3,CR-10509,315968,38380
2,3,CR-10509,315968,38395
1,3,CR-10509,315968,38365
2,2,CR-10671,316963,38354
1,2,CR-10578,316963,38354
1,1,CR-10859,320822,38422
1,1,CR-10020,320166,38411
1,1,CR-10515,316503,38352
2,2,CR-10411,320654,38422
1,2,CR-10412,320654,38422
1,1,CR-10374,320823,38422
1,1,CR-10109,320495,38415
2,4,CR-10241,316090,38365
1,4,CR-10242,316090,38362
3,4,CR-10383,316090,38346
4,4,CR-10382,316090,38346
1,1,CR-10098,318176,38373
1,1,CR-10797,318518,38382
1,1,CR-10937,321131,38424
3,3,CR-10091,317831,38367
2,3,CR-10964,317831,38367
1,3,CR-10100,317831,38367
1,1,CR-10716,317144,38353
1,1,CR-10504,318002,38368
1,1,CR-10334,317315,38359
1,1,CR-10996,317660,38362
1,2,CR-10026,320982,38422
2,2,CR-10227,320982,38422
1,1,CR-10572,321427,38431
1,2,CR-10694,319182,38389
2,2,CR-10704,319182,38389
1,1,CR-10630,318003,38369
1,1,CR-10511,317485,38382
1,1,CR-10821,319834,38404
1,1,CR-10690,315886,38432
1,1,CR-10504,318519,38382
1,1,CR-10377,320167,38411
1,1,CR-10593,320655,38417
3,4,CR-10067,321537,38432
1,4,CR-10347,321537,38432
2,4,CR-10068,321537,38432
4,4,CR-10731,321537,38432
1,52,CR-10504,318520,38382
24,52,CR-10197,318520,38382
46,52,CR-10683,318520,38396
25,52,CR-10554,318520,38382
48,52,CR-10968,318520,38403
26,52,CR-10973,318520,38403
12,52,CR-10973,318520,38382
49,52,CR-10009,318520,38382
36,52,CR-10384,318520,38382
28,52,CR-10814,318520,38410
42,52,CR-10855,318520,38382
34,52,CR-10347,318520,38382
31,52,CR-10999,318520,38382
6,52,CR-10576,318520,38382
37,52,CR-10066,318520,38382
50,52,CR-10856,318520,38382
2,52,CR-10821,318520,38396
16,52,CR-10569,318520,38382
43,52,CR-10569,318520,38382
52,52,CR-10489,318520,38382
9,52,CR-10890,318520,38382
39,52,CR-10974,318520,38382
8,52,CR-10186,318520,38382
22,52,CR-10808,318520,38382
3,52,CR-10390,318520,38382
29,52,CR-10611,318520,38382
30,52,CR-10828,318520,38382
11,52,CR-10363,318520,38382
45,52,CR-10731,318520,38382
35,52,CR-10187,318520,38382
4,52,CR-10194,318520,38382
40,52,CR-10832,318520,38382
17,52,CR-10511,318520,38388
5,52,CR-10383,318520,38382
38,52,CR-10383,318520,38382
19,52,CR-10903,318520,38382
20,52,CR-10190,318520,38382
47,52,CR-10633,318520,38396
33,52,CR-10110,318520,38382
32,52,CR-10860,318520,38403
13,52,CR-10841,318520,38382
41,52,CR-10191,318520,38382
15,52,CR-10986,318520,38382
14,52,CR-10871,318520,38403
21,52,CR-10694,318520,38382
7,52,CR-10386,318520,38382
51,52,CR-10389,318520,38382
23,52,CR-11001,318520,38396
44,52,CR-10617,318520,38396
18,52,CR-10336,318520,38416
10,52,CR-10899,318520,38382
27,52,CR-10586,318520,38382
1,1,CR-10291,316338,38352
1,1,CR-10648,318178,38375
1,1,CR-10417,317486,38361
5,5,CR-11112,316652,38383
3,5,CR-10009,316652,38383
1,5,CR-10889,316652,38383
4,5,CR-10006,316652,38383
2,5,CR-10008,316652,38383
2,5,CR-10505,316788,38354
1,5,CR-10506,316788,38354
4,5,CR-10671,316788,38354
5,5,CR-10670,316788,38354
3,5,CR-10504,316788,38354
2,5,CR-11112,316965,38381
5,5,CR-10009,316965,38381
3,5,CR-10889,316965,38381
1,5,CR-10006,316965,38381
4,5,CR-10008,316965,38381
1,1,CR-10063,321428,38432
1,1,CR-10502,319506,38397
2,2,CR-10094,317317,38355
1,2,CR-10824,317317,38355
1,2,CR-10964,317661,38367
2,2,CR-10102,317661,38367
25,36,CR-10799,320656,38418
12,36,CR-10505,320656,38418
9,36,CR-10197,320656,38418
3,36,CR-10565,320656,38418
2,36,CR-10898,320656,38418
26,36,CR-10196,320656,38418
7,36,CR-10009,320656,38432
21,36,CR-10007,320656,38418
32,36,CR-10093,320656,38418
35,36,CR-10384,320656,38418
16,36,CR-10066,320656,38418
6,36,CR-10569,320656,38418
23,36,CR-10052,320656,38418
29,36,CR-10035,320656,38432
15,36,CR-10068,320656,38418
13,36,CR-10964,320656,38418
19,36,CR-10972,320656,38418
36,36,CR-10886,320656,38425
31,36,CR-10649,320656,38418
10,36,CR-10832,320656,38418
34,36,CR-10630,320656,38418
28,36,CR-10102,320656,38418
24,36,CR-10967,320656,38418
22,36,CR-10796,320656,38418
27,36,CR-10607,320656,38418
8,36,CR-10818,320656,38418
18,36,CR-10006,320656,38425
4,36,CR-10797,320656,38418
17,36,CR-10412,320656,38418
5,36,CR-10880,320656,38418
1,36,CR-10901,320656,38418
33,36,CR-10053,320656,38418
20,36,CR-10266,320656,38418
14,36,CR-10082,320656,38418
11,36,CR-10079,320656,38418
30,36,CR-10984,320656,38418
1,1,CR-10705,320331,38411
1,1,CR-10500,319183,38390
1,1,CR-10097,318859,38383
8,14,CR-10683,316103,38389
4,14,CR-10173,316103,38389
14,14,CR-10384,316103,38346
10,14,CR-10834,316103,38361
6,14,CR-10569,316103,38382
13,14,CR-10920,316103,38354
12,14,CR-10920,316103,38368
9,14,CR-10933,316103,38375
3,14,CR-10630,316103,38361
5,14,CR-10633,316103,38354
1,14,CR-10976,316103,38389
7,14,CR-10986,316103,38354
11,14,CR-10637,316103,38431
2,14,CR-10553,316103,38354
3,4,CR-10197,316172,38355
2,4,CR-10415,316172,38355
4,4,CR-10832,316172,38369
1,4,CR-10818,316172,38346
1,1,CR-10721,318004,38369
1,1,CR-10320,319836,38402
1,1,CR-10522,316339,38358
1,1,CR-10189,320168,38410
2,7,CR-10067,316789,38365
3,7,CR-10814,316789,38365
1,7,CR-10066,316789,38365
5,7,CR-10069,316789,38365
7,7,CR-10326,316789,38365
6,7,CR-10832,316789,38365
4,7,CR-10287,316789,38365
3,3,CR-10528,318179,38373
1,3,CR-10991,318179,38373
2,3,CR-10689,318179,38373
11,14,CR-10026,317488,38362
2,14,CR-10007,317488,38360
8,14,CR-10594,317488,38360
3,14,CR-10076,317488,38360
4,14,CR-10315,317488,38360
7,14,CR-10408,317488,38360
9,14,CR-10585,317488,38369
6,14,CR-10522,317488,38360
10,14,CR-10841,317488,38367
13,14,CR-10902,317488,38360
5,14,CR-10414,317488,38360
14,14,CR-10249,317488,38375
12,14,CR-10691,317488,38360
1,14,CR-10399,317488,38360
1,1,CR-10960,316560,38346
1,1,CR-10862,320985,38422
1,1,CR-10918,318521,38380
1,1,CR-10390,315980,38415
1,1,PC-10064,319837,38401
1,2,CR-10814,317318,38414
2,2,CR-10862,317318,38421
1,1,CR-10607,317487,38360
1,1,CR-10525,321287,38425
1,1,CR-10374,318860,38383
1,1,CR-10414,319029,38393
1,1,CR-10880,318699,38382
1,1,CR-10258,319030,38388
1,2,CR-10347,319669,38404
2,2,CR-10731,319669,38404
1,1,CR-10818,318005,38369
1,1,CR-10274,319999,38428
2,17,CR-10415,318522,38409
6,17,CR-10554,318522,38409
13,17,CR-10827,318522,38409
1,17,CR-10405,318522,38409
16,17,CR-10307,318522,38409
8,17,CR-10599,318522,38409
9,17,CR-10600,318522,38409
5,17,CR-10594,318522,38409
10,17,CR-10605,318522,38409
7,17,CR-10315,318522,38409
15,17,CR-10408,318522,38409
17,17,CR-11021,318522,38409
4,17,CR-10522,318522,38416
14,17,CR-10841,318522,38409
11,17,CR-10414,318522,38409
12,17,CR-10423,318522,38409
3,17,CR-10707,318522,38409
1,1,CR-10403,316967,38358
1,1,CR-10488,317663,38362
1,1,CR-10321,316173,38400
2,2,CR-10928,315993,38368
1,2,CR-10360,315993,38368
2,5,CR-11112,318861,38388
4,5,CR-10009,318861,38388
5,5,CR-10889,318861,38388
1,5,CR-10006,318861,38388
3,5,CR-10008,318861,38388
1,1,CR-10066,316091,38345
1,2,CR-10946,320170,38409
2,2,CR-10945,320170,38409
1,1,CR-10799,315818,38367
2,2,CR-10592,318700,38386
1,2,CR-10589,318700,38428
2,9,CR-10683,317319,38359
1,9,CR-10403,317319,38373
6,9,CR-10827,317319,38359
8,9,CR-10898,317319,38359
4,9,CR-10489,317319,38359
7,9,CR-10680,317319,38373
3,9,CR-10869,317319,38373
5,9,CR-10871,317319,38401
9,9,CR-10824,317319,38366
2,2,CR-10683,321134,38423
1,2,CR-10680,321134,38423
3,3,CR-10827,317664,38381
1,3,CR-10847,317664,38381
2,3,CR-10584,317664,38381
5,5,CR-10065,316562,38345
1,5,CR-10031,316562,38345
3,5,CR-10064,316562,38345
2,5,CR-10051,316562,38345
4,5,CR-10062,316562,38365
1,3,CR-10066,316296,38365
2,3,CR-10066,316296,38345
3,3,CR-10589,316296,38428
1,1,CR-10903,318862,38429
1,1,PC-10064,316340,38353
2,2,CR-10546,318701,38386
1,2,CR-10544,318701,38386
1,2,CR-10964,319355,38395
2,2,CR-10102,319355,38395
2,6,CR-10505,321431,38431
4,6,CR-10067,321431,38431
1,6,CR-10889,321431,38431
6,6,CR-10642,321431,38431
3,6,CR-10967,321431,38431
5,6,CR-10818,321431,38431
21,30,CR-10065,317150,38368
25,30,CR-10093,317150,38368
18,30,CR-10384,317150,38368
11,30,CR-10928,317150,38368
24,30,CR-10241,317150,38368
14,30,CR-10609,317150,38368
29,30,CR-10672,317150,38368
4,30,CR-10035,317150,38368
10,30,CR-10282,317150,38368
28,30,CR-10374,317150,38368
15,30,CR-11000,317150,38368
5,30,CR-10964,317150,38368
6,30,CR-10089,317150,38368
2,30,CR-10823,317150,38368
22,30,CR-10528,317150,38368
1,30,CR-10996,317150,38368
27,30,CR-10101,317150,38368
9,30,CR-10942,317150,38368
17,30,CR-10937,317150,38368
12,30,CR-10938,317150,38368
3,30,CR-10090,317150,38368
16,30,CR-10329,317150,38368
13,30,CR-10991,317150,38368
23,30,CR-10047,317150,38368
20,30,CR-10797,317150,38368
7,30,CR-10689,317150,38368
26,30,CR-10833,317150,38368
8,30,CR-10701,317150,38368
19,30,CR-10734,317150,38368
30,30,CR-10079,317150,38368
2,2,CR-10874,316968,38353
1,2,CR-10868,316968,38353
1,1,CR-10850,319031,38388
1,1,CR-10909,316384,38354
12,19,CR-10799,317320,38360
13,19,CR-10504,317320,38360
3,19,CR-10385,317320,38430
4,19,CR-10554,317320,38360
8,19,CR-10898,317320,38360
10,19,CR-10065,317320,38360
7,19,CR-10384,317320,38360
6,19,CR-10411,317320,38360
19,19,CR-10377,317320,38360
17,19,CR-10847,317320,38360
1,19,CR-10731,317320,38360
18,19,CR-10644,317320,38360
15,19,CR-10211,317320,38360
5,19,CR-10187,317320,38360
14,19,CR-10190,317320,38360
9,19,CR-10410,317320,38360
16,19,CR-10529,317320,38375
2,19,CR-10689,317320,38360
11,19,CR-10325,317320,38360
1,1,CR-10594,320333,38410
1,1,CR-10291,319186,38394
2,2,CR-10649,319510,38408
1,2,CR-10267,319510,38428
1,2,CR-10860,316297,38361
2,2,CR-10967,316297,38361
1,1,CR-10205,321290,38429
4,4,CR-10683,320829,38429
2,4,CR-10068,320829,38422
3,4,CR-10680,320829,38422
1,4,CR-10412,320829,38422
1,1,CR-10988,315936,38360
1,1,CR-10321,319840,38402
1,1,CR-10408,320499,38421
3,3,CR-10930,316793,38352
2,3,CR-10928,316793,38352
1,3,CR-10929,316793,38352
2,3,CR-11008,316506,38346
1,3,CR-11008,316506,38355
3,3,CR-11971,316506,38355
1,1,CR-10268,318355,38375
1,2,CR-10202,318524,38382
2,2,CR-10199,318524,38382
2,2,CR-10507,320334,38411
1,2,CR-10608,320334,38411
1,1,CR-10506,316341,38365
2,3,CR-10232,320661,38418
1,3,CR-10232,320661,38432
3,3,CR-10691,320661,38418
1,1,CR-10710,319672,38397
1,1,CR-10630,316449,38358
1,1,CR-10592,318863,38387
1,1,CR-10657,315819,38367
1,1,CR-10797,318525,38380
1,1,CR-10406,316971,38352
2,2,CR-10476,317667,38365
1,2,CR-10475,317667,38365
1,1,CR-10315,317666,38365
1,1,CR-10577,318356,38375
15,29,CR-10799,317838,38367
14,29,CR-10009,317838,38375
3,29,CR-10093,317838,38388
20,29,CR-10814,317838,38367
4,29,CR-10930,317838,38367
7,29,CR-10981,317838,38367
1,29,CR-10377,317838,38367
19,29,CR-10569,317838,38367
28,29,CR-10035,317838,38367
18,29,CR-10933,317838,38367
21,29,CR-10252,317838,38367
25,29,CR-10092,317838,38388
26,29,CR-10408,317838,38367
13,29,CR-10090,317838,38367
6,29,CR-10192,317838,38367
10,29,CR-10607,317838,38367
16,29,CR-10250,317838,38367
22,29,CR-10525,317838,38367
2,29,CR-10207,317838,38367
5,29,CR-10797,317838,38367
11,29,CR-10871,317838,38367
17,29,CR-10685,317838,38367
12,29,CR-10530,317838,38367
23,29,CR-10266,317838,38367
9,29,CR-10722,317838,38367
27,29,CR-10723,317838,38367
8,29,CR-10884,317838,38367
29,29,CR-10816,317838,38367
24,29,CR-10961,317838,38367
1,1,CR-10345,321292,38429
2,3,CR-10504,318526,38381
3,3,CR-10307,318526,38381
1,3,CR-10847,318526,38381
1,2,CR-10543,316298,38354
2,2,CR-10543,316298,38353
9,12,CR-10499,319673,38402
6,12,CR-10554,319673,38402
4,12,CR-10066,319673,38402
8,12,CR-10068,319673,38402
11,12,CR-10644,319673,38402
12,12,CR-10911,319673,38402
5,12,CR-10190,319673,38402
1,12,CR-10918,319673,38402
10,12,CR-10914,319673,38402
3,12,CR-10880,319673,38402
2,12,CR-10892,319673,38402
7,12,CR-10893,319673,38402
1,1,CR-10554,319357,38394
1,1,CR-10608,318184,38373
1,1,CR-10702,319189,38394
2,2,CR-10080,321541,38432
1,2,CR-10085,321541,38432
1,1,CR-10241,315969,38367
1,1,CR-10495,316794,38352
1,1,CR-10954,318704,38382
30,60,CR-10415,320003,38416
49,60,CR-10097,320003,38416
54,60,CR-10279,320003,38416
44,60,CR-10554,320003,38416
27,60,CR-10973,320003,38416
37,60,CR-10334,320003,38416
14,60,CR-10405,320003,38416
48,60,CR-10409,320003,38416
59,60,CR-10409,320003,38416
21,60,CR-10951,320003,38416
33,60,CR-10099,320003,38416
28,60,CR-10032,320003,38416
19,60,CR-10411,320003,38416
58,60,CR-10220,320003,38416
43,60,CR-10074,320003,38416
10,60,CR-10307,320003,38416
57,60,CR-10600,320003,38416
7,60,CR-10239,320003,38416
25,60,CR-10222,320003,38416
6,60,CR-10404,320003,38416
53,60,CR-10400,320003,38416
29,60,CR-10221,320003,38424
1,60,CR-10413,320003,38416
32,60,CR-10620,320003,38416
35,60,CR-10993,320003,38416
8,60,CR-10254,320003,38416
20,60,CR-10281,320003,38416
26,60,CR-10211,320003,38416
4,60,CR-10602,320003,38416
38,60,CR-10103,320003,38416
2,60,CR-10315,320003,38416
45,60,CR-10476,320003,38416
24,60,CR-10397,320003,38416
16,60,CR-10408,320003,38416
11,60,CR-10957,320003,38416
46,60,CR-10950,320003,38416
5,60,CR-10643,320003,38416
47,60,CR-10013,320003,38416
39,60,CR-10522,320003,38416
23,60,CR-10638,320003,38416
15,60,CR-10841,320003,38416
50,60,CR-10645,320003,38424
40,60,CR-10410,320003,38416
3,60,CR-10401,320003,38416
36,60,CR-10229,320003,38416
55,60,CR-10421,320003,38416
9,60,CR-10243,320003,38416
31,60,CR-10398,320003,38416
13,60,CR-10419,320003,38416
17,60,CR-10422,320003,38416
12,60,CR-10414,320003,38416
60,60,CR-10304,320003,38416
34,60,CR-10012,320003,38416
41,60,CR-10842,320003,38416
51,60,CR-10838,320003,38431
22,60,CR-10423,320003,38416
18,60,CR-10931,320003,38416
56,60,CR-10707,320003,38416
42,60,CR-10399,320003,38416
52,60,CR-10407,320003,38416
2,2,CR-10514,317668,38365
1,2,CR-10390,317668,38365
1,1,CR-10728,315937,38374
1,1,CR-10290,316656,38345
1,3,CR-10385,316972,38359
3,3,CR-10334,316972,38359
2,3,CR-10796,316972,38359
2,2,CR-10609,317323,38360
1,2,CR-10296,317323,38360
1,3,CR-10832,316507,38366
3,3,CR-10830,316507,38345
2,3,CR-10682,316507,38345
1,2,CR-10928,320335,38416
2,2,CR-10022,320335,38423
1,1,CR-10294,321433,38431
1,1,CR-10554,320831,38421
19,31,CR-10998,317669,38424
18,31,CR-10615,317669,38374
31,31,CR-10007,317669,38374
29,31,CR-10238,317669,38374
7,31,CR-10928,317669,38374
28,31,CR-10241,317669,38374
21,31,CR-10609,317669,38374
9,31,CR-10821,317669,38424
25,31,CR-10672,317669,38374
26,31,CR-10890,317669,38374
3,31,CR-10068,317669,38374
17,31,CR-10004,317669,38374
27,31,CR-10005,317669,38424
13,31,CR-10242,317669,38374
24,31,CR-10618,317669,38374
22,31,CR-10940,317669,38374
30,31,CR-10942,317669,38374
6,31,CR-10016,317669,38374
23,31,CR-10014,317669,38374
14,31,CR-10991,317669,38374
12,31,CR-10207,317669,38374
20,31,CR-10797,317669,38374
1,31,CR-10901,317669,38374
15,31,CR-10008,317669,38374
8,31,CR-10227,317669,38374
4,31,CR-10688,317669,38374
11,31,CR-10050,317669,38424
5,31,CR-10061,317669,38374
10,31,CR-10051,317669,38374
16,31,CR-10948,317669,38374
2,31,CR-10710,317669,38424
1,1,PC-10064,316343,38358
1,1,PC-10725,316796,38366
1,1,CR-10007,320501,38414
1,1,CR-10014,319514,38395
1,1,CR-10973,320175,38421
1,1,CR-10832,316092,38365
1,1,CR-10179,320004,38403
1,1,PC-10725,317839,38380
1,1,CR-10291,319190,38394
1,1,CR-10595,319359,38395
1,2,CR-10007,319191,38394
2,2,CR-10024,319191,38400
1,1,PC-10064,316344,38355
1,1,CR-10609,318185,38388
1,1,CR-10045,318527,38394
2,2,CR-10020,316657,38345
1,2,CR-10019,316657,38345
1,1,CR-10595,320664,38421
1,1,CR-10232,319360,38394
1,1,PC-10725,317840,38387
1,1,CR-10035,317494,38361
4,4,CR-10083,319674,38400
3,4,CR-10034,319674,38400
1,4,CR-10851,319674,38400
2,4,CR-10475,319674,38400
2,2,CR-10602,320337,38410
1,2,CR-10602,320337,38411
1,1,CR-10303,318528,38382
2,3,CR-10974,316230,38354
3,3,CR-10681,316230,38346
1,3,CR-10986,316230,38354
1,1,CR-10797,320503,38415
1,1,PC-10064,316451,38362
2,2,CR-10898,318707,38386
1,2,CR-10973,318707,38400
1,1,CR-10337,317670,38365
1,1,CR-10558,317154,38354
1,1,CR-10997,321435,38431
4,4,CR-10990,319361,38393
1,4,CR-10989,319361,38393
3,4,CR-10988,319361,38393
2,4,CR-10483,319361,38393
1,1,CR-10329,320006,38408
1,1,CR-10336,319192,38389
1,1,CR-10196,320007,38408
1,1,CR-10841,320338,38411
1,1,PC-10064,316452,38368
5,6,CR-10898,318014,38373
1,6,CR-10814,318014,38373
4,6,CR-10684,318014,38414
6,6,CR-10869,318014,38401
2,6,CR-10681,318014,38380
3,6,CR-10871,318014,38373
1,1,CR-10680,320666,38418
1,3,CR-10097,320834,38418
2,3,CR-10110,320834,38418
3,3,CR-10109,320834,38418
1,2,CR-10405,318530,38382
2,2,CR-10422,318530,38382
29,29,CR-10067,316976,38359
20,29,CR-10554,316976,38359
19,29,CR-10898,316976,38359
2,29,CR-10196,316976,38359
8,29,CR-10347,316976,38359
18,29,CR-10924,316976,38359
5,29,CR-10066,316976,38359
7,29,CR-10808,316976,38359
6,29,CR-10360,316976,38359
10,29,CR-10068,316976,38359
13,29,CR-10731,316976,38359
14,29,CR-10644,316976,38359
1,29,CR-10933,316976,38422
22,29,CR-10872,316976,38359
25,29,CR-10680,316976,38373
12,29,CR-10642,316976,38359
16,29,CR-10849,316976,38359
11,29,CR-10010,316976,38359
4,29,CR-10869,316976,38359
27,29,CR-10987,316976,38359
23,29,CR-10102,316976,38359
9,29,CR-10164,316976,38359
28,29,CR-10539,316976,38359
21,29,CR-10681,316976,38359
15,29,CR-10796,316976,38359
17,29,CR-10871,316976,38373
3,29,CR-10412,316976,38359
24,29,CR-10701,316976,38359
26,29,CR-10870,316976,38359
1,1,PC-10064,316345,38359
1,1,CR-10912,321140,38425
1,2,CR-10987,320990,38422
2,2,CR-10348,320990,38422
1,1,CR-10951,321297,38428
1,1,PC-10725,316799,38373
2,2,CR-10680,319362,38396
1,2,CR-10412,319362,38396
1,1,CR-10190,318708,38382
2,2,CR-10999,317327,38358
1,2,CR-10528,317327,38362
1,1,CR-10359,318361,38379
1,1,PC-10064,316346,38366
3,3,CR-10799,319518,38400
1,3,CR-10953,319518,38400
2,3,CR-10090,319518,38408
1,1,CR-10818,319363,38396
1,1,CR-10991,317843,38368
2,2,CR-10098,319845,38402
1,2,CR-10095,319845,38402
1,1,CR-10940,317156,38361
2,2,CR-10254,318532,38379
1,2,CR-10219,318532,38379
2,3,CR-10554,316347,38345
1,3,CR-10847,316347,38359
3,3,CR-10841,316347,38345
1,1,CR-10236,320340,38410
1,1,CR-10564,316385,38360
1,1,CR-10381,317157,38353
1,1,CR-10401,316977,38352
4,24,CR-10799,320507,38417
22,24,CR-10385,320507,38417
3,24,CR-10067,320507,38417
13,24,CR-10554,320507,38417
18,24,CR-10347,320507,38417
14,24,CR-10592,320507,38417
24,24,CR-10592,320507,38428
15,24,CR-10890,320507,38417
7,24,CR-10186,320507,38417
1,24,CR-10690,320507,38417
11,24,CR-10611,320507,38417
23,24,CR-10068,320507,38417
19,24,CR-10731,320507,38417
2,24,CR-10713,320507,38417
8,24,CR-10654,320507,38417
9,24,CR-10680,320507,38417
17,24,CR-10002,320507,38417
20,24,CR-10649,320507,38417
5,24,CR-10832,320507,38417
10,24,CR-10016,320507,38430
12,24,CR-10796,320507,38417
6,24,CR-10818,320507,38417
16,24,CR-10414,320507,38425
21,24,CR-10704,320507,38417
1,1,PC-10064,316453,38373
2,2,CR-10341,318871,38388
1,2,CR-10272,318871,38388
1,1,CR-10100,321142,38424
1,1,CR-10385,319037,38390
2,2,CR-10832,316509,38345
1,2,CR-10860,316509,38359
1,1,CR-10405,318709,38386
1,1,CR-10002,320341,38432
1,1,CR-10669,321437,38431
1,2,CR-10722,319364,38396
2,2,CR-10723,319364,38396
1,1,CR-10279,320179,38409
1,1,CR-10569,315970,38390
1,1,CR-10336,318363,38375
1,1,CR-10384,321438,38430
1,1,CR-10813,320009,38428
1,1,CR-10052,320180,38411
7,8,CR-10569,316454,38354
2,8,CR-10660,316454,38354
3,8,CR-10841,316454,38354
5,8,CR-10191,316454,38366
8,8,CR-10529,316454,38354
4,8,CR-10818,316454,38366
6,8,CR-10682,316454,38354
1,8,CR-10178,316454,38354
1,1,CR-10554,321299,38428
1,1,CR-10014,320992,38425
2,4,CR-10097,316662,38346
1,4,CR-10644,316662,38361
4,4,CR-10689,316662,38346
3,4,CR-10295,316662,38379
2,2,CR-10546,318533,38380
1,2,CR-10544,318533,38380
1,2,CR-10683,316197,38359
2,2,CR-10681,316197,38345
4,5,CR-10554,317845,38369
5,5,CR-10009,317845,38373
2,5,CR-10964,317845,38369
3,5,CR-10105,317845,38390
1,5,CR-10100,317845,38369
2,4,CR-10569,315971,38415
4,4,CR-10942,315971,38359
1,4,CR-10668,315971,38359
3,4,CR-10359,315971,38359
1,1,CR-10012,316978,38393
1,1,PC-10064,316348,38361
1,1,CR-10090,319520,38395
1,1,CR-10307,317499,38361
26,31,CR-10799,319365,38396
20,31,CR-10505,319365,38396
17,31,CR-10504,319365,38396
10,31,CR-10197,319365,38396
13,31,CR-10968,319365,38403
2,31,CR-10973,319365,38396
1,31,CR-10065,319365,38396
14,31,CR-10043,319365,38396
3,31,CR-10347,319365,38396
9,31,CR-10609,319365,38396
5,31,CR-10576,319365,38424
8,31,CR-10856,319365,38396
22,31,CR-10569,319365,38396
7,31,CR-10203,319365,38396
6,31,CR-10890,319365,38396
29,31,CR-10186,319365,38396
31,31,CR-10194,319365,38396
23,31,CR-10642,319365,38396
18,31,CR-10383,319365,38396
27,31,CR-10869,319365,38403
25,31,CR-10696,319365,38396
11,31,CR-10300,319365,38396
19,31,CR-10608,319365,38396
21,31,CR-10412,319365,38396
15,31,CR-10205,319365,38396
16,31,CR-10389,319365,38396
30,31,CR-10414,319365,38396
28,31,CR-10303,319365,38403
24,31,CR-10387,319365,38396
4,31,CR-10575,319365,38396
12,31,CR-10819,319365,38396
17,29,CR-10505,320181,38410
10,29,CR-10504,320181,38410
20,29,CR-10197,320181,38410
13,29,CR-10384,320181,38410
29,29,CR-10834,320181,38410
12,29,CR-10889,320181,38416
14,29,CR-10347,320181,38410
9,29,CR-10724,320181,38410
23,29,CR-10059,320181,38410
18,29,CR-10672,320181,38410
7,29,CR-10813,320181,38431
6,29,CR-10890,320181,38410
22,29,CR-10591,320181,38410
16,29,CR-10713,320181,38410
1,29,CR-10654,320181,38410
11,29,CR-10187,320181,38410
21,29,CR-10106,320181,38424
24,29,CR-10248,320181,38410
4,29,CR-10832,320181,38410
3,29,CR-10383,320181,38410
25,29,CR-10190,320181,38410
28,29,CR-10881,320181,38410
8,29,CR-10818,320181,38410
26,29,CR-10250,320181,38416
15,29,CR-10608,320181,38410
5,29,CR-10287,320181,38410
27,29,CR-10205,320181,38410
19,29,CR-10880,320181,38410
2,29,CR-10575,320181,38416
1,1,CR-10943,320010,38404
12,33,CR-10506,318534,38386
14,33,CR-10671,318534,38380
26,33,CR-10197,318534,38386
15,33,CR-10683,318534,38386
29,33,CR-10334,318534,38386
30,33,CR-10099,318534,38386
1,33,CR-10026,318534,38386
24,33,CR-10074,318534,38386
13,33,CR-10514,318534,38393
31,33,CR-10613,318534,38386
23,33,CR-10821,318534,38400
17,33,CR-10317,318534,38386
8,33,CR-10400,318534,38386
10,33,CR-10390,318534,38386
28,33,CR-10612,318534,38386
7,33,CR-10847,318534,38408
25,33,CR-10315,318534,38386
19,33,CR-10914,318534,38386
9,33,CR-10229,318534,38386
18,33,CR-10610,318534,38432
3,33,CR-10398,318534,38386
6,33,CR-10902,318534,38386
5,33,CR-10389,318534,38386
