Order Number,Address Number Header,Order Gross Amount,Order Type Header,Business Unit Order Header,Order Date Header,Hold Orders Code Header,Company Number Header,Stop Code Header,Zone Code Header,Hold Code Header,Ship To Address Header,Parent Address Number Header,Orderby Header,Freight Code Header
215293,10023715,73.18,SO,CR,102319,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
200301,10014739,0,CO,CR,102205,  ,00001,   ,   ,  ,148,148,          ,   
200536,10009356,0,CO,CR,102269,  ,00001,   ,   ,  ,101780,369,RETURNS,   
200664,10025251,0,CO,CR,102302,  ,00001,   ,   ,  ,164,164,          ,   
200997,10021996,38.21,SO,CR,102058,  ,00001,DS,   ,  ,100888,377,          ,4
201212,10002506,86.33,SO,CR,102091,  ,00001,   ,   ,  ,100878,78306,          ,3
201419,10016588,1080.72,SO,CR,102105,  ,00001,   ,   ,  ,79950,79950,          ,6
201835,10022249,2921.98,SO,CR,102119,  ,00001,   ,   ,  ,100993,473,LISA L,3
202041,10025919,33.79,SO,CR,102121,  ,00001,   ,   ,  ,101143,85030,          ,4
202232,10025919,30.4,SO,CR,102123,  ,00001,   ,   ,  ,100955,85030,          ,4
202428,10025264,32.77,SO,CR,102127,  ,00001,   ,   ,  ,94390,94390,ARTURO,4
202621,10022444,0,SO,CR,102129,  ,00001,DS,   ,  ,99985,99985,          ,3
202818,10025025,73.39,SO,CR,102133,  ,00001,   ,   ,  ,16450,16450,          ,4
203019,10026581,0,SO,CR,102135,  ,00001,   ,   ,  ,101080,280,          ,4
203221,10022750,10.82,SO,CR,102137,  ,00001,   ,   ,  ,58940,58940,GEOFFREY J,4
203420,10020192,81.01,SO,CR,102141,  ,00001,   ,   ,  ,13365,101552,WILLIAM,4
204211,10021911,61.81,SO,CR,102154,  ,00001,   ,   ,  ,100780,93780,          ,4
205001,10019664,6.7,SO,CR,102165,  ,00001,   ,   ,  ,101135,97600,K WEBER,4
205401,10022456,193.01,SO,CR,102172,  ,00001,   ,   ,  ,62860,62860,HERB,4
205599,10023715,12.83,SO,CR,102176,  ,00001,DS,   ,  ,100849,101551,          ,2
206388,10016549,122.58,SO,CR,102191,  ,00001,   ,   ,  ,101099,73970,          ,4
206583,10023221,72.54,SO,CR,102193,  ,00001,DS,   ,  ,101048,101564,          ,4
206796,10012715,138.87,SO,CR,102197,  ,00001,DS,   ,  ,101415,101559,          ,2
207383,10016588,301.46,SO,CR,102206,  ,00001,   ,   ,  ,79950,79950,          ,3
207574,10006862,240.46,SO,CR,102210,  ,00001,   ,   ,  ,101156,101560,PURCHASING,3
207968,10014546,184.31,SO,CR,102217,  ,00001,DS,   ,  ,27450,27450,SIMON,4
208932,10024550,738.24,SO,CR,102231,  ,00001,   ,   ,  ,100962,22,          ,4
209135,10015495,41.96,SO,CR,102232,  ,00001,   ,   ,  ,101579,101548,PURCHASING,4
209348,10002506,7651.75,SO,CR,102234,  ,00001,   ,   ,  ,100949,78306,MARK,3
209540,10026581,78.22,SO,CR,102239,  ,00001,   ,   ,  ,101080,280,PURCHASING,3
210109,10022725,275,SO,CR,102247,  ,00001,DS,   ,  ,557,557,PURCHASING,4
210294,10025919,0,SO,CR,102249,  ,00001,   ,   ,  ,100952,85030,JUSTIN,3
210484,10024248,77.92,SO,CR,102253,  ,00001,   ,   ,  ,100966,65800,ROY E,6
210689,10025919,220.45,SO,CR,102256,  ,00001,DS,   ,  ,85030,85030,PURCHASING,4
211279,10023715,67.81,SO,CR,102263,  ,00001,DS,   ,  ,100849,101551,          ,2
211485,10015793,0.34,SO,CR,102267,  ,00001,   ,   ,  ,101492,101552,JIM,6
211677,10024270,5528.9,SO,CR,102269,  ,00001,   ,   ,  ,101805,4,PURCHASING,3
211870,10017828,616.66,SO,CR,102274,  ,00001,   ,   ,  ,101165,97700,          ,6
212081,10016858,931.57,SO,CR,102276,  ,00001,   ,   ,  ,2050,2050,LINDA,4
212269,10023715,146.63,SO,CR,102280,  ,00001,DS,   ,  ,100849,101551,          ,2
212864,10025919,4.5,SO,CR,102287,  ,00001,   ,   ,  ,100955,85030,          ,4
213075,10024248,230.25,SO,CR,102289,  ,00001,   ,   ,  ,100966,65800,          ,6
213278,10023715,20.84,SO,CR,102294,  ,00001,DS,   ,  ,100849,101551,          ,2
213490,10018871,31.52,SO,PC,102296,  ,00001,DS,   ,  ,100768,101557,          ,4
213703,10003795,424.92,SO,CR,102298,  ,00001,   ,   ,  ,101224,101556,PAULA,4
213911,10020927,232.79,SO,CR,102302,  ,00001,DS,   ,  ,101015,12020,CASSIE,4
214145,10025919,76.09,SO,CR,102303,  ,00001,   ,   ,  ,100786,85030,          ,4
215040,10025552,268.45,SO,CR,102316,  ,00001,DS,   ,  ,101963,101963,PURCHASING,4
215298,10015793,22.2,SO,CR,102319,  ,00001,   ,   ,  ,101492,101552,MARK,4
200096,10022725,0,CO,CR,102149,  ,00001,   ,   ,  ,557,557,          ,   
200537,10020927,0,CO,CR,102269,  ,00001,   ,   ,  ,101122,12020,          ,   
200998,10021485,53626,SO,CR,102058,  ,00001,   ,   ,  ,101431,353,          ,2
201213,10014546,227.16,SO,CR,102091,  ,00001,   ,   ,  ,27450,27450,          ,3
201420,10026606,2375.32,SO,PC,102105,  ,00001,   ,   ,  ,100983,101557,          ,2
201643,10018871,892.78,SO,PC,102114,  ,00001,   ,   ,  ,100956,101557,          ,2
201836,10002506,16.05,SO,CR,102119,  ,00001,   ,   ,  ,100949,78306,MARK,4
202042,10022732,3317.63,SO,CR,102121,  ,00001,   ,   ,  ,101268,30,JULIE,2
202233,10002506,257.18,SO,CR,102123,  ,00001,   ,   ,  ,101162,78306,PETE,6
202622,10025051,83.66,SO,CR,102129,  ,00001,   ,   ,  ,84920,84920,PURCHASING,3
202819,10025025,10,SO,CR,102133,  ,00001,   ,   ,  ,101203,16450,          ,4
203020,10006862,72.05,SO,CR,102135,  ,00001,   ,   ,  ,101156,101560,JIM,4
203222,10006862,0,SO,CR,102137,  ,00001,   ,   ,  ,46761,101560,          ,3
203421,10013232,25.02,SO,CR,102141,  ,00001,   ,   ,  ,100771,9405,GERRY,4
204609,10015495,33.13,SO,CR,102161,  ,00001,DS,   ,  ,101579,101548,          ,4
204806,10014804,91.33,SO,CR,102163,  ,00001,   ,   ,  ,101073,101556,BILL,4
205002,10009985,609.96,SO,CR,102165,  ,00001,DS,   ,  ,101263,101551,          ,2
205207,10023715,235.58,SO,CR,102170,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
205403,10000460,46.6,SO,CR,102172,  ,00001,DS,   ,  ,63850,63850,PURCHASING,4
205600,10009985,155.12,SO,CR,102176,  ,00001,DS,   ,  ,101263,101551,          ,2
205996,10010886,5390.22,SO,CR,102183,  ,00001,   ,   ,  ,1400,1400,          ,3
206389,10025025,12.86,SO,CR,102191,  ,00001,   ,   ,  ,101005,16450,          ,4
206797,10012715,126.3,SO,CR,102197,  ,00001,DS,   ,  ,101415,101559,          ,2
206995,10016588,0,SO,CR,102200,  ,00001,   ,   ,  ,79950,79950,          ,6
207575,10009631,124.14,SO,CR,102210,  ,00001,DS,   ,  ,89084,89084,PURCHASING,4
207781,10025919,139.71,SO,CR,102212,  ,00001,DS,   ,  ,101528,85030,CHRISTINA,4
207969,10014546,286.24,SO,CR,102217,  ,00001,   ,   ,  ,27450,27450,SIMON,3
208160,10021911,173.1,SO,CR,102219,  ,00001,   ,   ,  ,100780,93780,          ,4
208542,10025919,16.86,SO,CR,102224,  ,00001,DS,   ,  ,100850,85030,          ,4
208933,10024006,111.31,SO,CR,102231,  ,00001,   ,   ,  ,101095,521,KEN G.,3
209136,10000460,42.24,SO,CR,102232,  ,00001,DS,   ,  ,63850,63850,PURCHASING,4
209349,10025919,32.45,SO,CR,102234,  ,00001,   ,   ,  ,101028,85030,PURCHASING,4
209732,10018871,5536.91,SO,PC,102241,  ,00001,   ,   ,  ,100956,101557,          ,2
210110,10009631,91.75,SO,CR,102247,  ,00001,DS,   ,  ,89084,89084,SEAN,4
210690,10025264,8.95,SO,CR,102256,  ,00001,   ,   ,  ,101140,94390,MIKE,4
211093,10019897,947.74,SO,CR,102261,  ,00001,DS,   ,  ,27350,27350,LUPE,4
211486,10025919,73.08,SO,CR,102267,  ,00001,   ,   ,  ,101194,85030,          ,4
211678,10025919,7373.2,SO,CR,102269,  ,00001,   ,   ,  ,101137,85030,          ,3
212082,10021977,17.57,SO,CR,102276,  ,00001,DS,   ,  ,101242,101564,          ,4
212865,10023715,24.89,SO,CR,102287,  ,00001,DS,   ,  ,100849,101551,          ,2
213076,10025919,189.3,SO,CR,102289,  ,00001,   ,   ,  ,100850,85030,          ,4
213279,10026839,4.12,SO,CR,102294,  ,00001,DS,   ,  ,102237,101551,          ,2
213491,10021986,622.02,SO,CR,102296,  ,00001,DS,   ,  ,14303,101554,          ,2
213705,10025033,318.92,SO,CR,102298,  ,00001,   ,   ,  ,346,346,ALAN,4
200030,10009654,0,CO,CR,102123,  ,00001,   ,   ,  ,358,358,          ,   
200191,10017036,0,CO,CR,102177,  ,00001,   ,   ,  ,580,580,RETURNS,   
201000,10025025,480.07,SO,CR,102058,  ,00001,   ,   ,  ,101005,16450,          ,3
201214,10012425,6420.92,SO,CR,102091,  ,00001,   ,   ,  ,100750,482,          ,3
201644,10025495,413.62,SO,CR,102114,  ,00001,   ,   ,  ,100898,8200,          ,3
202234,10025243,168.36,SO,CR,102123,  ,00001,   ,   ,  ,101319,525,MIKE,4
202430,10009631,128.57,SO,CR,102127,  ,00001,DS,   ,  ,89084,89084,BRIAN,4
202623,10025025,31.88,SO,CR,102129,  ,00001,   ,   ,  ,100851,16450,          ,4
202820,10002506,209.22,SO,CR,102133,  ,00001,   ,   ,  ,100949,78306,ARRON,4
203223,10012234,133.24,SO,CR,102137,  ,00001,   ,   ,  ,101070,79420,          ,4
203819,10020192,172.65,SO,CR,102148,  ,00001,   ,   ,  ,13365,101552,PURCHASING,6
204213,10023715,41.16,SO,CR,102154,  ,00001,DS,   ,  ,100849,101551,          ,4
204610,10015495,119.67,SO,CR,102161,  ,00001,DS,   ,  ,101172,101548,          ,4
204808,10023538,889.23,SO,CR,102163,  ,00001,   ,   ,  ,101257,76,FAX,3
205208,10021911,163.07,SO,CR,102170,  ,00001,   ,   ,  ,100780,93780,KENNETH,4
206799,10024248,6.48,SO,CR,102197,  ,00001,   ,   ,  ,100966,65800,          ,6
207385,10023715,124.88,SO,CR,102206,  ,00001,DS,   ,  ,100849,101551,          ,2
207576,10000466,1059.16,SO,CR,102210,  ,00001,   ,   ,  ,27005,27005,          ,4
208161,10023715,1137.1,SO,CR,102219,  ,00001,DS,   ,  ,100849,101551,          ,2
208543,10024248,57.28,SO,CR,102225,  ,00001,   ,   ,  ,100966,65800,ROY,6
208746,10025033,12.37,SO,CR,102227,  ,00001,DS,   ,  ,346,346,BILL,4
208934,10013238,10.48,SO,CR,102231,  ,00001,   ,   ,  ,101036,301,FAX,2
209137,10025560,119.91,SO,CR,102232,  ,00001,DS,   ,  ,93785,93785,PURCHASING,4
209350,10024270,8801.25,SO,CR,102234,  ,00001,   ,   ,  ,101805,4,PURCHASING,3
209542,10020184,22953.39,SO,PC,102239,  ,00001,   ,   ,  ,61620,61620,          ,2
209733,10017036,49.03,SO,CR,102241,  ,00001,   ,   ,  ,580,580,FAX,4
217751,10018871,1818.83,SO,PC,102021,  ,00001,   ,   ,  ,100956,101557,          ,2
210691,10026078,219.36,SO,CR,102256,  ,00001,   ,   ,  ,100830,62150,NICK,4
210891,10009631,170.04,SO,CR,102260,  ,00001,DS,   ,  ,89084,89084,SHAWN,4
211094,10025285,75.31,SO,CR,102261,  ,00001,   ,   ,  ,558,558,TIM,4
211679,10025919,7213.62,SO,CR,102269,  ,00001,   ,   ,  ,101028,85030,          ,3
212083,10021977,37.07,SO,CR,102276,  ,00001,DS,   ,  ,101242,101564,          ,4
213077,10025919,6.89,SO,CR,102289,  ,00001,   ,   ,  ,100850,85030,          ,4
213280,10013238,7466.47,SO,CR,102294,  ,00001,   ,   ,  ,101219,301,FAX,3
213492,10017638,32.36,SO,CR,102296,  ,00001,DS,   ,  ,101713,244,          ,4
213913,10025049,27.63,SO,CR,102302,  ,00001,DS,   ,  ,93330,93330,WALK-IN,6
214148,10025919,976.93,SO,CR,102303,  ,00001,   ,   ,  ,85030,85030,          ,4
214349,10025552,874.66,SO,CR,102308,  ,00001,DS,   ,  ,101963,101963,PURCHASING,4
214579,10025919,68.78,SO,CR,102310,  ,00001,DS,   ,  ,85030,85030,          ,4
200118,10025025,0,CO,CR,102162,  ,00001,   ,   ,  ,100851,16450,          ,   
200192,10021470,0,CO,CR,102177,  ,00001,   ,   ,  ,36000,36000,          ,   
200539,10010912,0,CO,CR,102270,  ,00001,   ,   ,  ,100778,85520,          ,   
200665,10017828,0,CO,CR,102302,  ,00001,DS,   ,  ,101184,97700,RETURNS,   
201215,10012425,14593,SO,CR,102091,  ,00001,   ,   ,  ,100750,482,          ,3
201422,10025036,258.54,SO,CR,102105,  ,00001,   ,   ,  ,102,102,          ,4
201645,10018871,712.8,SO,PC,102114,  ,00001,   ,   ,  ,100956,101557,          ,2
202624,10026078,25.83,SO,CR,102129,  ,00001,   ,   ,  ,100830,62150,PURCHASING,4
202821,10025025,32.86,SO,CR,102133,  ,00001,   ,   ,  ,101005,16450,          ,4
203224,10014804,3.27,SO,CR,102137,  ,00001,   ,   ,  ,100947,101556,KARL,4
203423,10025919,210.8,SO,CR,102141,  ,00001,DS,   ,  ,85030,85030,PURCHASING,4
203820,10014047,20.61,SO,CR,102148,  ,00001,DS,   ,  ,374,374,BURT,4
204214,10021911,58.1,SO,CR,102154,  ,00001,   ,   ,  ,100780,93780,          ,3
204417,10021470,33.69,SO,CR,102156,  ,00001,DS,   ,  ,36000,36000,DONNA,4
204611,10015495,46.9,SO,CR,102161,  ,00001,DS,   ,  ,101172,101548,          ,4
204810,10022725,5853.62,SO,CR,102163,  ,00001,   ,   ,  ,557,557,PURCHASING,3
205209,10012422,16.61,SO,CR,102170,  ,00001,DS,   ,  ,101086,578,JOHN L.,4
205998,10002506,40.52,SO,CR,102183,  ,00001,   ,   ,  ,100878,78306,DAN,4
206192,10009657,7330.48,SO,CR,102189,  ,00001,   ,   ,  ,123,123,FAX,3
206391,10002506,62.09,SO,CR,102191,  ,00001,   ,   ,  ,101162,78306,          ,6
207192,10025919,901.73,SO,CR,102204,  ,00001,   ,   ,  ,100840,85030,          ,4
207577,10025919,29.66,SO,CR,102210,  ,00001,   ,   ,  ,101647,85030,PURCHASING,4
207783,10023221,190.41,SO,CR,102212,  ,00001,   ,   ,  ,101048,101564,          ,4
208162,10015793,71.95,SO,CR,102219,  ,00001,   ,   ,  ,101492,101552,MARK,4
208355,10023003,1433.06,SO,CR,102221,  ,00001,DS,   ,  ,79500,79500,CAROL B.,4
208747,10026336,169.5,SO,CR,102227,  ,00001,   ,   ,  ,100793,49465,PURCHASING,3
208935,10013238,39.31,SO,CR,102231,  ,00001,   ,   ,  ,101219,301,FAX,2
209138,10009985,25.72,SO,CR,102232,  ,00001,DS,   ,  ,101263,101551,PURCHASING,2
209351,10025034,227.6,SO,CR,102234,  ,00001,   ,   ,  ,279,279,CARRIE,4
209543,10026336,86.54,SO,CR,102239,  ,00001,   ,   ,  ,100793,49465,JSL,4
209923,10023715,140.05,SO,CR,102246,  ,00001,DS,   ,  ,100849,101551,          ,2
210111,10018871,16914.74,SO,PC,102247,  ,00001,   ,   ,  ,100956,101557,          ,2
210692,10026078,70.34,SO,CR,102256,  ,00001,   ,   ,  ,100830,62150,NICK,4
210892,10000472,188.32,SO,CR,102260,  ,00001,   ,   ,  ,583,583,PURCHASING,3
211095,10016588,534.33,SO,CR,102261,  ,00001,DS,   ,  ,79950,79950,          ,4
211488,10023715,336.23,SO,CR,102267,  ,00001,DS,   ,  ,100849,101551,          ,2
211873,10007122,78.49,SO,CR,102274,  ,00001,   ,   ,  ,18331,101556,          ,4
212084,10021977,9.26,SO,CR,102276,  ,00001,DS,   ,  ,101242,101564,          ,4
212468,10024248,141.73,SO,CR,102281,  ,00001,   ,   ,  ,100966,65800,          ,6
212670,10019942,3702.86,SO,CR,102284,  ,00001,   ,   ,  ,526,526,AMBER,3
213281,10023715,124.88,SO,CR,102294,  ,00001,DS,   ,  ,100849,101551,          ,2
214149,10025919,91.69,SO,CR,102303,  ,00001,DS,   ,  ,85030,85030,          ,4
214580,10023715,249.77,SO,CR,102310,  ,00001,DS,   ,  ,100849,101551,          ,2
214812,10025264,122.39,SO,CR,102312,  ,00001,DS,   ,  ,94390,94390,SCOTT,4
215042,10025919,49.95,SO,CR,102316,  ,00001,   ,   ,  ,102450,85030,          ,4
215302,10021470,84.06,SO,CR,102319,  ,00001,DS,   ,  ,36000,36000,DONNA,4
200193,10024006,0,CO,CR,102177,  ,00001,   ,   ,  ,101095,521,          ,   
200302,10000455,0,CO,CR,102205,  ,00001,   ,   ,  ,89053,89053,RETURNS,   
200666,10025049,0,CO,CR,102302,  ,00001,DS,   ,  ,93330,93330,RETURNS,   
201003,10023524,103.41,SO,CR,102059,  ,00001,   ,   ,  ,101310,15000,          ,3
201216,10023524,0,SO,CR,102091,  ,00001,   ,   ,  ,101310,15000,          ,3
201424,10026078,550.52,SO,CR,102105,  ,00001,   ,   ,  ,100830,62150,          ,6
201646,10018871,664.22,SO,PC,102114,  ,00001,   ,   ,  ,101521,101557,          ,4
201839,10002506,0,SO,CR,102119,  ,00001,   ,   ,  ,100923,78306,          ,3
202045,10022732,1319.94,SO,CR,102147,  ,00001,   ,   ,  ,101268,30,JULIE,3
202236,10020445,531.19,SO,CR,102123,  ,00001,   ,   ,  ,101313,35695,PATTY,4
203023,10025021,997.85,SO,CR,102135,  ,00001,   ,   ,  ,58180,101562,SHAWN K.,3
216214,10014546,133.37,SO,CR,102003,  ,00001,   ,   ,  ,27450,27450,SIMON,3
216418,10011734,59.94,SO,CR,102045,  ,00001,   ,   ,  ,100866,2714,PURCHASING,3
216611,10023715,471.43,SO,CR,102007,  ,00001,DS,   ,  ,100849,101551,          ,2
217065,10020927,35.66,SO,CR,102008,  ,00001,DS,   ,  ,101015,12020,          ,4
217585,10011981,72.93,SO,CR,102017,  ,00001,   ,   ,  ,100759,56900,BOB,4
217755,10018871,8558.23,SO,PC,102021,  ,00001,   ,   ,  ,100956,101557,          ,2
217932,10021977,146.3,SO,CR,102023,  ,00001,DS,   ,  ,101242,101564,          ,4
218954,10017638,279.86,SO,CR,102042,  ,00001,   ,   ,  ,100828,244,          ,3
219121,10025778,0,SO,CR,102044,  ,00001,DS,   ,  ,89044,89044,          ,3
220090,10017638,86.33,SO,CR,102060,  ,00001,   ,   ,  ,101251,244,          ,4
220260,10016588,57.98,SO,CR,102065,  ,00001,DS,   ,  ,79950,79950,          ,4
203424,10025919,176,SO,CR,102141,  ,00001,   ,   ,  ,101028,85030,PURCHASING,3
203621,10021911,21.86,SO,CR,102143,  ,00001,   ,   ,  ,100780,93780,          ,6
203821,10002506,168.18,SO,CR,102148,  ,00001,   ,   ,  ,100949,78306,DWANE,4
204024,10014264,2154.67,SO,CR,102151,  ,00001,   ,   ,  ,100932,238,LARRY S.,2
204215,10025495,47.86,SO,CR,102154,  ,00001,   ,   ,  ,100898,8200,JOHN,3
204418,10025049,0,SO,CR,102156,  ,00001,   ,   ,  ,93330,93330,          ,   
205210,10012422,18.73,SO,CR,102170,  ,00001,DS,   ,  ,101086,578,KEVIN,4
205406,10021986,466.9,SO,CR,102172,  ,00001,DS,   ,  ,14303,101554,          ,2
205999,10002506,73.24,SO,CR,102183,  ,00001,   ,   ,  ,100878,78306,DAN,6
206193,10020914,255.69,SO,CR,102189,  ,00001,   ,   ,  ,101458,70950,          ,4
206392,10022732,0,SO,CR,102191,  ,00001,DS,   ,  ,101268,30,          ,3
206803,10018871,4332.91,SO,PC,102197,  ,00001,   ,   ,  ,100956,101557,          ,2
207193,10025919,102.89,SO,CR,102204,  ,00001,   ,   ,  ,100840,85030,          ,4
207387,10009985,149.15,SO,CR,102206,  ,00001,DS,   ,  ,101263,101551,          ,2
207578,10016548,146.93,SO,CR,102210,  ,00001,DS,   ,  ,86075,86075,JOSH,4
207784,10010914,37.8,SO,CR,102212,  ,00001,DS,   ,  ,100823,101564,          ,4
207972,10026291,36.64,SO,CR,102217,  ,00001,   ,   ,  ,84250,84250,GENE,4
208163,10015275,160.39,SO,CR,102219,  ,00001,   ,   ,  ,58188,101562,WILLIAM J.,4
208748,10015495,102.41,SO,CR,102227,  ,00001,DS,   ,  ,101579,101548,LAURE,4
208936,10010912,0,SO,CR,102231,  ,00001,   ,   ,  ,100778,85520,          ,3
209139,10024248,176,SO,CR,102232,  ,00001,   ,   ,  ,100966,65800,ROY E,6
209352,10021911,266.16,SO,CR,102234,  ,00001,   ,   ,  ,100780,93780,KENNETH,4
209544,10025061,176.9,SO,CR,102239,  ,00001,   ,   ,  ,100872,17820,BILL,4
209735,10025049,0,SO,CR,102241,  ,00001,DS,   ,  ,93330,93330,          ,6
209925,10023715,137.49,SO,CR,102246,  ,00001,DS,   ,  ,100849,101551,          ,2
210893,10025583,1249.08,SO,CR,102260,  ,00001,   ,   ,  ,433,433,WENDY,4
211096,10016548,14.14,SO,CR,102261,  ,00001,   ,   ,  ,86075,86075,BRAXTON,4
211283,10024248,128.65,SO,CR,102263,  ,00001,   ,   ,  ,100966,65800,          ,6
211489,10024260,7737.51,SO,CR,102267,  ,00001,   ,   ,  ,101475,1600,PURCHASING,3
211681,10025919,6800.58,SO,CR,102269,  ,00001,   ,   ,  ,100840,85030,          ,3
212085,10016858,857.2,SO,CR,102276,  ,00001,DS,   ,  ,2050,2050,          ,2
212273,10021936,72.45,SO,CR,102280,  ,00001,   ,   ,  ,71433,71433,CHARLES,4
212469,10009985,68.9,SO,CR,102281,  ,00001,DS,   ,  ,101263,101551,          ,2
218442,10002506,0,SO,CR,102032,  ,00001,   ,   ,  ,100808,78306,DENNIS,3
212869,10023447,9.6,SO,CR,102287,  ,00001,   ,   ,  ,101578,101548,          ,4
213079,10025919,654.48,SO,CR,102289,  ,00001,DS,   ,  ,85030,85030,          ,4
213282,10013238,3481.78,SO,CR,102294,  ,00001,   ,   ,  ,101261,301,FAX,3
213494,10012422,307.8,SO,CR,102296,  ,00001,   ,   ,  ,101086,578,          ,3
213708,10025049,27.21,SO,CR,102298,  ,00001,   ,   ,  ,93330,93330,          ,6
214150,10025919,208.25,SO,CR,102303,  ,00001,DS,   ,  ,85030,85030,          ,4
214581,10023715,64.56,SO,CR,102310,  ,00001,DS,   ,  ,100849,101551,          ,2
215043,10023221,379.7,SO,CR,102316,  ,00001,DS,   ,  ,101048,101564,          ,4
200194,10020914,0,CO,CR,102177,  ,00001,   ,   ,  ,101458,70950,          ,   
200303,10019665,0,CO,CR,102205,  ,00001,   ,   ,  ,91900,91900,RETURNS,   
200667,10019942,0,CO,CR,102302,  ,00001,   ,   ,  ,526,526,          ,   
200730,10015030,0,CO,CR,102318,  ,00001,   ,   ,  ,101090,489,STEVE,   
201004,10013188,181.55,SO,CR,102059,  ,00001,   ,   ,  ,100912,12640,          ,3
201217,10012425,14593,SO,CR,102091,  ,00001,   ,   ,  ,100750,482,          ,3
201647,10015275,37.67,SO,CR,102114,  ,00001,   ,   ,  ,58188,58188,          ,4
201840,10013238,126.14,SO,CR,102119,  ,00001,   ,   ,  ,101219,301,FAX,2
202046,10015793,0,SO,CR,102121,  ,00001,   ,   ,  ,101492,101552,MARK,6
202626,10000481,584.81,SO,CR,102129,  ,00001,   ,   ,  ,101112,138,          ,4
202823,10015793,177.94,SO,CR,102133,  ,00001,   ,   ,  ,101492,101552,          ,6
203024,10024270,8784.99,SO,CR,102135,  ,00001,   ,   ,  ,4,4,T NELSON,3
203225,10019388,0,SO,CR,102137,  ,00001,   ,   ,  ,577,577,HAROLD,3
203425,10014739,103.89,SO,CR,102141,  ,00001,DS,   ,  ,148,148,          ,4
203622,10026581,45.13,SO,CR,102143,  ,00001,   ,   ,  ,101080,280,          ,4
203822,10025264,134.48,SO,CR,102148,  ,00001,   ,   ,  ,94390,94390,RUBEN,4
204216,10009631,239.3,SO,CR,102154,  ,00001,DS,   ,  ,89084,89084,STEVE,4
204419,10025495,9.04,SO,CR,102156,  ,00001,   ,   ,  ,100898,8200,BOBBY C.,3
205005,10023003,141.54,SO,CR,102165,  ,00001,   ,   ,  ,79500,79500,CAROL B.,4
205407,10023221,273.65,SO,CR,102172,  ,00001,DS,   ,  ,101048,101564,          ,4
205604,10002506,77.85,SO,CR,102176,  ,00001,   ,   ,  ,101094,78306,          ,4
205803,10007121,589.71,SO,CR,102179,  ,00001,   ,   ,  ,27448,27448,KRIS,4
206000,10025791,1300.86,SO,CR,102183,  ,00001,   ,   ,  ,101543,31390,SHONETTE,3
206194,10002506,168.18,SO,CR,102189,  ,00001,   ,   ,  ,100756,78306,          ,4
206393,10025560,93.12,SO,CR,102191,  ,00001,DS,   ,  ,93785,93785,          ,4
206587,10000478,69.25,SO,CR,102193,  ,00001,   ,   ,  ,402,402,FAX,3
206999,10026839,255,SO,CR,102200,  ,00001,DS,   ,  ,48,101551,          ,2
207388,10026839,146.63,SO,CR,102206,  ,00001,DS,   ,  ,48,101551,          ,2
208164,10025025,163.29,SO,CR,102219,  ,00001,   ,   ,  ,16450,16450,          ,4
208357,10015793,138.03,SO,CR,102221,  ,00001,   ,   ,  ,101492,101552,SHAWN,4
208749,10015495,8.04,SO,CR,102227,  ,00001,DS,   ,  ,101579,101548,LAURE,4
209140,10009985,256.07,SO,CR,102232,  ,00001,DS,   ,  ,101263,101551,PURCHASING,2
209545,10010912,0,SO,CR,102239,  ,00001,DS,   ,  ,100778,85520,          ,3
209736,10025552,875.52,SO,CR,102241,  ,00001,DS,   ,  ,101963,101963,PURCHASING,4
209926,10025919,745.52,SO,CR,102246,  ,00001,   ,   ,  ,100840,85030,          ,4
210894,10025583,821.84,SO,CR,102260,  ,00001,   ,   ,  ,433,433,WENDY,4
211097,10025552,391.1,SO,CR,102261,  ,00001,DS,   ,  ,101963,101963,PURCHASING,3
211284,10021911,82.26,SO,CR,102263,  ,00001,   ,   ,  ,100780,93780,          ,6
211490,10009985,51.23,SO,CR,102267,  ,00001,DS,   ,  ,101263,101551,          ,2
211682,10020927,112.91,SO,CR,102269,  ,00001,DS,   ,  ,101015,12020,CASSIE,4
211876,10009660,0,SO,CR,102274,  ,00001,   ,   ,  ,102104,102103,          ,3
212086,10023221,24.51,SO,CR,102276,  ,00001,DS,   ,  ,101048,101564,          ,4
212470,10025919,241.89,SO,CR,102281,  ,00001,DS,   ,  ,85030,85030,          ,4
212671,10025552,276.3,SO,CR,102284,  ,00001,DS,   ,  ,101963,101963,PURCHASING,4
213080,10023275,56.1,SO,CR,102289,  ,00001,   ,   ,  ,100790,554,DARRELL,6
213283,10023715,47.17,SO,CR,102294,  ,00001,DS,   ,  ,100849,101551,          ,2
213495,10000460,29.25,SO,CR,102296,  ,00001,DS,   ,  ,63850,63850,MARSHALL,4
213709,10017072,68.39,SO,CR,102298,  ,00001,DS,   ,  ,56170,101561,          ,4
213916,10024499,121.17,SO,CR,102302,  ,00001,   ,   ,  ,83010,83010,          ,4
214151,10022730,7082.9,SO,CR,102304,  ,00001,   ,   ,  ,156,156,          ,3
214814,10000475,0,SO,CR,102312,  ,00001,   ,   ,  ,448,448,          ,3
215044,10021977,13.49,SO,CR,102316,  ,00001,DS,   ,  ,101242,101564,          ,4
200195,10021470,0,CO,CR,102177,  ,00001,   ,   ,  ,36000,36000,          ,   
200304,10023003,0,CO,CR,102205,  ,00001,DS,   ,  ,79500,79500,          ,   
