AggKey,YTD Sales Amount,LY YTD Sales Amount,TM Sales Amount,LY TM Sales Amount,LY Tot Sales Amount,YTD Sales Margin Amount,LY YTD Sales Margin Amount,TM Sales Margin Amount,LY TM Sales Margin Amount,LY Tot Sales Margin Amount,Current Open Amount,Current BackOrder Amount,Current Backlog Amount
132-10007123-32721,$221,$0,$89,$0,$0,$144,$0,$58,$0,$0,0,0,0
132-10007123-61145,$183,$0,$0,$0,$0,$49,$0,$0,$0,$0,0,0,0
132-10007123-39190,$107,$0,$0,$0,$0,$30,$0,$0,$0,$0,0,0,0
132-10007123-29753,$127,$0,$0,$0,$0,$35,$0,$0,$0,$0,0,0,0
127-10010974-28430,$0,$0,$0,$0,$0,($30),$0,$0,$0,$0,0,0,0
127-10010974-13848,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
152-10021418-13874,$3,$0,$0,$0,$0,$3,$0,$0,$0,$0,0,0,0
175-10009643-29062,$94,$0,$0,$0,$0,$48,$0,$0,$0,$0,0,0,0
180-10017638-61260,$94,$0,$0,$0,$0,$30,$0,$0,$0,$0,0,0,0
180-10017638-61755,$430,$0,$0,$0,$0,$35,$0,$0,$0,$0,0,0,0
118-10010935-40619,$0,$0,$0,$0,$0,($327),$0,$0,$0,$0,0,0,0
118-10010935-27550,"$2,298",$0,$0,$0,$0,"$1,088",$0,$0,$0,$0,0,0,0
118-10010935-64008,"$4,227",$0,$0,$0,$0,"$2,056",$0,$0,$0,$0,0,0,0
118-10010935-64009,"$5,667",$0,$0,$0,$0,"$1,912",$0,$0,$0,$0,0,0,0
118-10010935-64798,"$4,049",$0,$0,$0,$0,"$1,696",$0,$0,$0,$0,0,0,0
167-10016542-40633,$0,$0,$0,$0,$0,($15),$0,$0,$0,$0,0,0,0
139-10021911-37225,$133,$0,$0,$0,$0,$42,$0,$0,$0,$0,0,0,0
139-10021911-220005,$8,$0,$0,$0,$0,$2,$0,$0,$0,$0,0,0,0
139-10021911-220520,$55,$0,$0,$0,$0,$33,$0,$0,$0,$0,0,0,0
139-10021911-37880,$110,$0,$0,$0,$0,$50,$0,$0,$0,$0,0,0,0
139-10021911-15276,$54,$0,$0,$0,$0,$42,$0,$0,$0,$0,0,0,0
139-10021911-30746,$73,$0,$0,$0,$0,$26,$0,$0,$0,$0,0,0,0
139-10021911-39190,$297,$0,$0,$0,$0,$67,$0,$0,$0,$0,0,0,0
139-10021911-61095,$68,$0,$0,$0,$0,$20,$0,$0,$0,$0,0,0,0
139-10021911-37215,$145,$0,$0,$0,$0,$46,$0,$0,$0,$0,0,0,0
139-10021911-28739,$167,$0,$0,$0,$0,$49,$0,$0,$0,$0,0,0,0
139-10021911-11714,$12,$0,$0,$0,$0,$9,$0,$0,$0,$0,0,0,0
139-10021911-18430,$298,$0,$0,$0,$0,$155,$0,$0,$0,$0,0,0,0
139-10021911-63664,$342,$0,$0,$0,$0,$101,$0,$0,$0,$0,0,0,0
139-10021911-30090,$134,$0,$0,$0,$0,$68,$0,$0,$0,$0,0,0,0
139-10021911-30211,$96,$0,$0,$0,$0,$37,$0,$0,$0,$0,0,0,0
139-10021911-34699,$207,$0,$0,$0,$0,$58,$0,$0,$0,$0,0,0,0
139-10021911-63570,$96,$0,$0,$0,$0,$55,$0,$0,$0,$0,0,0,0
139-10021911-63490,$93,$0,$0,$0,$0,$67,$0,$0,$0,$0,0,0,0
139-10021911-13047,$65,$0,$0,$0,$0,$24,$0,$0,$0,$0,0,0,0
139-10021911-38826,$473,$0,$0,$0,$0,$324,$0,$0,$0,$0,0,0,0
139-10021911-7536,$146,$0,$0,$0,$0,$90,$0,$0,$0,$0,0,0,0
139-10021911-28751,$124,$0,$64,$0,$0,$52,$0,$33,$0,$0,0,0,0
139-10021911-61501,$200,$0,$0,$0,$0,$16,$0,$0,$0,$0,0,0,0
139-10021911-61145,$341,$0,$0,$0,$0,$73,$0,$0,$0,$0,0,0,0
139-10021911-60449,$367,$0,$0,$0,$0,$153,$0,$0,$0,$0,0,0,0
139-10021911-63663,$450,$0,$0,$0,$0,$186,$0,$0,$0,$0,0,0,0
139-10021911-34035,$160,$0,$0,$0,$0,$75,$0,$0,$0,$0,0,0,0
139-10021911-29312,$70,$0,$0,$0,$0,$31,$0,$0,$0,$0,0,0,0
139-10021911-60442,$731,$0,$0,$0,$0,$137,$0,$0,$0,$0,0,0,0
139-10021911-38050,$638,$0,$0,$0,$0,$207,$0,$0,$0,$0,0,0,0
139-10021911-38076,$872,$0,$0,$0,$0,$525,$0,$0,$0,$0,0,0,0
139-10021911-34901,$27,$0,$0,$0,$0,$15,$0,$0,$0,$0,0,0,0
113-10027381-63663,$319,$0,$0,$0,$0,$143,$0,$0,$0,$0,0,0,0
120-10020445-30146,$54,$0,$0,$0,$0,$22,$0,$0,$0,$0,0,0,0
120-10020445-11689,$68,$0,$0,$0,$0,$48,$0,$0,$0,$0,0,0,0
120-10020445-34595,$4,$0,$0,$0,$0,$3,$0,$0,$0,$0,0,0,0
120-10020445-19744,$109,$0,$0,$0,$0,$75,$0,$0,$0,$0,0,0,0
120-10020445-63058,$88,$0,$0,$0,$0,$41,$0,$0,$0,$0,0,0,0
120-10020445-39020,$68,$0,$0,$0,$0,$23,$0,$0,$0,$0,0,0,0
120-10020445-64545,$145,$0,$0,$0,$0,($58),$0,$0,$0,$0,0,0,0
120-10020445-31700,$122,$0,$0,$0,$0,$44,$0,$0,$0,$0,0,0,0
120-10020445-33088,$95,$0,$0,$0,$0,$62,$0,$0,$0,$0,0,0,0
120-10020445-63664,$342,$0,$0,$0,$0,$101,$0,$0,$0,$0,0,0,0
120-10020445-64425,$135,$0,$0,$0,$0,($61),$0,$0,$0,$0,0,0,0
120-10020445-33547,$66,$0,$0,$0,$0,$21,$0,$0,$0,$0,0,0,0
120-10020445-63570,$96,$0,$0,$0,$0,$55,$0,$0,$0,$0,0,0,0
120-10020445-63663,$150,$0,$0,$0,$0,$62,$0,$0,$0,$0,0,0,0
120-10020445-35095,$150,$0,$0,$0,$0,$74,$0,$0,$0,$0,0,0,0
120-10020445-13047,$87,$0,$0,$0,$0,$32,$0,$0,$0,$0,0,0,0
120-10020445-39116,$892,$0,$0,$0,$0,$252,$0,$0,$0,$0,0,0,0
120-10020445-7536,$146,$0,$0,$0,$0,$90,$0,$0,$0,$0,0,0,0
120-10020445-48500,"$1,804",$0,$0,$0,$0,$823,$0,$0,$0,$0,0,0,0
120-10020445-25300,$436,$0,$0,$0,$0,$212,$0,$0,$0,$0,0,0,0
111-10002709-28929,$22,$0,$0,$0,$0,$14,$0,$0,$0,$0,0,0,0
158-10018867-34848,$17,$0,$0,$0,$0,$10,$0,$0,$0,$0,0,0,0
125-10019942-39969,$12,$0,$0,$0,$0,$8,$0,$0,$0,$0,0,0,0
170-10013188-6779,$0,$0,$0,$0,$0,($0),$0,$0,$0,$0,0,0,0
170-10013188-2002,$0,$0,$0,$0,$0,($0),$0,$0,$0,$0,0,0,0
170-10013188-29060,$0,$0,$0,$0,$0,($0),$0,$0,$0,$0,0,0,0
170-10013188-22062,$0,$0,$0,$0,$0,($0),$0,$0,$0,$0,0,0,0
170-10013188-63663,$233,$0,$0,$0,$0,$145,$0,$0,$0,$0,0,0,0
155-10016784-39087,$30,$0,$0,$0,$0,$24,$0,$0,$0,$0,0,0,0
155-10016784-39102,$22,$0,$0,$0,$0,$21,$0,$0,$0,$0,0,0,0
118-10010935-31682,$181,$0,$0,$0,$0,$109,$0,$0,$0,$0,0,0,0
118-10010935-7614,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
118-10010935-3962,$1,$0,$0,$0,$0,$1,$0,$0,$0,$0,0,0,0
118-10010935-26630,$3,$0,$0,$0,$0,$2,$0,$0,$0,$0,0,0,0
118-10010935-34526,$547,$0,$264,$0,$0,$366,$0,$204,$0,$0,0,0,0
118-10010935-7532,$94,$0,$0,$0,$0,$53,$0,$0,$0,$0,0,0,0
118-10010935-25625,$44,$0,$0,$0,$0,$35,$0,$0,$0,$0,0,0,0
118-10010935-26651,$388,$0,$0,$0,$0,$221,$0,$0,$0,$0,0,0,0
118-10010935-27343,$88,$0,$0,$0,$0,$43,$0,$0,$0,$0,0,0,0
118-10010935-36031,$124,$0,$62,$0,$0,$79,$0,$39,$0,$0,0,0,0
118-10010935-63744,$589,$0,$0,$0,$0,$206,$0,$0,$0,$0,0,0,0
118-10010935-62624,$589,$0,$0,$0,$0,$215,$0,$0,$0,$0,0,0,0
118-10010935-63559,$589,$0,$0,$0,$0,$209,$0,$0,$0,$0,0,0,0
118-10010935-61069,$165,$0,$0,$0,$0,$61,$0,$0,$0,$0,0,0,0
118-10010935-33223,$79,$0,$0,$0,$0,$37,$0,$0,$0,$0,0,0,0
125-10019942-29167,$57,$0,$0,$0,$0,$35,$0,$0,$0,$0,0,0,0
175-10009643-61743,$453,$0,$0,$0,$0,$64,$0,$0,$0,$0,0,0,0
124-10026522-39185,$303,$0,$0,$0,$0,$122,$0,$0,$0,$0,0,0,0
111-10025248-29165,$60,$0,$0,$0,$0,$37,$0,$0,$0,$0,0,0,0
111-10025248-29753,$128,$0,$0,$0,$0,$36,$0,$0,$0,$0,0,0,0
113-10027381-60035,$825,$0,$0,$0,$0,$287,$0,$0,$0,$0,0,0,0
108-10025302-29166,$82,$0,$82,$0,$0,$11,$0,$11,$0,$0,0,0,0
108-10025302-31700,$264,$0,$264,$0,$0,$107,$0,$107,$0,$0,0,0,0
108-10025302-28739,$182,$0,$182,$0,$0,$64,$0,$64,$0,$0,0,0,0
108-10025302-25300,$459,$0,$459,$0,$0,$236,$0,$236,$0,$0,0,0,0
108-10007566-63065,$135,$0,$135,$0,$0,$81,$0,$81,$0,$0,0,0,0
108-10025302-28781,$91,$0,$91,$0,$0,$43,$0,$43,$0,$0,0,0,0
105-10020639-60901,$62,$0,$62,$0,$0,$40,$0,$40,$0,$0,0,0,0
113-10027381-39529,$132,$0,$132,$0,$0,$44,$0,$44,$0,$0,0,0,0
118-10010935-28431,$150,$0,$150,$0,$0,$115,$0,$115,$0,$0,0,0,0
118-10010935-265032,"$1,169",$0,"$1,169",$0,$0,$561,$0,$561,$0,$0,0,0,0
118-10010935-37170,$105,$0,$105,$0,$0,$62,$0,$62,$0,$0,0,0,0
118-10010935-38007,"$1,212",$0,$606,$0,$0,$320,$0,$136,$0,$0,0,0,0
118-10010935-16296,$130,$0,$130,$0,$0,$92,$0,$92,$0,$0,0,0,0
130-10023489-28781,$178,$0,$89,$0,$0,$82,$0,$41,$0,$0,0,0,0
127-10025285-36300,$199,$0,$199,$0,$0,$136,$0,$136,$0,$0,0,0,0
180-10026299-15639,$41,$0,$41,$0,$0,$28,$0,$28,$0,$0,0,0,0
105-10020639-40637,$0,$0,$0,$0,$0,($5),$0,($5),$0,$0,0,0,0
105-10020639-915361,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
105-10020639-40636,$0,$0,$0,$0,$0,($27),$0,($27),$0,$0,0,0,0
105-10020639-915204,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025302-28771,$89,$0,$89,$0,$0,$36,$0,$36,$0,$0,0,0,0
127-10010974-63236,$0,$0,$0,$0,$0,($105),$0,($105),$0,$0,0,0,0
185-10010970-62595,$232,$0,$232,$0,$0,$9,$0,$9,$0,$0,0,0,0
158-10025515-38007,$597,$0,$597,$0,$0,$127,$0,$127,$0,$0,0,0,0
125-10019150-60035,$417,$0,$417,$0,$0,$156,$0,$156,$0,$0,0,0,0
180-10025296-47550,"$1,377",$0,"$1,377",$0,$0,$750,$0,$750,$0,$0,0,0,0
127-10010974-38076,$0,$0,$0,$0,$0,($122),$0,($122),$0,$0,0,0,0
158-10025515-604700,"$5,777",$0,"$5,777",$0,$0,"$2,321",$0,"$2,321",$0,$0,0,0,0
182-10008134-38402,$59,$0,$30,$0,$0,$18,$0,$9,$0,$0,0,0,0
173-10017314-32721,$45,$0,$45,$0,$0,$30,$0,$30,$0,$0,0,0,0
118-10010935-21012,$55,$0,$55,$0,$0,$47,$0,$47,$0,$0,0,0,0
118-10010935-5745,$6,$0,$6,$0,$0,$6,$0,$6,$0,$0,0,0,0
180-10026299-29878,$50,$0,$67,$0,$0,$2,$0,$21,$0,$0,0,0,0
109-10023241-29394,$266,$0,$266,$0,$0,$158,$0,$158,$0,$0,0,0,0
157-10024010-604700,$625,$0,$625,$0,$0,$241,$0,$241,$0,$0,0,0,0
161-10018890-63560,$167,$0,$167,$0,$0,$59,$0,$59,$0,$0,0,0,0
132-10012422-915400,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
142-10009657-63560,$177,$0,$177,$0,$0,$69,$0,$69,$0,$0,0,0,0
172-10021459-31702,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
170-10009654-32966,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
180-10026299-63098,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025302-37055,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10015275-61501,$425,$0,$425,$0,$0,$70,$0,$70,$0,$0,0,0,0
160-10015275-61145,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10015275-61500,$815,$0,$815,$0,$0,$169,$0,$169,$0,$0,0,0,0
160-10015275-32950,$73,$0,$0,$0,$73,$28,$0,$0,$0,$28,0,0,0
160-10015275-62510,$732,$0,$0,$0,$0,$357,$0,$0,$0,$0,0,0,0
167-10025269-21296,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10015275-63234,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10015275-27110,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
176-10025300-24336,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
176-10025300-25580,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
167-10020390-2040,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
167-10020390-20910,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
167-10020390-17801,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
153-10019617-31681,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
153-10019617-37175,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
158-10025515-61330,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
136-10023244-40631,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
117-10027348-21456,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025302-63253,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10023489-62949,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
111-10026861-30307,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
180-10026299-28771,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10025778-37774,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
105-10014779-61747,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10019942-35202,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
112-10023759-62949,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-38307,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10023489-63253,$591,$0,$591,$0,$0,$316,$0,$316,$0,$0,0,0,0
141-10025039-360012,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
159-10020915-21012,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
141-10025039-36029,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
159-10020915-25308,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
132-10024743-48500,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10019942-25985,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10023489-37132,$372,$0,$0,$0,$0,$77,$0,$0,$0,$0,0,0,0
125-10019942-30328,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10019942-14964,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10019942-30331,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10019942-24479,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10022750-63560,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
154-10000466-26734,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
154-10000466-39116,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
160-10015275-15640,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
182-10008134-29757,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
182-10008134-37060,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
182-10008134-27110,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
182-10008134-61080,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
182-10008134-29268,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
182-10008134-60442,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
176-10025300-28771,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
119-10024270-63894,"$109,624",$0,"$109,624",$0,$0,"$49,447",$0,"$49,447",$0,$0,0,0,0
172-10009156-36030,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
180-10017638-33541,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
157-10024010-21329,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-39290,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
141-10025039-62700,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
175-10026581-15236,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
175-10026581-61145,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
150-10015030-24335,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10021203-62027,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
115-10009907-21290,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
167-10025269-37677,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
167-10025269-34440,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
108-10025302-34287,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
170-10025264-26733,$211,$0,$0,$0,$0,$79,$0,$0,$0,$0,0,0,0
110-10009660-31150,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
110-10009660-34971,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
170-10013188-47550,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10027572-38772,$219,$0,$73,$0,$0,$64,$0,$23,$0,$0,0,0,0
181-10027572-22680,$256,$0,$107,$0,$0,$150,$0,$63,$0,$0,0,0,0
181-10027572-37170,$111,$0,$111,$0,$0,$68,$0,$68,$0,$0,0,0,0
181-10027572-17801,"$2,496",$0,"$2,496",$0,$0,"$1,159",$0,"$1,159",$0,$0,0,0,0
181-10027572-28929,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10027572-61484,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10027572-61611,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10022750-13942,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
125-10019942-37780,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-25401,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-26161,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10017072-16296,$13,$0,$0,$0,$0,$9,$0,$0,$0,$0,0,0,0
179-10017072-22680,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10017072-37843,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
179-10017072-34594,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
120-10020445-62518,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-39400,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-18239,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-19485,$28,$0,$0,$0,$28,$21,$0,$0,$0,$21,0,0,0
113-10027381-37173,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-13918,$90,$0,$59,$0,$0,$49,$0,$32,$0,$0,0,0,0
113-10027381-6007,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-7611,$15,$0,$15,$0,$0,$13,$0,$13,$0,$0,0,0,0
113-10027381-6008,$5,$0,$0,$0,$0,$4,$0,$0,$0,$0,0,0,0
113-10027381-16463,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-29256,$25,$0,$0,$0,$0,$16,$0,$0,$0,$0,0,0,0
113-10027381-29768,$57,$0,$57,$0,$0,$8,$0,$8,$0,$0,0,0,0
113-10027381-61860,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-60448,$264,$0,$264,$0,$0,$57,$0,$57,$0,$0,0,0,0
113-10027381-29918,$207,$0,$164,$0,$0,$92,$0,$72,$0,$0,0,0,0
113-10027381-60760,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-30500,$340,$0,$340,$0,$0,$77,$0,$77,$0,$0,0,0,0
113-10027381-25890,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-6009,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-220520,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-32720,$575,$0,$0,$0,$144,$421,$0,$0,$0,$105,0,0,0
144-10024022-60940,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
180-10025296-24335,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
181-10027572-915347,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
130-10023489-25401,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
161-10018890-67550,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
159-10020915-30335,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
113-10027381-35241,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
157-10024010-13577,$27,$0,$0,$0,$0,$7,$0,$0,$0,$0,0,0,0
144-10025771-62038,$15,$0,$0,$0,$0,$10,$0,$0,$0,$0,0,0,0
173-10020192-28771,$89,$0,$0,$0,$0,$36,$0,$0,$0,$0,0,0,0
173-10020192-28781,$89,$0,$0,$0,$0,$41,$0,$0,$0,$0,0,0,0
105-10020639-36945,"$1,868",$0,$0,$0,$0,$740,$0,$0,$0,$0,0,0,0
108-10007566-61415,$71,$0,$0,$0,$0,$28,$0,$0,$0,$0,0,0,0
120-10024725-39412,($60),$0,$0,$0,$0,($47),$0,$0,$0,$0,0,0,0
147-10007577-37441,$744,$0,$0,$0,$0,$400,$0,$0,$0,$0,0,0,0
147-10007577-22680,$22,$0,$0,$0,$0,$13,$0,$0,$0,$0,0,0,0
147-10007577-30859,$290,$0,$0,$0,$0,$183,$0,$0,$0,$0,0,0,0
147-10007577-30289,$845,$0,$0,$0,$0,$298,$0,$0,$0,$0,0,0,0
130-10023489-25852,$120,$0,$0,$0,$0,$70,$0,$0,$0,$0,0,0,0
113-10016549-63253,$203,$0,$0,$0,$0,$112,$0,$0,$0,$0,0,0,0
145-10025037-14964,$2,$0,$0,$0,$0,$2,$0,$0,$0,$0,0,0,0
145-10025037-31676,$72,$0,$0,$0,$0,$53,$0,$0,$0,$0,0,0,0
173-10020192-61016,$61,$0,$0,$0,$0,$35,$0,$0,$0,$0,0,0,0
180-10017638-61543,$0,$0,$0,$0,$0,($6),$0,$0,$0,$0,0,0,0
145-10025037-31842,$5,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
111-10026861-34788,$259,$0,$0,$0,$0,$177,$0,$0,$0,$0,0,0,0
113-10027381-37616,$71,$0,$0,$0,$0,$27,$0,$0,$0,$0,0,0,0
109-10023241-38826,$121,$0,$0,$0,$0,$83,$0,$0,$0,$0,0,0,0
172-10007121-63885,$259,$0,$0,$0,$0,$149,$0,$0,$0,$0,0,0,0
127-10010974-39371,$0,$0,$0,$0,$0,($4),$0,$0,$0,$0,0,0,0
112-10014810-63841,$12,$0,$0,$0,$0,($3),$0,$0,$0,$0,0,0,0
181-10022750-7614,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
152-10021418-915400,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
152-10021418-28396,$173,$0,$71,$0,$0,$101,$0,$41,$0,$0,0,0,0
152-10021418-37606,$224,$0,$0,$0,$0,$109,$0,$0,$0,$0,0,0,0
152-10021418-28401,"$11,217",$0,"$6,118",$0,$0,"$5,177",$0,"$2,862",$0,$0,0,0,0
152-10021418-38844,$312,$0,$0,$0,$0,$153,$0,$0,$0,$0,0,0,0
152-10021418-11078,$102,$0,$0,$0,$0,$82,$0,$0,$0,$0,0,0,0
152-10021418-27110,$138,$0,$0,$0,$0,$109,$0,$0,$0,$0,0,0,0
152-10021418-25987,$84,$0,$0,$0,$0,$68,$0,$0,$0,$0,0,0,0
152-10021418-19730,"$1,872",$0,"$1,248",$0,$0,$351,$0,$233,$0,$0,0,0,0
152-10021418-37609,$267,$0,$0,$0,$0,$122,$0,$0,$0,$0,0,0,0
127-10010974-60449,$357,$0,$0,$0,$0,$142,$0,$0,$0,($107),0,0,0
113-10027381-61768,$99,$0,$0,$0,$0,$68,$0,$0,$0,$0,0,0,0
111-10025248-61016,$124,$0,$0,$0,$0,$72,$0,$0,$0,$0,0,0,0
111-10025248-61019,$124,$0,$0,$0,$0,$68,$0,$0,$0,$0,0,0,0
111-10025248-61292,$150,$0,$0,$0,$0,$49,$0,$0,$0,$0,0,0,0
181-10027572-31842,$0,$0,$0,$0,$0,($384),$0,$0,$0,$0,0,0,0
151-10025791-22680,$44,$0,$0,$0,$0,$26,$0,$0,$0,$0,0,0,0
118-10010935-61853,$128,$0,$0,$0,$0,$56,$0,$0,$0,$0,0,0,0
118-10010935-61746,$442,$0,$0,$0,$0,$81,$0,$0,$0,$0,0,0,0
118-10010935-38370,$216,$0,$0,$0,$0,$148,$0,$0,$0,$0,0,0,0
124-10026522-62616,$343,$0,$0,$0,$0,$152,$0,$0,$0,$0,0,0,0
180-10017638-25906,$463,$0,$0,$0,$0,$39,$0,$0,$0,$0,0,0,0
145-10025037-61748,$444,$0,$0,$0,$0,$69,$0,$0,$0,$0,0,0,0
180-10017638-915326,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
117-10025238-37617,$71,$0,$0,$0,$0,$27,$0,$0,$0,$0,0,0,0
175-10009643-21320,$39,$0,$0,$0,$0,$33,$0,$0,$0,$0,0,0,0
175-10009643-16461,$42,$0,$0,$0,$0,$25,$0,$0,$0,$0,0,0,0
